#,P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
13330,0.32,15,-6130403.94,-45.79,-0.6637
13331,0.36,13,-6130894.57,-48.93,-0.8349
13332,0.55,7,-6131477.27,-42.94,-0.8436
13333,0.26,28,-6138715.78,-45.85,-1.2587
13334,0.32,16,-6145040.21,-45.90,-0.7191
13335,0.67,8,-6153818.15,-47.01,-1.1089
13336,0.25,32,-6157924.66,-45.99,-0.9769
13337,0.77,6,-6175077.69,-43.25,-1.3000
13338,0.27,33,-6176449.95,-51.47,-1.1266
13339,0.27,34,-6176449.95,-51.47,-1.1266
13340,0.27,35,-6176449.95,-51.47,-1.1266
13341,0.73,7,-6179725.90,-47.21,-1.1128
13342,0.33,12,-6195708.39,-41.42,-0.6328
13343,0.27,28,-6203869.65,-51.70,-1.4626
13344,0.27,29,-6203869.65,-51.70,-1.4626
13345,1,4,-6208843.19,-43.19,-1.1113
13346,1.62,1,-6213059.38,-41.54,-0.6861
13347,1.63,1,-6213059.38,-41.54,-0.6861
13348,1.64,1,-6213059.38,-41.54,-0.6861
13349,0.27,36,-6218622.58,-51.82,-1.0695
13350,0.75,5,-6223391.36,-43.29,-0.9178
13351,0.38,16,-6234256.95,-49.77,-1.5213
13352,0.28,13,-6256212.49,-41.83,-0.8734
13353,0.63,10,-6274859.33,-50.09,-1.5363
13354,0.23,25,-6275239.36,-43.95,-0.7782
13355,0.28,31,-6287203.08,-52.40,-1.2175
13356,0.86,5,-6294741.94,-44.08,-1.1218
13357,0.87,5,-6294741.94,-44.08,-1.1218
13358,1.61,1,-6295011.68,-42.09,-0.6867
13359,0.41,14,-6318447.35,-50.43,-1.2521
13360,0.79,3,-6330337.35,-42.32,-0.7561
13361,0.8,3,-6330337.35,-42.32,-0.7561
13362,0.81,3,-6330337.35,-42.32,-0.7561
13363,0.82,3,-6330337.35,-42.32,-0.7561
13364,0.24,35,-6330593.94,-51.42,-1.1093
13365,0.18,39,-6339379.51,-44.40,-1.2036
13366,0.26,22,-6347942.30,-47.41,-1.1536
13367,0.26,24,-6373035.48,-47.60,-1.2059
13368,0.4,15,-6384352.75,-50.96,-1.2098
13369,0.84,4,-6389274.93,-44.45,-1.1726
13370,0.43,14,-6395060.11,-53.29,-1.4695
13371,0.25,31,-6395702.23,-47.77,-0.9974
13372,0.31,8,-6399762.28,-42.79,-0.7742
13373,0.25,24,-6406985.03,-47.85,-0.7598
13374,0.41,12,-6408945.16,-51.15,-1.0259
13375,0.44,13,-6410129.64,-51.17,-1.4049
13376,0.38,12,-6413104.92,-51.19,-0.9210
13377,0.4,6,-6416307.00,-42.90,-0.6555
13378,0.25,17,-6419058.31,-44.95,-0.6994
13379,0.29,17,-6420462.10,-47.95,-0.7807
13380,0.16,49,-6426983.58,-45.01,-1.2099
13381,0.35,23,-6430614.48,-53.09,-1.6816
13382,0.35,24,-6430614.48,-53.09,-1.6816
13383,0.37,17,-6445626.96,-51.45,-1.3447
13384,0.18,38,-6453896.55,-45.20,-1.2163
13385,0.28,18,-6482783.15,-48.42,-1.1347
13386,0.33,25,-6484064.33,-53.53,-1.7358
13387,0.64,6,-6490528.74,-45.15,-0.9840
13388,0.65,6,-6490528.74,-45.15,-0.9840
13389,0.31,16,-6494331.46,-48.51,-0.7576
13390,0.34,14,-6495168.74,-48.51,-0.7841
13391,0.99,4,-6499280.29,-45.21,-1.1540
13392,0.71,6,-6509968.46,-45.59,-0.9943
13393,0.25,26,-6513113.86,-48.65,-0.8435
13394,0.33,11,-6546927.50,-43.77,-0.6276
13395,0.25,21,-6555359.00,-48.96,-0.7388
13396,0.72,6,-6556023.31,-45.91,-1.0219
13397,0.55,5,-6579217.85,-50.26,-0.8244
13398,0.28,30,-6596316.18,-54.97,-1.2625
13399,0.63,9,-6602696.13,-52.71,-1.6183
13400,0.64,9,-6602696.13,-52.71,-1.6183
13401,0.65,9,-6602696.13,-52.71,-1.6183
13402,1.59,1,-6615630.53,-44.23,-0.7371
13403,1.6,1,-6615630.53,-44.23,-0.7371
13404,0.36,12,-6630489.95,-52.92,-0.8762
13405,0.73,5,-6633386.66,-46.15,-0.9898
13406,0.74,5,-6633386.66,-46.15,-0.9898
13407,0.27,39,-6670737.78,-55.59,-1.2421
13408,0.23,24,-6683525.66,-46.81,-0.8289
13409,0.33,17,-6707000.08,-50.09,-1.0004
13410,0.34,16,-6707595.72,-50.10,-1.0297
13411,0.56,6,-6709444.22,-46.99,-0.8483
13412,0.46,6,-6715601.56,-47.03,-0.7526
13413,0.62,6,-6715688.70,-47.03,-0.9904
13414,0.28,17,-6725563.85,-50.23,-1.1371
13415,0.27,22,-6728512.76,-50.25,-1.2645
13416,0.18,33,-6757273.30,-47.32,-1.1345
13417,0.66,4,-6758085.58,-45.18,-0.8093
13418,0.25,28,-6763035.95,-50.51,-0.9090
13419,0.84,5,-6766916.44,-47.39,-1.2142
13420,0.85,5,-6766916.44,-47.39,-1.2142
13421,0.36,14,-6773867.99,-54.07,-0.9134
13422,0.25,23,-6785896.80,-50.68,-0.7975
13423,0.17,44,-6793556.74,-47.58,-1.2679
13424,0.78,3,-6796489.19,-45.44,-0.7984
13425,1.48,1,-6829435.00,-45.66,-0.6963
13426,1.49,1,-6829435.00,-45.66,-0.6963
13427,0.41,13,-6835616.86,-54.56,-1.3024
13428,0.54,11,-6855261.06,-54.72,-1.6707
13429,0.34,20,-6862415.65,-51.25,-1.3238
13430,0.4,14,-6882262.73,-54.93,-1.3288
13431,0.37,16,-6885053.80,-54.96,-1.4297
13432,0.67,4,-6895562.01,-46.10,-0.8266
13433,1.5,1,-6895714.53,-46.10,-0.7021
13434,1.53,1,-6927154.08,-46.31,-0.7001
13435,0.66,8,-6935194.30,-52.98,-1.2486
13436,0.3,17,-6940663.83,-51.84,-0.8332
13437,0.33,7,-6974855.36,-46.63,-0.8315
13438,0.33,21,-6982481.74,-52.15,-1.4154
13439,0.26,23,-6989973.61,-52.21,-1.2774
13440,0.27,26,-6991617.11,-52.22,-1.4121
13441,0.18,40,-6997760.74,-49.01,-1.3626
13442,0.72,5,-7001143.41,-48.70,-1.0410
13443,0.42,14,-7004331.49,-58.37,-1.5930
13444,0.26,26,-7010586.69,-52.36,-1.3620
13445,0.27,25,-7018544.43,-52.42,-1.3458
13446,0.39,15,-7023945.09,-56.06,-1.3302
13447,0.25,18,-7036920.06,-49.28,-0.7874
13448,0.6,10,-7066066.73,-56.41,-1.6802
13449,0.61,10,-7066066.73,-56.41,-1.6802
13450,0.62,10,-7066066.73,-56.41,-1.6802
13451,0.35,22,-7091014.10,-58.54,-1.8355
13452,0.17,42,-7113397.60,-49.82,-1.3093
13453,0.38,13,-7113887.16,-56.78,-1.0613
13454,0.23,35,-7121857.36,-57.85,-1.2054
13455,0.35,18,-7135291.46,-58.74,-1.4949
13456,0.25,27,-7147208.75,-53.38,-0.9612
13457,0.71,5,-7169899.09,-49.88,-1.0559
13458,0.26,16,-7175714.15,-50.25,-1.1250
13459,1.01,3,-7186313.60,-49.99,-1.1109
13460,0.27,21,-7189720.76,-53.70,-1.3442
13461,0.27,38,-7191935.65,-59.94,-1.3158
13462,0.62,8,-7196455.49,-54.98,-1.3202
13463,0.35,17,-7204411.00,-59.31,-1.2816
13464,0.35,20,-7226561.04,-59.50,-1.7038
13465,0.26,21,-7235602.36,-54.04,-1.2608
13466,0.43,13,-7254574.83,-57.91,-1.5506
13467,0.72,7,-7256146.28,-55.43,-1.3184
13468,0.26,27,-7265273.98,-54.26,-1.4461
13469,0.82,4,-7267790.46,-50.56,-1.1409
13470,0.28,28,-7270166.21,-60.59,-1.2545
13471,0.25,16,-7279839.71,-48.67,-0.7693
13472,0.15,49,-7285199.56,-51.02,-1.2592
13473,1.46,1,-7286627.85,-48.72,-0.7497
13474,1.47,1,-7286627.85,-48.72,-0.7497
13475,0.6,7,-7320994.24,-54.97,-1.0603
13476,0.61,7,-7321933.05,-55.93,-1.0710
13477,0.16,48,-7323850.99,-51.29,-1.3154
13478,0.4,12,-7349855.91,-58.66,-1.1555
13479,0.23,31,-7352618.75,-59.72,-1.0543
13480,0.23,32,-7352618.75,-59.72,-1.0543
13481,0.32,12,-7359134.05,-49.20,-0.7858
13482,0.59,10,-7361525.03,-58.76,-1.7488
13483,0.21,29,-7370143.75,-58.83,-0.9117
13484,0.35,19,-7391839.48,-60.86,-1.6619
13485,0.62,9,-7393903.53,-59.02,-1.7613
13486,0.24,34,-7430576.26,-60.36,-1.2397
13487,0.28,29,-7440271.21,-62.00,-1.3629
13488,0.35,21,-7446025.36,-61.30,-1.7975
13489,1.03,2,-7450045.27,-52.17,-0.8799
13490,1.04,2,-7452495.13,-52.19,-0.8887
13491,0.38,15,-7456213.29,-59.51,-1.4001
13492,0.54,8,-7508479.81,-57.36,-1.0218
13493,0.7,5,-7514510.59,-52.28,-1.1011
13494,0.42,13,-7521501.00,-60.04,-1.5946
13495,0.39,14,-7521855.06,-60.04,-1.4484
13496,0.77,4,-7535708.38,-50.38,-0.9413
13497,1.51,1,-7538599.34,-50.40,-0.7757
13498,0.69,7,-7539603.08,-57.60,-1.3690
13499,0.7,7,-7539603.08,-57.60,-1.3690
13500,0.71,7,-7539603.08,-57.60,-1.3690
13501,0.36,18,-7541780.71,-60.20,-1.7951
13502,0.37,18,-7541780.71,-60.20,-1.7951
13503,0.18,32,-7561535.54,-52.95,-1.2367
13504,0.34,19,-7574174.78,-56.57,-1.3736
13505,0.55,8,-7595963.40,-58.03,-1.0682
13506,0.58,7,-7616452.54,-57.19,-1.1054
13507,0.59,7,-7616452.54,-57.19,-1.1054
13508,0.46,5,-7638921.79,-51.07,-1.0544
13509,0.3,16,-7664623.61,-57.25,-0.8949
13510,0.17,43,-7665865.41,-53.69,-1.3380
13511,0.24,31,-7666733.34,-62.27,-1.1889
13512,0.24,32,-7666733.34,-62.27,-1.1889
13513,0.77,3,-7726093.51,-51.66,-0.8843
13514,0.23,22,-7726967.48,-54.11,-0.9489
13515,0.58,10,-7782339.71,-62.12,-1.8535
13516,0.76,3,-7789123.41,-52.08,-0.8876
13517,0.4,13,-7804983.81,-62.30,-1.4224
13518,0.75,3,-7823975.98,-52.31,-0.9106
13519,0.65,4,-7831277.03,-52.36,-0.9365
13520,0.24,30,-7913769.00,-64.28,-1.2120
13521,0.23,23,-7922166.10,-55.48,-0.9579
13522,0.47,10,-7925949.15,-61.45,-1.2232
13523,1.05,2,-7927614.57,-55.52,-0.9437
13524,1.06,2,-7927614.57,-55.52,-0.9437
13525,0.35,16,-7946949.96,-65.43,-1.4284
13526,0.57,7,-7947714.56,-59.68,-1.1613
13527,0.2,28,-7955198.51,-55.71,-1.1600
13528,0.2,29,-7955198.51,-55.71,-1.1600
13529,0.33,20,-7962822.46,-59.47,-1.5006
13530,0.45,12,-7975257.35,-63.66,-1.5302
13531,0.64,8,-7995935.23,-61.08,-1.4442
13532,0.65,8,-7995935.23,-61.08,-1.4442
13533,0.39,6,-8003180.35,-53.51,-0.8185
13534,0.17,36,-8003288.66,-56.05,-1.3264
13535,0.22,29,-8010418.66,-65.95,-1.0475
13536,0.27,13,-8047511.00,-53.80,-1.0527
13537,0.26,13,-8069295.71,-53.95,-1.0118
13538,0.33,19,-8077662.21,-60.33,-1.4662
13539,0.16,47,-8097943.33,-56.71,-1.4473
13540,0.36,17,-8132098.13,-64.92,-1.5713
13541,0.17,34,-8134821.83,-56.97,-1.3088
13542,0.57,10,-8161747.31,-65.15,-1.9272
13543,0.69,5,-8189814.11,-56.97,-1.1964
13544,0.45,5,-8203665.71,-54.85,-1.1101
13545,0.56,7,-8234733.16,-61.83,-1.1946
13546,0.23,30,-8266301.36,-67.14,-1.1769
13547,0.16,46,-8332806.43,-58.36,-1.4426
13548,0.39,12,-8334059.75,-66.52,-1.2995
13549,0.22,28,-8334873.56,-68.62,-1.0950
13550,0.26,20,-8346685.81,-62.34,-1.4194
13551,0.31,15,-8365074.65,-62.48,-0.9778
13552,1.43,1,-8387394.51,-56.08,-0.8904
13553,0.95,2,-8423248.49,-58.99,-1.1116
13554,0.15,38,-8433635.84,-59.06,-1.2705
13555,0.27,17,-8446150.15,-63.08,-1.3512
13556,0.23,20,-8454451.60,-59.21,-1.0557
13557,0.24,20,-8502975.54,-59.55,-1.0729
13558,0.55,6,-8534901.67,-59.77,-1.0390
13559,0.36,16,-8571524.96,-68.42,-1.6503
13560,0.17,37,-8617609.56,-60.35,-1.4506
13561,0.49,5,-8631619.42,-65.94,-1.2900
13562,1.52,1,-8655682.06,-57.87,-0.8716
13563,0.17,35,-8683634.59,-60.81,-1.3942
13564,1.44,1,-8689497.54,-58.10,-0.9072
13565,1.45,1,-8689497.54,-58.10,-0.9072
13566,0.15,48,-8714273.64,-61.03,-1.4806
13567,0.19,21,-8748251.84,-58.49,-1.1131
13568,0.21,24,-8750287.65,-61.28,-1.1329
13569,0.23,34,-8768759.26,-71.23,-1.4427
13570,0.53,5,-8793378.54,-67.17,-1.0526
13571,0.27,18,-8835755.47,-65.99,-1.4805
13572,0.63,8,-8850989.38,-67.61,-1.5598
13573,0.23,21,-8866483.94,-62.09,-1.0955
13574,1.54,1,-8923781.76,-59.66,-0.9321
13575,0.27,11,-8935581.18,-59.74,-1.0715
13576,0.63,6,-8956405.44,-62.72,-1.2716
13577,0.2,20,-8991649.93,-60.12,-1.1083
13578,0.24,33,-9008619.71,-73.17,-1.4533
13579,1.02,2,-9034544.65,-63.27,-1.0519
13580,0.33,14,-9035662.19,-67.49,-1.0767
13581,0.21,25,-9062982.56,-63.47,-1.1718
13582,0.28,16,-9098360.21,-67.95,-1.4075
13583,0.17,40,-9110666.31,-63.80,-1.5158
13584,0.17,41,-9110666.31,-63.80,-1.5158
13585,0.74,3,-9123456.68,-61.00,-1.0426
13586,0.54,6,-9139166.65,-64.00,-1.1153
13587,0.31,12,-9142917.85,-61.13,-0.9634
13588,0.2,21,-9162237.68,-61.26,-1.1358
13589,0.29,16,-9166014.59,-68.46,-1.1314
13590,0.22,27,-9179241.96,-75.57,-1.2027
13591,0.39,13,-9212856.92,-73.53,-1.6409
13592,0.15,47,-9219296.85,-64.56,-1.5529
13593,0.17,39,-9225183.35,-64.61,-1.5273
13594,0.34,13,-9243792.33,-69.04,-1.0875
13595,1.55,1,-9288197.84,-62.10,-1.0169
13596,0.3,15,-9337830.90,-69.74,-1.1448
13597,0.21,26,-9343763.48,-65.44,-1.2017
13598,0.28,10,-9347923.48,-62.50,-1.0903
13599,0.19,20,-9366448.35,-62.62,-1.1502
13600,0.17,38,-9370066.63,-65.62,-1.5426
13601,0.21,28,-9371458.91,-74.80,-1.2140
13602,0.56,5,-9395786.16,-71.45,-1.1315
13603,0.27,12,-9414234.76,-62.94,-1.1725
13604,1.41,1,-9425129.79,-63.02,-1.0114
13605,1.42,1,-9425129.79,-63.02,-1.0114
13606,0.37,6,-9432491.46,-63.06,-1.0589
13607,0.19,25,-9452826.39,-66.20,-1.3555
13608,0.21,20,-9459435.30,-63.24,-1.0160
13609,0.73,3,-9495853.55,-63.49,-1.0862
13610,0.52,5,-9555765.89,-73.00,-1.1450
13611,0.2,25,-9614934.49,-67.33,-1.3421
13612,0.3,12,-9615230.25,-64.29,-0.9770
13613,0.24,25,-9675692.05,-78.59,-1.2986
13614,0.22,24,-9710680.14,-68.01,-1.2811
13615,0.16,45,-9738917.24,-68.20,-1.5935
13616,0.15,37,-9762167.44,-68.37,-1.4444
13617,0.16,44,-9762840.34,-68.37,-1.5890
13618,0.28,14,-9837448.06,-65.77,-1.3216
13619,0.32,7,-9850720.41,-65.86,-1.1582
13620,0.13,47,-9872622.72,-69.14,-1.4396
13621,0.13,44,-9898908.14,-69.32,-1.3201
13622,0.2,26,-9911546.50,-69.41,-1.3862
13623,0.27,16,-9974863.96,-74.50,-1.5115
13624,0.57,5,-9980599.76,-75.90,-1.2154
13625,0.31,14,-10017585.09,-74.82,-1.1627
13626,1.39,1,-10026601.40,-67.04,-1.0775
13627,1.4,1,-10026601.40,-67.04,-1.0775
13628,0.68,5,-10028978.44,-69.77,-1.3984
13629,0.15,36,-10029382.33,-70.24,-1.4821
13630,0.21,19,-10040238.30,-67.13,-1.0383
13631,0.44,5,-10062267.69,-67.27,-1.2933
13632,0.24,16,-10088059.00,-67.45,-1.0770
13633,1.38,1,-10119461.50,-67.66,-1.0874
13634,0.94,2,-10137001.00,-70.99,-1.3271
13635,0.64,4,-10144490.41,-67.82,-1.2199
13636,0.14,50,-10158899.99,-71.14,-1.5740
13637,0.68,7,-10163093.67,-77.64,-1.7419
13638,0.23,27,-10185164.48,-82.73,-1.3455
13639,0.22,25,-10185409.66,-71.33,-1.3396
13640,0.2,27,-10195377.70,-71.40,-1.4308
13641,0.62,5,-10202040.35,-76.61,-1.3274
13642,0.62,7,-10206143.93,-77.97,-1.7300
13643,0.38,6,-10214183.38,-68.29,-1.0276
13644,0.48,5,-10246730.29,-78.28,-1.4702
13645,0.19,26,-10268334.01,-71.91,-1.4456
13646,0.26,15,-10269505.59,-71.92,-1.4721
13647,0.81,4,-10277162.10,-77.17,-1.4806
13648,0.97,2,-10329672.59,-72.34,-1.1745
13649,0.98,2,-10329672.59,-72.34,-1.1745
13650,0.67,5,-10382877.01,-72.23,-1.4320
13651,0.14,43,-10437618.48,-73.10,-1.4491
13652,0.24,24,-10445462.55,-86.00,-1.3636
13653,0.19,29,-10454584.95,-73.22,-1.5204
13654,0.21,23,-10456847.95,-73.23,-1.3219
13655,0.5,5,-10482809.39,-80.08,-1.2232
13656,0.27,10,-10524546.34,-70.37,-1.1876
13657,1.36,1,-10540476.93,-70.47,-1.1390
13658,1.37,1,-10540476.93,-70.47,-1.1390
13659,0.19,27,-10542166.29,-73.83,-1.4866
13660,0.32,14,-10587629.38,-79.08,-1.2665
13661,0.13,45,-10613385.26,-74.33,-1.4745
13662,0.16,37,-10629098.71,-74.44,-1.6554
13663,0.16,38,-10629098.71,-74.44,-1.6554
13664,0.21,22,-10630227.38,-74.45,-1.3354
13665,0.99,2,-10711171.14,-75.01,-1.2138
13666,1,2,-10711171.14,-75.01,-1.2138
13667,1.01,2,-10711171.14,-75.01,-1.2138
13668,0.66,5,-10766729.83,-74.90,-1.4730
13669,0.15,44,-10771134.99,-75.43,-1.6746
13670,0.47,5,-10789181.35,-82.42,-1.5126
13671,0.26,12,-10793693.40,-72.17,-1.2365
13672,0.24,29,-10806778.48,-87.78,-1.5438
13673,0.23,28,-10813657.65,-87.84,-1.4674
13674,0.23,29,-10813657.65,-87.84,-1.4674
13675,0.72,3,-10820720.39,-72.35,-1.2238
13676,0.15,46,-10847764.51,-75.97,-1.7039
13677,0.16,42,-10854788.01,-76.02,-1.6995
13678,0.29,9,-10979469.66,-73.41,-1.2351
13679,0.13,46,-10984717.59,-76.93,-1.5372
13680,0.23,26,-10994368.09,-89.30,-1.4432
13681,0.14,49,-11017007.19,-77.15,-1.6656
13682,0.24,23,-11030476.15,-90.81,-1.4169
13683,0.13,48,-11039599.25,-77.31,-1.5635
13684,0.19,28,-11064072.21,-77.48,-1.5455
13685,0.24,21,-11114001.30,-91.50,-1.4370
13686,0.2,24,-11146676.53,-78.06,-1.5169
13687,0.14,42,-11147113.55,-78.07,-1.5213
13688,0.24,19,-11181371.10,-78.31,-1.3516
13689,0.22,26,-11244945.43,-78.75,-1.5010
13690,0.65,5,-11254578.15,-78.29,-1.5867
13691,0.21,21,-11256230.11,-75.26,-1.2841
13692,0.64,5,-11260191.16,-78.33,-1.4675
13693,0.3,8,-11312298.10,-75.63,-1.2685
13694,0.15,45,-11321463.76,-79.29,-1.7552
13695,0.22,20,-11322234.71,-75.70,-1.3160
13696,0.15,39,-11331642.00,-79.36,-1.6527
13697,0.21,27,-11412817.83,-91.09,-1.5025
13698,0.3,13,-11447673.34,-76.54,-1.1911
13699,0.19,24,-11462411.11,-80.27,-1.5875
13700,0.18,31,-11485776.96,-80.44,-1.7405
13701,0.96,2,-11502875.24,-80.56,-1.3055
13702,0.71,3,-11509881.73,-76.95,-1.2738
13703,0.14,47,-11576859.73,-81.07,-1.7459
13704,0.22,22,-11580108.65,-81.10,-1.5142
13705,0.17,33,-11611597.84,-81.32,-1.7417
13706,0.24,26,-11621692.40,-94.40,-1.5727
13707,0.16,39,-11631618.26,-81.46,-1.7639
13708,0.16,40,-11631618.26,-81.46,-1.7639
13709,0.16,41,-11631618.26,-81.46,-1.7639
13710,0.78,4,-11655195.45,-87.52,-1.6230
13711,0.79,4,-11655195.45,-87.52,-1.6230
13712,0.8,4,-11655195.45,-87.52,-1.6230
13713,0.24,22,-11669144.44,-96.07,-1.5035
13714,0.58,5,-11691666.39,-88.91,-1.4552
13715,0.22,23,-11759702.14,-82.36,-1.5281
13716,0.22,19,-11777521.63,-78.74,-1.2708
13717,0.66,7,-11785281.01,-90.03,-1.9671
13718,0.6,5,-11796173.23,-89.71,-1.4717
13719,0.67,7,-11837907.20,-90.43,-1.9822
13720,0.61,5,-11845741.38,-90.08,-1.4739
13721,0.51,5,-11875780.55,-90.72,-1.3765
13722,0.15,42,-11882404.28,-83.21,-1.8204
13723,0.63,5,-11889638.28,-89.28,-1.5418
13724,0.14,48,-11909110.19,-83.40,-1.7710
13725,0.24,27,-11918746.23,-96.81,-1.6630
13726,0.24,28,-11918746.23,-96.81,-1.6630
13727,0.93,2,-11930753.71,-89.59,-1.5354
13728,0.16,34,-11952851.36,-83.71,-1.7616
13729,0.15,40,-11953962.95,-83.72,-1.7754
13730,0.25,15,-11994230.10,-80.19,-1.3105
13731,0.14,40,-11995984.90,-84.01,-1.5931
13732,0.16,35,-12024860.75,-84.21,-1.8167
13733,0.43,5,-12142966.40,-81.19,-1.4995
13734,0.63,7,-12144134.61,-92.77,-1.9940
13735,0.64,7,-12144134.61,-92.77,-1.9940
13736,0.65,7,-12144134.61,-92.77,-1.9940
13737,0.14,45,-12158398.79,-85.15,-1.7885
13738,0.14,46,-12158398.79,-85.15,-1.7885
13739,0.19,19,-12192749.99,-81.52,-1.4544
13740,0.36,6,-12197415.63,-81.55,-1.3480
13741,0.59,5,-12217188.65,-92.91,-1.5370
13742,0.28,15,-12257738.19,-91.55,-1.7888
13743,0.14,39,-12303787.96,-86.17,-1.6338
13744,0.27,14,-12343665.46,-82.53,-1.6028
13745,0.13,50,-12386917.06,-86.75,-1.7094
13746,0.2,19,-12388013.69,-82.82,-1.4592
13747,0.15,41,-12421700.99,-86.99,-1.8277
13748,0.27,15,-12423166.06,-92.79,-1.8292
13749,0.15,35,-12428350.00,-87.04,-1.7226
13750,0.23,19,-12446093.87,-87.16,-1.5098
13751,0.26,11,-12471676.74,-83.38,-1.4145
13752,0.16,36,-12492598.79,-87.49,-1.8700
13753,0.13,49,-12501434.10,-87.55,-1.7195
13754,0.2,18,-12543559.34,-83.86,-1.4604
13755,0.14,44,-12545558.29,-87.86,-1.8152
13756,0.29,14,-12630862.89,-84.45,-1.3791
13757,0.23,16,-12718878.03,-85.04,-1.3940
13758,0.92,2,-12722179.11,-95.53,-1.6316
13759,0.15,43,-12767503.33,-89.41,-1.8952
13760,0.15,34,-12838011.81,-89.91,-1.7624
13761,0.31,13,-12839349.09,-95.90,-1.4582
13762,0.13,43,-12849549.45,-89.99,-1.6002
13763,0.32,13,-12849660.40,-95.97,-1.5197
13764,0.14,41,-12852014.74,-90.00,-1.6972
13765,0.25,14,-12863864.86,-86.01,-1.3247
13766,0.17,32,-12909287.18,-90.41,-1.8772
13767,0.42,5,-13157155.49,-87.97,-1.5974
13768,0.18,27,-13195217.13,-92.41,-1.8315
13769,0.28,9,-13218266.11,-88.38,-1.4264
13770,0.24,17,-13281882.71,-93.02,-1.5384
13771,0.21,18,-13284407.60,-88.82,-1.4302
13772,0.62,4,-13294277.64,-88.88,-1.6199
13773,0.18,30,-13327477.16,-93.33,-1.9350
13774,0.24,18,-13347450.95,-93.47,-1.6432
13775,0.19,18,-13469787.01,-90.06,-1.5903
13776,0.24,15,-13484493.84,-90.16,-1.4482
13777,0.3,14,-13496744.02,-100.81,-1.6198
13778,0.24,14,-13503799.95,-90.28,-1.3887
13779,0.22,18,-13534806.15,-90.49,-1.4586
13780,0.64,3,-13543162.26,-101.70,-1.7597
13781,0.15,32,-13545898.65,-94.86,-1.7960
13782,0.63,4,-13566524.40,-90.70,-1.6160
13783,0.33,13,-13572517.34,-101.37,-1.6210
13784,0.16,43,-13578694.33,-95.09,-2.0447
13785,0.9,2,-13792537.34,-103.57,-1.7489
13786,0.15,33,-13888768.06,-97.27,-1.8494
13787,0.15,31,-13892193.09,-97.29,-1.8298
13788,0.91,2,-13924309.05,-104.56,-1.7628
13789,0.19,23,-14029516.70,-98.25,-1.9164
13790,0.25,13,-14061688.38,-94.01,-1.4024
13791,0.23,15,-14154248.15,-94.63,-1.4685
13792,0.2,23,-14316407.14,-100.26,-1.9280
13793,0.2,16,-14355348.59,-95.98,-1.6029
13794,0.18,28,-14402236.61,-100.86,-1.9903
13795,0.18,29,-14446376.19,-101.17,-2.0416
13796,1.35,1,-14498538.31,-101.54,-1.5729
13797,0.22,21,-14605046.73,-102.28,-1.8635
13798,0.19,22,-14689904.46,-102.88,-1.9806
13799,0.65,3,-14699615.90,-110.38,-1.8911
13800,0.18,26,-14767523.99,-103.42,-1.9786
13801,0.2,22,-14788964.25,-103.57,-1.9819
13802,0.61,4,-14826626.64,-99.13,-1.7464
13803,0.17,31,-14957219.40,-104.75,-2.0740
13804,0.18,20,-15004355.05,-100.32,-1.6541
13805,0.16,33,-15079841.49,-105.61,-2.1117
13806,0.41,5,-15175167.99,-101.46,-1.7960
13807,0.23,17,-15180811.07,-106.31,-1.7631
13808,0.24,13,-15235768.09,-101.86,-1.5480
13809,0.19,17,-15272637.90,-102.11,-1.8199
13810,0.29,15,-15287340.21,-114.18,-1.8951
13811,0.6,4,-15445467.29,-103.27,-1.8109
13812,0.22,17,-15451526.71,-103.31,-1.6774
13813,0.2,17,-15580461.13,-104.17,-1.7940
13814,0.23,18,-15617595.42,-109.37,-1.9234
13815,0.63,3,-15621589.31,-117.30,-1.9674
13816,0.18,19,-15668477.19,-104.76,-1.7208
13817,0.22,16,-15684456.40,-104.86,-1.7092
13818,0.25,11,-15697776.26,-104.95,-1.6272
13819,0.21,16,-15762483.68,-105.39,-1.6823
13820,0.27,9,-15767238.27,-105.42,-1.7071
13821,0.13,42,-15774352.06,-110.47,-1.8433
13822,0.22,15,-15814909.66,-105.74,-1.6224
13823,0.21,17,-15827101.58,-105.82,-1.7032
13824,0.18,23,-15851705.10,-111.01,-1.9905
13825,0.66,3,-15928505.85,-119.61,-1.8122
13826,0.16,32,-15935215.65,-111.60,-2.1932
13827,0.17,27,-15944645.68,-111.66,-2.1039
13828,0.58,4,-15959875.40,-106.71,-1.8478
13829,0.17,26,-15982537.88,-111.93,-2.1082
13830,0.14,38,-15983181.32,-111.93,-2.0219
13831,1.34,1,-16048959.28,-112.39,-1.6836
13832,0.14,37,-16193787.54,-113.41,-2.0405
13833,0.21,15,-16384522.49,-109.54,-1.6475
13834,0.19,16,-16465063.13,-110.08,-1.8268
13835,0.18,25,-16487579.28,-115.47,-2.1636
13836,0.18,21,-16644821.39,-111.28,-1.8471
13837,0.25,12,-16692179.82,-111.60,-1.6179
13838,0.86,2,-16722594.61,-125.57,-1.9538
13839,0.17,28,-16822334.50,-117.81,-2.2234
13840,0.18,22,-16833796.84,-117.89,-2.0294
13841,0.7,3,-16870048.86,-126.68,-1.8927
13842,0.15,30,-16897177.36,-118.33,-2.1193
13843,0.17,29,-16941080.80,-118.64,-2.2372
13844,0.59,4,-16988901.01,-113.59,-1.9720
13845,0.88,2,-17004409.65,-127.69,-2.0230
13846,0.89,2,-17004409.65,-127.69,-2.0230
