#,P:N1,P:N2,净利润,年化收益率%
124,17,11,2874888.90,285.62
125,17,12,2874888.90,285.62
126,18,7,2874888.90,285.62
127,18,8,2874888.90,285.62
128,18,11,2874888.90,285.62
129,18,24,2874888.90,288.32
130,18,25,2874888.90,288.32
131,19,7,2874888.90,285.62
132,19,8,2874888.90,285.62
133,19,23,2874888.90,288.32
134,20,6,2874888.90,285.62
135,20,7,2874888.90,285.62
136,20,23,2874888.90,288.32
137,31,28,2874888.90,285.62
138,31,29,2874888.90,285.62
139,31,30,2874888.90,285.62
140,32,28,2874888.90,285.62
141,32,29,2874888.90,285.62
142,32,30,2874888.90,285.62
143,32,31,2874888.90,285.62
144,33,28,2874888.90,285.62
145,33,29,2874888.90,285.62
146,33,30,2874888.90,285.62
147,33,31,2874888.90,285.62
148,34,28,2874888.90,285.62
149,34,29,2874888.90,285.62
150,34,30,2874888.90,285.62
151,34,31,2874888.90,285.62
152,33,4,2873779.84,275.61
153,4,9,2868495.27,249.60
154,21,15,2864494.10,277.36
155,23,16,2864494.10,277.36
156,23,17,2864494.10,277.36
157,23,18,2864494.10,277.36
158,23,22,2864494.10,277.36
159,24,13,2864494.10,277.36
160,24,14,2864494.10,277.36
161,24,15,2864494.10,277.36
162,24,16,2864494.10,277.36
163,24,22,2864494.10,277.36
164,16,3,2861895.40,277.10
165,21,23,2861895.40,277.10
166,5,12,2855985.16,250.86
167,7,28,2854099.30,284.56
168,7,29,2854099.30,284.56
169,14,28,2854099.30,276.35
170,15,27,2854099.30,276.35
171,15,28,2854099.30,276.35
172,16,24,2854099.30,276.35
173,16,25,2854099.30,276.35
174,16,26,2854099.30,276.35
175,16,27,2854099.30,276.35
176,29,28,2854099.30,276.35
177,30,28,2854099.30,276.35
178,35,28,2854099.30,284.56
179,35,29,2854099.30,284.56
180,35,30,2854099.30,284.56
181,35,31,2854099.30,284.56
182,36,7,2854099.30,284.56
183,36,28,2854099.30,284.56
184,36,29,2854099.30,284.56
185,36,30,2854099.30,284.56
186,36,31,2854099.30,284.56
187,4,8,2852753.15,248.23
188,8,32,2848901.90,284.04
189,12,30,2848901.90,284.04
190,12,31,2848901.90,284.04
191,12,32,2848901.90,284.04
192,13,28,2848901.90,284.04
193,13,29,2848901.90,284.04
194,13,30,2848901.90,284.04
195,13,31,2848901.90,284.04
196,24,17,2848901.90,275.85
197,24,18,2848901.90,275.85
198,24,23,2848901.90,275.85
199,25,3,2848901.90,275.85
200,25,16,2848901.90,275.85
201,25,17,2848901.90,275.85
202,25,18,2848901.90,275.85
203,25,19,2848901.90,275.85
204,25,22,2848901.90,275.85
205,25,23,2848901.90,275.85
206,25,24,2848901.90,275.85
207,26,17,2848901.90,275.85
208,26,18,2848901.90,275.85
209,26,19,2848901.90,275.85
210,26,20,2848901.90,275.85
211,26,21,2848901.90,275.85
212,26,22,2848901.90,275.85
213,26,23,2848901.90,275.85
214,26,24,2848901.90,275.85
215,26,25,2848901.90,275.85
216,27,17,2848901.90,275.85
217,35,32,2848901.90,284.04
218,36,32,2848901.90,284.04
219,18,20,2847434.63,273.08
220,25,20,2844810.94,272.83
221,25,21,2844810.94,272.83
222,8,28,2841105.80,283.27
223,8,29,2841105.80,283.27
224,8,30,2841105.80,283.27
225,8,31,2841105.80,283.27
226,9,28,2841105.80,283.27
227,40,27,2841105.80,275.09
228,41,25,2841105.80,275.09
229,41,26,2841105.80,275.09
230,42,25,2841105.80,275.09
231,43,22,2841105.80,275.09
232,43,23,2841105.80,275.09
233,43,24,2841105.80,275.09
234,43,25,2841105.80,275.09
235,44,22,2841105.80,275.09
236,28,3,2837478.00,272.12
237,31,3,2837478.00,272.12
238,32,3,2837478.00,272.12
239,6,31,2829068.81,281.02
240,14,29,2829068.81,281.02
241,14,30,2829068.81,281.02
242,14,31,2829068.81,281.02
243,14,32,2829068.81,281.02
244,15,29,2829068.81,281.02
245,15,30,2829068.81,281.02
246,15,31,2829068.81,281.02
247,15,32,2829068.81,281.02
248,16,28,2829068.81,281.02
249,16,29,2829068.81,281.02
250,16,30,2829068.81,281.02
251,16,31,2829068.81,281.02
252,16,32,2829068.81,281.02
253,17,25,2829068.81,281.02
254,17,26,2829068.81,281.02
255,17,27,2829068.81,281.02
256,17,28,2829068.81,281.02
257,17,30,2829068.81,281.02
258,17,31,2829068.81,281.02
259,17,32,2829068.81,281.02
260,18,31,2829068.81,281.02
261,18,32,2829068.81,281.02
262,19,24,2829068.81,281.02
263,21,13,2829068.81,271.32
264,21,14,2829068.81,271.32
265,21,16,2829068.81,271.32
266,21,20,2829068.81,271.32
267,22,12,2829068.81,271.32
268,22,13,2829068.81,271.32
269,23,12,2829068.81,271.32
270,24,9,2829068.81,271.32
271,24,10,2829068.81,271.32
272,24,11,2829068.81,271.32
273,24,12,2829068.81,271.32
274,25,8,2829068.81,271.32
275,27,3,2829068.81,271.32
276,31,6,2829068.81,271.32
277,32,5,2829068.81,271.32
278,32,6,2829068.81,271.32
279,32,7,2829068.81,271.32
280,33,5,2829068.81,271.32
281,33,6,2829068.81,271.32
282,34,5,2829068.81,271.32
283,34,6,2829068.81,271.32
284,35,5,2829068.81,271.32
285,35,6,2829068.81,271.32
286,36,5,2829068.81,271.32
287,37,28,2829068.81,281.02
288,37,29,2829068.81,281.02
289,37,30,2829068.81,281.02
290,37,31,2829068.81,281.02
291,37,32,2829068.81,281.02
292,38,28,2829068.81,281.02
293,38,29,2829068.81,281.02
294,38,30,2829068.81,281.02
295,38,31,2829068.81,281.02
296,38,32,2829068.81,281.02
297,39,28,2829068.81,281.02
298,39,29,2829068.81,281.02
299,39,30,2829068.81,281.02
300,39,31,2829068.81,281.02
301,39,32,2829068.81,281.02
302,40,16,2829068.81,281.02
303,40,28,2829068.81,281.02
304,40,29,2829068.81,281.02
305,40,30,2829068.81,281.02
306,40,31,2829068.81,281.02
307,40,32,2829068.81,281.02
308,41,15,2829068.81,281.02
309,41,16,2829068.81,281.02
310,41,17,2829068.81,281.02
311,41,19,2829068.81,281.02
312,41,27,2829068.81,281.02
313,41,28,2829068.81,281.02
314,41,29,2829068.81,281.02
315,41,30,2829068.81,281.02
316,41,31,2829068.81,281.02
317,41,32,2829068.81,281.02
318,42,15,2829068.81,281.02
319,42,16,2829068.81,281.02
320,42,17,2829068.81,281.02
321,42,18,2829068.81,281.02
322,42,19,2829068.81,281.02
323,42,26,2829068.81,281.02
324,42,27,2829068.81,281.02
325,42,28,2829068.81,281.02
326,42,29,2829068.81,281.02
327,42,30,2829068.81,281.02
328,42,31,2829068.81,281.02
329,42,32,2829068.81,281.02
330,43,15,2829068.81,281.02
331,43,16,2829068.81,281.02
332,43,17,2829068.81,281.02
333,43,18,2829068.81,281.02
334,43,19,2829068.81,281.02
335,43,20,2829068.81,281.02
336,43,26,2829068.81,281.02
337,43,27,2829068.81,281.02
338,43,28,2829068.81,281.02
339,43,29,2829068.81,281.02
340,43,30,2829068.81,281.02
341,43,31,2829068.81,281.02
342,43,32,2829068.81,281.02
343,44,14,2829068.81,281.02
344,44,15,2829068.81,281.02
345,44,16,2829068.81,281.02
346,44,17,2829068.81,281.02
347,44,18,2829068.81,281.02
348,44,19,2829068.81,281.02
349,44,20,2829068.81,281.02
350,44,21,2829068.81,281.02
351,44,23,2829068.81,281.02
352,44,24,2829068.81,281.02
353,44,25,2829068.81,281.02
354,44,26,2829068.81,281.02
355,44,27,2829068.81,281.02
356,44,28,2829068.81,281.02
357,44,29,2829068.81,281.02
358,44,30,2829068.81,281.02
359,44,31,2829068.81,281.02
360,44,32,2829068.81,281.02
361,45,14,2829068.81,281.02
362,45,15,2829068.81,281.02
363,45,16,2829068.81,281.02
364,45,17,2829068.81,281.02
365,45,18,2829068.81,281.02
366,45,19,2829068.81,281.02
367,45,20,2829068.81,281.02
368,45,21,2829068.81,281.02
369,45,22,2829068.81,281.02
370,45,23,2829068.81,281.02
371,45,24,2829068.81,281.02
372,45,25,2829068.81,281.02
373,45,26,2829068.81,281.02
374,45,27,2829068.81,281.02
375,45,28,2829068.81,281.02
376,45,29,2829068.81,281.02
377,45,30,2829068.81,281.02
378,45,31,2829068.81,281.02
379,45,32,2829068.81,281.02
380,46,14,2829068.81,281.02
381,46,15,2829068.81,281.02
382,46,16,2829068.81,281.02
383,46,17,2829068.81,281.02
384,46,18,2829068.81,281.02
385,46,19,2829068.81,281.02
386,46,20,2829068.81,281.02
387,46,21,2829068.81,281.02
388,46,22,2829068.81,281.02
389,46,23,2829068.81,281.02
390,46,24,2829068.81,281.02
391,46,25,2829068.81,281.02
392,46,26,2829068.81,281.02
393,46,27,2829068.81,281.02
394,46,28,2829068.81,281.02
395,46,29,2829068.81,281.02
396,46,30,2829068.81,281.02
397,46,31,2829068.81,281.02
398,46,32,2829068.81,281.02
399,47,14,2829068.81,281.02
400,47,15,2829068.81,281.02
401,47,16,2829068.81,281.02
402,47,17,2829068.81,281.02
403,47,18,2829068.81,281.02
404,47,19,2829068.81,281.02
405,47,20,2829068.81,281.02
406,47,21,2829068.81,281.02
407,47,22,2829068.81,281.02
408,47,23,2829068.81,281.02
409,47,24,2829068.81,281.02
410,47,25,2829068.81,281.02
411,47,26,2829068.81,281.02
412,47,27,2829068.81,281.02
413,47,28,2829068.81,281.02
414,47,29,2829068.81,281.02
415,47,30,2829068.81,281.02
416,47,31,2829068.81,281.02
417,47,32,2829068.81,281.02
418,48,14,2829068.81,281.02
419,48,15,2829068.81,281.02
420,48,16,2829068.81,281.02
421,48,17,2829068.81,281.02
422,48,18,2829068.81,281.02
423,48,19,2829068.81,281.02
424,48,20,2829068.81,281.02
425,48,21,2829068.81,281.02
426,48,22,2829068.81,281.02
427,48,23,2829068.81,281.02
428,48,24,2829068.81,281.02
429,48,25,2829068.81,281.02
430,48,26,2829068.81,281.02
431,48,27,2829068.81,281.02
432,48,28,2829068.81,281.02
433,48,29,2829068.81,281.02
434,48,30,2829068.81,281.02
435,48,31,2829068.81,281.02
436,48,32,2829068.81,281.02
437,49,14,2829068.81,281.02
438,49,15,2829068.81,281.02
439,49,16,2829068.81,281.02
440,49,17,2829068.81,281.02
441,49,18,2829068.81,281.02
442,49,19,2829068.81,281.02
443,49,20,2829068.81,281.02
444,49,21,2829068.81,281.02
445,49,22,2829068.81,281.02
446,49,23,2829068.81,281.02
447,49,24,2829068.81,281.02
448,49,25,2829068.81,281.02
449,49,26,2829068.81,281.02
450,49,27,2829068.81,281.02
451,49,28,2829068.81,281.02
452,49,29,2829068.81,281.02
453,49,30,2829068.81,281.02
454,49,31,2829068.81,281.02
455,49,32,2829068.81,281.02
456,50,14,2829068.81,281.02
457,50,15,2829068.81,281.02
458,50,16,2829068.81,281.02
459,50,17,2829068.81,281.02
460,50,18,2829068.81,281.02
461,50,19,2829068.81,281.02
462,50,20,2829068.81,281.02
463,50,21,2829068.81,281.02
464,50,22,2829068.81,281.02
465,50,23,2829068.81,281.02
466,50,24,2829068.81,281.02
467,50,25,2829068.81,281.02
468,50,26,2829068.81,281.02
469,50,27,2829068.81,281.02
470,50,28,2829068.81,281.02
471,50,29,2829068.81,281.02
472,50,30,2829068.81,281.02
473,50,31,2829068.81,281.02
474,50,32,2829068.81,281.02
475,22,14,2828112.30,273.83
476,22,15,2828112.30,273.83
477,22,16,2828112.30,273.83
478,22,17,2828112.30,273.83
479,22,18,2828112.30,273.83
480,23,13,2828112.30,273.83
481,23,14,2828112.30,273.83
482,23,15,2828112.30,273.83
483,17,19,2826445.13,271.07
484,17,20,2826445.13,271.07
485,32,26,2826445.13,271.07
486,39,21,2826445.13,271.07
487,40,18,2826445.13,271.07
488,40,19,2826445.13,271.07
489,40,20,2826445.13,271.07
490,40,21,2826445.13,271.07
491,41,18,2826445.13,271.07
492,7,9,2825470.94,241.35
493,2,32,2822914.90,281.45
494,9,29,2822914.90,281.45
495,9,30,2822914.90,281.45
496,9,31,2822914.90,281.45
497,9,32,2822914.90,281.45
498,10,28,2822914.90,281.45
499,10,29,2822914.90,281.45
500,10,30,2822914.90,281.45
501,33,32,2822914.90,281.45
502,34,32,2822914.90,281.45
503,6,9,2820018.21,240.88
504,13,17,2816680.49,275.37
505,5,11,2813060.21,244.78
506,12,26,2810703.00,269.56
507,13,25,2810703.00,269.56
508,13,26,2810703.00,269.56
509,14,21,2810703.00,269.56
510,14,22,2810703.00,269.56
511,14,23,2810703.00,269.56
512,14,24,2810703.00,269.56
513,14,25,2810703.00,269.56
514,15,20,2810703.00,269.56
515,15,21,2810703.00,269.56
516,15,22,2810703.00,269.56
517,16,19,2810703.00,269.56
518,16,20,2810703.00,269.56
519,28,26,2810703.00,269.56
520,29,26,2810703.00,269.56
521,30,26,2810703.00,269.56
522,31,25,2810703.00,269.56
523,32,25,2810703.00,269.56
524,34,25,2810703.00,269.56
525,35,24,2810703.00,269.56
526,35,25,2810703.00,269.56
527,36,22,2810703.00,269.56
528,36,23,2810703.00,269.56
529,36,24,2810703.00,269.56
530,37,21,2810703.00,269.56
531,38,20,2810703.00,269.56
532,39,17,2810703.00,269.56
533,39,18,2810703.00,269.56
534,39,19,2810703.00,269.56
535,39,20,2810703.00,269.56
536,40,17,2810703.00,269.56
537,7,22,2808079.31,269.30
538,7,23,2808079.31,269.30
539,8,22,2808079.31,269.30
540,8,23,2808079.31,269.30
541,9,20,2808079.31,269.30
542,9,21,2808079.31,269.30
543,9,22,2808079.31,269.30
544,10,19,2808079.31,269.30
545,10,20,2808079.31,269.30
546,10,21,2808079.31,269.30
547,29,3,2805962.25,269.10
548,37,5,2805962.25,269.10
549,6,27,2805455.63,269.05
550,7,27,2805455.63,269.05
551,8,27,2805455.63,269.05
552,9,27,2805455.63,269.05
553,10,27,2805455.63,269.05
554,11,27,2805455.63,269.05
555,12,27,2805455.63,269.05
556,28,27,2805455.63,269.05
557,29,27,2805455.63,269.05
558,30,27,2805455.63,269.05
559,31,27,2805455.63,269.05
560,32,27,2805455.63,269.05
561,33,26,2805455.63,269.05
562,33,27,2805455.63,269.05
563,34,26,2805455.63,269.05
564,34,27,2805455.63,269.05
565,35,26,2805455.63,269.05
566,35,27,2805455.63,269.05
567,36,25,2805455.63,269.05
568,36,26,2805455.63,269.05
569,36,27,2805455.63,269.05
570,37,22,2805455.63,269.05
571,37,23,2805455.63,269.05
572,37,24,2805455.63,269.05
573,37,25,2805455.63,269.05
574,37,26,2805455.63,269.05
575,37,27,2805455.63,269.05
576,38,21,2805455.63,269.05
577,38,22,2805455.63,269.05
578,38,23,2805455.63,269.05
579,38,24,2805455.63,269.05
580,38,25,2805455.63,269.05
581,38,26,2805455.63,269.05
582,38,27,2805455.63,269.05
583,39,22,2805455.63,269.05
584,39,23,2805455.63,269.05
585,39,24,2805455.63,269.05
586,39,25,2805455.63,269.05
587,39,26,2805455.63,269.05
588,39,27,2805455.63,269.05
589,40,22,2805455.63,269.05
590,40,23,2805455.63,269.05
591,40,24,2805455.63,269.05
592,41,20,2805455.63,269.05
593,41,21,2805455.63,269.05
594,41,22,2805455.63,269.05
595,41,23,2805455.63,269.05
596,42,20,2805455.63,269.05
597,42,21,2805455.63,269.05
598,42,22,2805455.63,269.05
599,42,23,2805455.63,269.05
600,26,3,2800693.89,273.81
601,27,4,2800693.89,273.81
602,3,33,2800208.25,280.37
603,4,31,2800208.25,280.37
604,4,32,2800208.25,280.37
605,4,33,2800208.25,280.37
606,5,31,2800208.25,280.37
607,5,32,2800208.25,280.37
608,6,32,2800208.25,280.37
609,7,32,2800208.25,280.37
610,9,33,2800208.25,280.37
611,10,33,2800208.25,280.37
612,11,33,2800208.25,280.37
613,12,33,2800208.25,280.37
614,13,33,2800208.25,280.37
615,14,33,2800208.25,280.37
616,15,33,2800208.25,280.37
617,16,33,2800208.25,280.37
618,17,33,2800208.25,280.37
619,18,33,2800208.25,280.37
620,19,32,2800208.25,280.37
621,19,33,2800208.25,280.37
622,34,33,2800208.25,280.37
623,35,33,2800208.25,280.37
624,36,33,2800208.25,280.37
625,37,33,2800208.25,280.37
626,38,33,2800208.25,280.37
627,39,33,2800208.25,280.37
628,30,3,2795457.00,268.09
629,13,27,2794960.88,268.05
630,14,26,2794960.88,268.05
631,14,27,2794960.88,268.05
632,15,23,2794960.88,268.05
633,15,24,2794960.88,268.05
634,15,25,2794960.88,268.05
635,15,26,2794960.88,268.05
636,16,21,2794960.88,268.05
637,16,22,2794960.88,268.05
638,16,23,2794960.88,268.05
639,17,21,2794960.88,268.05
640,17,22,2794960.88,268.05
641,18,19,2794960.88,268.05
642,18,21,2794960.88,268.05
643,19,21,2794960.88,268.05
644,20,21,2794960.88,268.05
645,40,25,2794960.88,268.05
646,40,26,2794960.88,268.05
647,41,24,2794960.88,268.05
648,42,24,2794960.88,268.05
649,43,21,2794960.88,268.05
650,12,23,2792337.19,267.79
651,12,24,2792337.19,267.79
652,12,25,2792337.19,267.79
653,13,19,2792337.19,267.79
654,13,20,2792337.19,267.79
655,13,21,2792337.19,267.79
656,13,22,2792337.19,267.79
657,13,23,2792337.19,267.79
658,13,24,2792337.19,267.79
659,14,19,2792337.19,267.79
660,32,23,2792337.19,267.79
661,32,24,2792337.19,267.79
662,33,23,2792337.19,267.79
663,34,22,2792337.19,267.79
664,35,20,2792337.19,267.79
665,35,21,2792337.19,267.79
666,36,19,2792337.19,267.79
667,37,18,2792337.19,267.79
668,38,16,2792337.19,267.79
669,38,17,2792337.19,267.79
670,4,13,2790044.98,252.20
671,29,20,2789713.50,267.54
672,29,21,2789713.50,267.54
673,29,22,2789713.50,267.54
674,29,23,2789713.50,267.54
675,29,25,2789713.50,267.54
676,30,20,2789713.50,267.54
677,31,19,2789713.50,267.54
678,32,19,2789713.50,267.54
679,33,18,2789713.50,267.54
680,33,19,2789713.50,267.54
681,34,15,2789713.50,267.54
682,34,16,2789713.50,267.54
683,34,17,2789713.50,267.54
684,35,7,2789713.50,267.54
685,35,14,2789713.50,267.54
686,35,15,2789713.50,267.54
687,36,14,2789713.50,267.54
688,37,14,2789713.50,267.54
689,38,13,2789713.50,267.54
690,42,11,2789713.50,267.54
691,14,20,2787089.81,267.29
692,15,18,2787089.81,267.29
693,15,19,2787089.81,267.29
694,33,24,2787089.81,267.29
695,33,25,2787089.81,267.29
696,34,23,2787089.81,267.29
697,34,24,2787089.81,267.29
698,35,22,2787089.81,267.29
699,35,23,2787089.81,267.29
700,36,20,2787089.81,267.29
701,36,21,2787089.81,267.29
702,37,19,2787089.81,267.29
703,37,20,2787089.81,267.29
704,38,18,2787089.81,267.29
705,38,19,2787089.81,267.29
706,39,16,2787089.81,267.29
707,6,10,2785922.38,240.17
708,11,18,2779519.31,271.74
709,6,23,2779218.75,266.54
710,6,20,2776595.06,266.29
711,22,19,2773903.40,263.52
712,22,20,2773903.40,263.52
713,22,21,2773903.40,263.52
714,23,19,2773903.40,263.52
715,23,20,2773903.40,263.52
716,23,21,2773903.40,263.52
717,24,19,2773903.40,263.52
718,24,20,2773903.40,263.52
719,24,21,2773903.40,263.52
720,27,18,2773903.40,263.52
721,27,19,2773903.40,263.52
722,27,20,2773903.40,263.52
723,27,21,2773903.40,263.52
724,27,22,2773903.40,263.52
725,27,23,2773903.40,263.52
726,27,24,2773903.40,263.52
727,27,25,2773903.40,263.52
728,28,16,2773903.40,263.52
729,28,17,2773903.40,263.52
730,28,18,2773903.40,263.52
731,28,19,2773903.40,263.52
732,28,20,2773903.40,263.52
733,28,21,2773903.40,263.52
734,28,22,2773903.40,263.52
735,28,23,2773903.40,263.52
736,28,24,2773903.40,263.52
737,28,25,2773903.40,263.52
738,29,15,2773903.40,263.52
739,29,16,2773903.40,263.52
740,29,17,2773903.40,263.52
741,29,18,2773903.40,263.52
742,29,19,2773903.40,263.52
743,30,14,2773903.40,263.52
744,30,15,2773903.40,263.52
745,30,16,2773903.40,263.52
746,30,17,2773903.40,263.52
747,30,18,2773903.40,263.52
748,30,19,2773903.40,263.52
749,31,11,2773903.40,263.52
750,31,12,2773903.40,263.52
751,31,13,2773903.40,263.52
752,31,14,2773903.40,263.52
753,31,15,2773903.40,263.52
754,31,16,2773903.40,263.52
755,31,17,2773903.40,263.52
756,31,18,2773903.40,263.52
757,32,10,2773903.40,263.52
758,32,11,2773903.40,263.52
759,32,12,2773903.40,263.52
760,32,13,2773903.40,263.52
761,32,14,2773903.40,263.52
762,32,15,2773903.40,263.52
763,32,16,2773903.40,263.52
764,32,17,2773903.40,263.52
765,32,18,2773903.40,263.52
766,33,7,2773903.40,263.52
767,33,8,2773903.40,263.52
768,33,9,2773903.40,263.52
769,33,10,2773903.40,263.52
770,33,11,2773903.40,263.52
771,33,12,2773903.40,263.52
772,33,13,2773903.40,263.52
773,33,14,2773903.40,263.52
774,33,15,2773903.40,263.52
775,33,16,2773903.40,263.52
776,33,17,2773903.40,263.52
777,34,7,2773903.40,263.52
778,34,8,2773903.40,263.52
779,34,9,2773903.40,263.52
780,34,10,2773903.40,263.52
781,34,11,2773903.40,263.52
782,34,12,2773903.40,263.52
783,34,13,2773903.40,263.52
784,34,14,2773903.40,263.52
785,35,8,2773903.40,263.52
786,35,9,2773903.40,263.52
787,35,10,2773903.40,263.52
788,35,11,2773903.40,263.52
789,35,12,2773903.40,263.52
790,35,13,2773903.40,263.52
791,36,6,2773903.40,263.52
792,36,8,2773903.40,263.52
793,36,9,2773903.40,263.52
794,36,10,2773903.40,263.52
795,36,11,2773903.40,263.52
796,36,12,2773903.40,263.52
797,36,13,2773903.40,263.52
798,37,6,2773903.40,263.52
799,37,9,2773903.40,263.52
800,37,10,2773903.40,263.52
801,37,11,2773903.40,263.52
802,37,12,2773903.40,263.52
803,37,13,2773903.40,263.52
804,38,9,2773903.40,263.52
805,38,10,2773903.40,263.52
806,38,11,2773903.40,263.52
807,38,12,2773903.40,263.52
808,39,9,2773903.40,263.52
809,39,10,2773903.40,263.52
810,39,11,2773903.40,263.52
811,39,12,2773903.40,263.52
812,40,10,2773903.40,263.52
813,40,11,2773903.40,263.52
814,40,12,2773903.40,263.52
815,41,10,2773903.40,263.52
816,41,11,2773903.40,263.52
817,42,10,2773903.40,263.52
818,43,10,2773903.40,263.52
819,6,24,2771347.69,265.78
820,7,24,2771347.69,265.78
821,29,24,2771347.69,265.78
822,30,21,2771347.69,265.78
823,31,20,2771347.69,265.78
824,32,20,2771347.69,265.78
825,33,20,2771347.69,265.78
826,34,18,2771347.69,265.78
827,34,19,2771347.69,265.78
828,35,16,2771347.69,265.78
829,36,15,2771347.69,265.78
830,2,33,2771254.73,274.86
831,5,33,2771254.73,274.86
832,6,21,2771254.73,263.27
833,6,22,2771254.73,263.27
834,6,33,2771254.73,274.86
835,7,20,2771254.73,263.27
836,7,21,2771254.73,263.27
837,7,33,2771254.73,274.86
838,8,20,2771254.73,263.27
839,8,21,2771254.73,263.27
840,8,33,2771254.73,274.86
841,9,19,2771254.73,263.27
842,20,31,2771254.73,274.86
843,20,32,2771254.73,274.86
844,20,33,2771254.73,274.86
845,21,33,2771254.73,274.86
846,40,33,2771254.73,274.86
847,41,33,2771254.73,274.86
848,42,33,2771254.73,274.86
849,43,33,2771254.73,274.86
850,44,33,2771254.73,274.86
851,45,33,2771254.73,274.86
852,46,33,2771254.73,274.86
853,47,33,2771254.73,274.86
854,48,33,2771254.73,274.86
855,49,33,2771254.73,274.86
856,50,33,2771254.73,274.86
857,6,25,2768606.05,263.01
858,7,25,2768606.05,263.01
859,8,24,2768606.05,263.01
860,8,25,2768606.05,263.01
861,10,22,2768606.05,263.01
862,10,23,2768606.05,263.01
863,10,24,2768606.05,263.01
864,10,25,2768606.05,263.01
865,11,19,2768606.05,263.01
866,30,22,2768606.05,263.01
867,30,23,2768606.05,263.01
868,30,24,2768606.05,263.01
869,30,25,2768606.05,263.01
870,31,21,2768606.05,263.01
871,31,22,2768606.05,263.01
872,32,21,2768606.05,263.01
