#,P:N1,P:N2,净利润,年化收益率%
1738,18,48,0.00,0.00
1739,18,49,0.00,0.00
1740,18,50,0.00,0.00
1741,19,1,0.00,0.00
1742,19,2,0.00,0.00
1743,19,9,0.00,0.00
1744,19,11,0.00,0.00
1745,19,19,0.00,0.00
1746,19,41,0.00,0.00
1747,19,42,0.00,0.00
1748,19,43,0.00,0.00
1749,19,44,0.00,0.00
1750,19,45,0.00,0.00
1751,19,46,0.00,0.00
1752,19,47,0.00,0.00
1753,19,48,0.00,0.00
1754,19,49,0.00,0.00
1755,19,50,0.00,0.00
1756,20,1,0.00,0.00
1757,20,2,0.00,0.00
1758,20,5,0.00,0.00
1759,20,8,0.00,0.00
1760,20,11,0.00,0.00
1761,20,20,0.00,0.00
1762,20,41,0.00,0.00
1763,20,42,0.00,0.00
1764,20,43,0.00,0.00
1765,20,44,0.00,0.00
1766,20,45,0.00,0.00
1767,20,46,0.00,0.00
1768,20,47,0.00,0.00
1769,20,48,0.00,0.00
1770,20,49,0.00,0.00
1771,20,50,0.00,0.00
1772,21,1,0.00,0.00
1773,21,4,0.00,0.00
1774,21,5,0.00,0.00
1775,21,6,0.00,0.00
1776,21,10,0.00,0.00
1777,21,11,0.00,0.00
1778,21,21,0.00,0.00
1779,21,41,0.00,0.00
1780,21,42,0.00,0.00
1781,21,43,0.00,0.00
1782,21,44,0.00,0.00
1783,21,45,0.00,0.00
1784,21,46,0.00,0.00
1785,21,47,0.00,0.00
1786,21,48,0.00,0.00
1787,21,49,0.00,0.00
1788,21,50,0.00,0.00
1789,22,1,0.00,0.00
1790,22,4,0.00,0.00
1791,22,5,0.00,0.00
1792,22,9,0.00,0.00
1793,22,10,0.00,0.00
1794,22,22,0.00,0.00
1795,22,41,0.00,0.00
1796,22,42,0.00,0.00
1797,22,43,0.00,0.00
1798,22,44,0.00,0.00
1799,22,45,0.00,0.00
1800,22,46,0.00,0.00
1801,22,47,0.00,0.00
1802,22,48,0.00,0.00
1803,22,49,0.00,0.00
1804,22,50,0.00,0.00
1805,23,1,0.00,0.00
1806,23,4,0.00,0.00
1807,23,5,0.00,0.00
1808,23,8,0.00,0.00
1809,23,9,0.00,0.00
1810,23,23,0.00,0.00
1811,23,41,0.00,0.00
1812,23,42,0.00,0.00
1813,23,43,0.00,0.00
1814,23,44,0.00,0.00
1815,23,45,0.00,0.00
1816,23,46,0.00,0.00
1817,23,47,0.00,0.00
1818,23,48,0.00,0.00
1819,23,49,0.00,0.00
1820,23,50,0.00,0.00
1821,24,1,0.00,0.00
1822,24,4,0.00,0.00
1823,24,7,0.00,0.00
1824,24,8,0.00,0.00
1825,24,24,0.00,0.00
1826,24,41,0.00,0.00
1827,24,42,0.00,0.00
1828,24,43,0.00,0.00
1829,24,44,0.00,0.00
1830,24,45,0.00,0.00
1831,24,46,0.00,0.00
1832,24,47,0.00,0.00
1833,24,48,0.00,0.00
1834,24,49,0.00,0.00
1835,24,50,0.00,0.00
1836,25,1,0.00,0.00
1837,25,4,0.00,0.00
1838,25,6,0.00,0.00
1839,25,7,0.00,0.00
1840,25,25,0.00,0.00
1841,25,41,0.00,0.00
1842,25,42,0.00,0.00
1843,25,43,0.00,0.00
1844,25,44,0.00,0.00
1845,25,45,0.00,0.00
1846,25,46,0.00,0.00
1847,25,47,0.00,0.00
1848,25,48,0.00,0.00
1849,25,49,0.00,0.00
1850,25,50,0.00,0.00
1851,26,1,0.00,0.00
1852,26,26,0.00,0.00
1853,26,41,0.00,0.00
1854,26,42,0.00,0.00
1855,26,43,0.00,0.00
1856,26,44,0.00,0.00
1857,26,45,0.00,0.00
1858,26,46,0.00,0.00
1859,26,47,0.00,0.00
1860,26,48,0.00,0.00
1861,26,49,0.00,0.00
1862,26,50,0.00,0.00
1863,27,1,0.00,0.00
1864,27,27,0.00,0.00
1865,27,41,0.00,0.00
1866,27,42,0.00,0.00
1867,27,43,0.00,0.00
1868,27,44,0.00,0.00
1869,27,45,0.00,0.00
1870,27,46,0.00,0.00
1871,27,47,0.00,0.00
1872,27,48,0.00,0.00
1873,27,49,0.00,0.00
1874,27,50,0.00,0.00
1875,28,1,0.00,0.00
1876,28,28,0.00,0.00
1877,28,41,0.00,0.00
1878,28,42,0.00,0.00
1879,28,43,0.00,0.00
1880,28,44,0.00,0.00
1881,28,45,0.00,0.00
1882,28,46,0.00,0.00
1883,28,47,0.00,0.00
1884,28,48,0.00,0.00
1885,28,49,0.00,0.00
1886,28,50,0.00,0.00
1887,29,1,0.00,0.00
1888,29,29,0.00,0.00
1889,29,41,0.00,0.00
1890,29,42,0.00,0.00
1891,29,43,0.00,0.00
1892,29,44,0.00,0.00
1893,29,45,0.00,0.00
1894,29,46,0.00,0.00
1895,29,47,0.00,0.00
1896,29,48,0.00,0.00
1897,29,49,0.00,0.00
1898,29,50,0.00,0.00
1899,30,1,0.00,0.00
1900,30,30,0.00,0.00
1901,30,41,0.00,0.00
1902,30,42,0.00,0.00
1903,30,43,0.00,0.00
1904,30,44,0.00,0.00
1905,30,45,0.00,0.00
1906,30,46,0.00,0.00
1907,30,47,0.00,0.00
1908,30,48,0.00,0.00
1909,30,49,0.00,0.00
1910,30,50,0.00,0.00
1911,31,1,0.00,0.00
1912,31,31,0.00,0.00
1913,31,41,0.00,0.00
1914,31,42,0.00,0.00
1915,31,43,0.00,0.00
1916,31,44,0.00,0.00
1917,31,45,0.00,0.00
1918,31,46,0.00,0.00
1919,31,47,0.00,0.00
1920,31,48,0.00,0.00
1921,31,49,0.00,0.00
1922,31,50,0.00,0.00
1923,32,1,0.00,0.00
1924,32,32,0.00,0.00
1925,32,41,0.00,0.00
1926,32,42,0.00,0.00
1927,32,43,0.00,0.00
1928,32,44,0.00,0.00
1929,32,45,0.00,0.00
1930,32,46,0.00,0.00
1931,32,47,0.00,0.00
1932,32,48,0.00,0.00
1933,32,49,0.00,0.00
1934,32,50,0.00,0.00
1935,33,1,0.00,0.00
1936,33,33,0.00,0.00
1937,33,41,0.00,0.00
1938,33,42,0.00,0.00
1939,33,43,0.00,0.00
1940,33,44,0.00,0.00
1941,33,45,0.00,0.00
1942,33,46,0.00,0.00
1943,33,47,0.00,0.00
1944,33,48,0.00,0.00
1945,33,49,0.00,0.00
1946,33,50,0.00,0.00
1947,34,1,0.00,0.00
1948,34,34,0.00,0.00
1949,34,41,0.00,0.00
1950,34,42,0.00,0.00
1951,34,43,0.00,0.00
1952,34,44,0.00,0.00
1953,34,45,0.00,0.00
1954,34,46,0.00,0.00
1955,34,47,0.00,0.00
1956,34,48,0.00,0.00
1957,34,49,0.00,0.00
1958,34,50,0.00,0.00
1959,35,1,0.00,0.00
1960,35,35,0.00,0.00
1961,35,41,0.00,0.00
1962,35,42,0.00,0.00
1963,35,43,0.00,0.00
1964,35,44,0.00,0.00
1965,35,45,0.00,0.00
1966,35,46,0.00,0.00
1967,35,47,0.00,0.00
1968,35,48,0.00,0.00
1969,35,49,0.00,0.00
1970,35,50,0.00,0.00
1971,36,1,0.00,0.00
1972,36,35,0.00,0.00
1973,36,36,0.00,0.00
1974,36,41,0.00,0.00
1975,36,42,0.00,0.00
1976,36,43,0.00,0.00
1977,36,44,0.00,0.00
1978,36,45,0.00,0.00
1979,36,46,0.00,0.00
1980,36,47,0.00,0.00
1981,36,48,0.00,0.00
1982,36,49,0.00,0.00
1983,36,50,0.00,0.00
1984,37,1,0.00,0.00
1985,37,7,0.00,0.00
1986,37,8,0.00,0.00
1987,37,35,0.00,0.00
1988,37,36,0.00,0.00
1989,37,37,0.00,0.00
1990,37,39,0.00,0.00
1991,37,40,0.00,0.00
1992,37,41,0.00,0.00
1993,37,42,0.00,0.00
1994,37,43,0.00,0.00
1995,37,44,0.00,0.00
1996,37,45,0.00,0.00
1997,37,46,0.00,0.00
1998,37,47,0.00,0.00
1999,37,48,0.00,0.00
2000,37,49,0.00,0.00
2001,37,50,0.00,0.00
2002,38,1,0.00,0.00
2003,38,5,0.00,0.00
2004,38,6,0.00,0.00
2005,38,7,0.00,0.00
2006,38,8,0.00,0.00
2007,38,35,0.00,0.00
2008,38,36,0.00,0.00
2009,38,37,0.00,0.00
2010,38,38,0.00,0.00
2011,38,39,0.00,0.00
2012,38,40,0.00,0.00
2013,38,41,0.00,0.00
2014,38,42,0.00,0.00
2015,38,43,0.00,0.00
2016,38,44,0.00,0.00
2017,38,45,0.00,0.00
2018,38,46,0.00,0.00
2019,38,47,0.00,0.00
2020,38,48,0.00,0.00
2021,38,49,0.00,0.00
2022,38,50,0.00,0.00
2023,39,1,0.00,0.00
2024,39,5,0.00,0.00
2025,39,6,0.00,0.00
2026,39,7,0.00,0.00
2027,39,8,0.00,0.00
2028,39,14,0.00,0.00
2029,39,15,0.00,0.00
2030,39,35,0.00,0.00
2031,39,36,0.00,0.00
2032,39,37,0.00,0.00
2033,39,38,0.00,0.00
2034,39,39,0.00,0.00
2035,39,40,0.00,0.00
2036,39,41,0.00,0.00
2037,39,42,0.00,0.00
2038,39,43,0.00,0.00
2039,39,44,0.00,0.00
2040,39,45,0.00,0.00
2041,39,46,0.00,0.00
2042,39,47,0.00,0.00
2043,39,48,0.00,0.00
2044,39,49,0.00,0.00
2045,39,50,0.00,0.00
2046,40,1,0.00,0.00
2047,40,5,0.00,0.00
2048,40,6,0.00,0.00
2049,40,7,0.00,0.00
2050,40,8,0.00,0.00
2051,40,9,0.00,0.00
2052,40,13,0.00,0.00
2053,40,14,0.00,0.00
2054,40,15,0.00,0.00
2055,40,35,0.00,0.00
2056,40,36,0.00,0.00
2057,40,37,0.00,0.00
2058,40,38,0.00,0.00
2059,40,39,0.00,0.00
2060,40,40,0.00,0.00
2061,40,41,0.00,0.00
2062,40,42,0.00,0.00
2063,40,43,0.00,0.00
2064,40,44,0.00,0.00
2065,40,45,0.00,0.00
2066,40,46,0.00,0.00
2067,40,47,0.00,0.00
2068,40,48,0.00,0.00
2069,40,49,0.00,0.00
2070,40,50,0.00,0.00
2071,41,1,0.00,0.00
2072,41,5,0.00,0.00
2073,41,6,0.00,0.00
2074,41,7,0.00,0.00
2075,41,8,0.00,0.00
2076,41,9,0.00,0.00
2077,41,12,0.00,0.00
2078,41,13,0.00,0.00
2079,41,14,0.00,0.00
2080,41,35,0.00,0.00
2081,41,36,0.00,0.00
2082,41,37,0.00,0.00
2083,41,38,0.00,0.00
2084,41,39,0.00,0.00
2085,41,40,0.00,0.00
2086,41,41,0.00,0.00
2087,41,42,0.00,0.00
2088,41,43,0.00,0.00
2089,41,44,0.00,0.00
2090,41,45,0.00,0.00
2091,41,46,0.00,0.00
2092,41,47,0.00,0.00
2093,41,48,0.00,0.00
2094,41,49,0.00,0.00
2095,41,50,0.00,0.00
2096,42,1,0.00,0.00
2097,42,6,0.00,0.00
2098,42,7,0.00,0.00
2099,42,8,0.00,0.00
2100,42,9,0.00,0.00
2101,42,12,0.00,0.00
2102,42,13,0.00,0.00
2103,42,14,0.00,0.00
2104,42,35,0.00,0.00
2105,42,36,0.00,0.00
2106,42,37,0.00,0.00
2107,42,38,0.00,0.00
2108,42,39,0.00,0.00
2109,42,40,0.00,0.00
2110,42,41,0.00,0.00
2111,42,42,0.00,0.00
2112,42,43,0.00,0.00
2113,42,44,0.00,0.00
2114,42,45,0.00,0.00
2115,42,46,0.00,0.00
2116,42,47,0.00,0.00
2117,42,48,0.00,0.00
2118,42,49,0.00,0.00
2119,42,50,0.00,0.00
2120,43,1,0.00,0.00
2121,43,6,0.00,0.00
2122,43,7,0.00,0.00
2123,43,8,0.00,0.00
2124,43,9,0.00,0.00
2125,43,11,0.00,0.00
2126,43,12,0.00,0.00
2127,43,13,0.00,0.00
2128,43,14,0.00,0.00
2129,43,35,0.00,0.00
2130,43,36,0.00,0.00
2131,43,37,0.00,0.00
2132,43,38,0.00,0.00
2133,43,39,0.00,0.00
2134,43,40,0.00,0.00
2135,43,41,0.00,0.00
2136,43,42,0.00,0.00
2137,43,43,0.00,0.00
2138,43,44,0.00,0.00
2139,43,45,0.00,0.00
2140,43,46,0.00,0.00
2141,43,47,0.00,0.00
2142,43,48,0.00,0.00
2143,43,49,0.00,0.00
2144,43,50,0.00,0.00
2145,44,1,0.00,0.00
2146,44,3,0.00,0.00
2147,44,6,0.00,0.00
2148,44,7,0.00,0.00
2149,44,8,0.00,0.00
2150,44,9,0.00,0.00
2151,44,10,0.00,0.00
2152,44,11,0.00,0.00
2153,44,12,0.00,0.00
2154,44,13,0.00,0.00
2155,44,35,0.00,0.00
2156,44,36,0.00,0.00
2157,44,37,0.00,0.00
2158,44,38,0.00,0.00
2159,44,39,0.00,0.00
2160,44,40,0.00,0.00
2161,44,41,0.00,0.00
2162,44,42,0.00,0.00
2163,44,43,0.00,0.00
2164,44,44,0.00,0.00
2165,44,45,0.00,0.00
2166,44,46,0.00,0.00
2167,44,47,0.00,0.00
2168,44,48,0.00,0.00
2169,44,49,0.00,0.00
2170,44,50,0.00,0.00
2171,45,1,0.00,0.00
2172,45,3,0.00,0.00
2173,45,6,0.00,0.00
2174,45,7,0.00,0.00
2175,45,8,0.00,0.00
2176,45,9,0.00,0.00
2177,45,10,0.00,0.00
2178,45,11,0.00,0.00
2179,45,12,0.00,0.00
2180,45,13,0.00,0.00
2181,45,35,0.00,0.00
2182,45,36,0.00,0.00
2183,45,37,0.00,0.00
2184,45,38,0.00,0.00
2185,45,39,0.00,0.00
2186,45,40,0.00,0.00
2187,45,41,0.00,0.00
2188,45,42,0.00,0.00
2189,45,43,0.00,0.00
2190,45,44,0.00,0.00
2191,45,45,0.00,0.00
2192,45,46,0.00,0.00
2193,45,47,0.00,0.00
2194,45,48,0.00,0.00
2195,45,49,0.00,0.00
2196,45,50,0.00,0.00
2197,46,1,0.00,0.00
2198,46,3,0.00,0.00
2199,46,6,0.00,0.00
2200,46,7,0.00,0.00
2201,46,8,0.00,0.00
2202,46,10,0.00,0.00
2203,46,11,0.00,0.00
2204,46,12,0.00,0.00
2205,46,13,0.00,0.00
2206,46,35,0.00,0.00
2207,46,36,0.00,0.00
2208,46,37,0.00,0.00
2209,46,38,0.00,0.00
2210,46,39,0.00,0.00
2211,46,40,0.00,0.00
2212,46,41,0.00,0.00
2213,46,42,0.00,0.00
2214,46,43,0.00,0.00
2215,46,44,0.00,0.00
2216,46,45,0.00,0.00
2217,46,46,0.00,0.00
2218,46,47,0.00,0.00
2219,46,48,0.00,0.00
2220,46,49,0.00,0.00
2221,46,50,0.00,0.00
2222,47,1,0.00,0.00
2223,47,3,0.00,0.00
2224,47,6,0.00,0.00
2225,47,7,0.00,0.00
2226,47,8,0.00,0.00
2227,47,10,0.00,0.00
2228,47,11,0.00,0.00
2229,47,12,0.00,0.00
2230,47,13,0.00,0.00
2231,47,35,0.00,0.00
2232,47,36,0.00,0.00
2233,47,37,0.00,0.00
2234,47,38,0.00,0.00
2235,47,39,0.00,0.00
2236,47,40,0.00,0.00
2237,47,41,0.00,0.00
2238,47,42,0.00,0.00
2239,47,43,0.00,0.00
2240,47,44,0.00,0.00
2241,47,45,0.00,0.00
2242,47,46,0.00,0.00
2243,47,47,0.00,0.00
2244,47,48,0.00,0.00
2245,47,49,0.00,0.00
2246,47,50,0.00,0.00
2247,48,1,0.00,0.00
2248,48,3,0.00,0.00
2249,48,6,0.00,0.00
2250,48,7,0.00,0.00
2251,48,10,0.00,0.00
2252,48,11,0.00,0.00
2253,48,12,0.00,0.00
2254,48,13,0.00,0.00
2255,48,35,0.00,0.00
2256,48,36,0.00,0.00
2257,48,37,0.00,0.00
2258,48,38,0.00,0.00
2259,48,39,0.00,0.00
2260,48,40,0.00,0.00
2261,48,41,0.00,0.00
2262,48,42,0.00,0.00
2263,48,43,0.00,0.00
2264,48,44,0.00,0.00
2265,48,45,0.00,0.00
2266,48,46,0.00,0.00
2267,48,47,0.00,0.00
2268,48,48,0.00,0.00
2269,48,49,0.00,0.00
2270,48,50,0.00,0.00
2271,49,1,0.00,0.00
2272,49,3,0.00,0.00
2273,49,6,0.00,0.00
2274,49,7,0.00,0.00
2275,49,10,0.00,0.00
2276,49,11,0.00,0.00
2277,49,12,0.00,0.00
2278,49,13,0.00,0.00
2279,49,35,0.00,0.00
2280,49,36,0.00,0.00
2281,49,37,0.00,0.00
2282,49,38,0.00,0.00
2283,49,39,0.00,0.00
2284,49,40,0.00,0.00
2285,49,41,0.00,0.00
2286,49,42,0.00,0.00
2287,49,43,0.00,0.00
2288,49,44,0.00,0.00
2289,49,45,0.00,0.00
2290,49,46,0.00,0.00
2291,49,47,0.00,0.00
2292,49,48,0.00,0.00
2293,49,49,0.00,0.00
2294,49,50,0.00,0.00
2295,50,1,0.00,0.00
2296,50,6,0.00,0.00
2297,50,7,0.00,0.00
2298,50,10,0.00,0.00
2299,50,11,0.00,0.00
2300,50,12,0.00,0.00
2301,50,13,0.00,0.00
2302,50,35,0.00,0.00
2303,50,36,0.00,0.00
2304,50,37,0.00,0.00
2305,50,38,0.00,0.00
2306,50,39,0.00,0.00
2307,50,40,0.00,0.00
2308,50,41,0.00,0.00
2309,50,42,0.00,0.00
2310,50,43,0.00,0.00
2311,50,44,0.00,0.00
2312,50,45,0.00,0.00
2313,50,46,0.00,0.00
2314,50,47,0.00,0.00
2315,50,48,0.00,0.00
2316,50,49,0.00,0.00
2317,50,50,0.00,0.00
2318,10,4,-720821.99,-61.57
2319,10,5,-720821.99,-61.57
2320,10,6,-789876.55,-67.47
2321,10,7,-846279.74,-72.29
2322,11,6,-884448.81,-75.55
2323,9,5,-897500.14,-76.66
2324,10,8,-1188547.26,-101.52
2325,11,7,-1229967.96,-105.06
2326,12,6,-1229967.96,-105.06
2327,11,10,-1265127.40,-109.06
2328,13,11,-1323040.35,-114.06
2329,11,9,-1333765.00,-116.06
2330,19,10,-1760924.18,-173.85
2331,20,9,-1760924.18,-173.85
2332,20,10,-1760924.18,-173.85
2333,21,7,-1760924.18,-173.85
2334,21,8,-1760924.18,-173.85
2335,21,9,-1760924.18,-173.85
2336,22,6,-1760924.18,-173.85
2337,22,7,-1760924.18,-173.85
2338,22,8,-1760924.18,-173.85
2339,23,6,-1760924.18,-173.85
2340,23,7,-1760924.18,-173.85
2341,24,5,-1760924.18,-173.85
2342,24,6,-1760924.18,-173.85
2343,25,5,-1760924.18,-173.85
2344,46,9,-1777079.20,-172.07
2345,47,9,-1777079.20,-172.07
2346,48,8,-1777079.20,-172.07
2347,48,9,-1777079.20,-172.07
2348,49,8,-1777079.20,-172.07
2349,49,9,-1777079.20,-172.07
2350,50,8,-1777079.20,-172.07
2351,50,9,-1777079.20,-172.07
2352,8,2,-1782281.80,-172.57
2353,17,2,-1787484.40,-178.33
2354,18,2,-1787484.40,-178.33
2355,17,14,-1802655.40,-174.54
2356,17,15,-1802655.40,-174.54
2357,17,16,-1802655.40,-174.54
2358,18,14,-1802655.40,-174.54
2359,18,15,-1802655.40,-174.54
2360,18,16,-1802655.40,-174.54
2361,18,17,-1802655.40,-174.54
2362,9,2,-1818237.20,-176.05
2363,26,4,-1826975.38,-178.62
2364,26,5,-1826975.38,-178.62
2365,26,6,-1826975.38,-178.62
2366,27,5,-1826975.38,-178.62
2367,42,5,-1826975.38,-178.62
2368,43,5,-1826975.38,-178.62
2369,44,5,-1826975.38,-178.62
2370,45,5,-1826975.38,-178.62
2371,46,4,-1826975.38,-178.62
2372,46,5,-1826975.38,-178.62
2373,47,4,-1826975.38,-178.62
2374,47,5,-1826975.38,-178.62
2375,48,4,-1826975.38,-178.62
2376,48,5,-1826975.38,-178.62
2377,49,4,-1826975.38,-178.62
2378,49,5,-1826975.38,-178.62
2379,50,3,-1826975.38,-178.62
2380,50,4,-1826975.38,-178.62
2381,50,5,-1826975.38,-178.62
2382,16,15,-1846859.30,-178.82
2383,13,12,-1857494.27,-181.60
2384,15,14,-1862646.85,-182.10
2385,14,4,-1911288.75,-188.69
2386,26,12,-1925361.98,-188.23
2387,26,13,-1925361.98,-188.23
2388,26,14,-1925361.98,-188.23
2389,27,6,-1925361.98,-188.23
2390,27,10,-1925361.98,-188.23
2391,27,11,-1925361.98,-188.23
2392,27,12,-1925361.98,-188.23
2393,27,13,-1925361.98,-188.23
2394,27,14,-1925361.98,-188.23
2395,28,9,-1925361.98,-188.23
2396,28,10,-1925361.98,-188.23
2397,28,11,-1925361.98,-188.23
2398,28,12,-1925361.98,-188.23
2399,28,13,-1925361.98,-188.23
2400,26,16,-1925421.41,-188.24
2401,27,15,-1925421.41,-188.24
2402,27,16,-1925421.41,-188.24
2403,26,15,-1940954.18,-189.76
2404,32,9,-1954100.52,-189.21
2405,25,12,-1961605.09,-191.78
2406,25,13,-1961605.09,-191.78
2407,25,14,-1961605.09,-191.78
2408,25,15,-1977197.29,-193.30
2409,32,2,-1980345.94,-189.92
2410,33,2,-1980345.94,-189.92
2411,26,7,-1989276.50,-194.48
2412,26,8,-1989276.50,-194.48
2413,26,9,-1989276.50,-194.48
2414,26,10,-1989276.50,-194.48
2415,26,11,-1989276.50,-194.48
2416,27,7,-1989276.50,-194.48
2417,27,8,-1989276.50,-194.48
2418,27,9,-1989276.50,-194.48
2419,28,6,-1989276.50,-194.48
2420,28,7,-1989276.50,-194.48
2421,28,8,-1989276.50,-194.48
2422,29,7,-1989276.50,-194.48
2423,30,7,-1989276.50,-194.48
2424,44,4,-1989276.50,-194.48
2425,45,4,-1989276.50,-194.48
2426,3,2,-1997993.99,-170.66
2427,38,2,-2009235.38,-192.69
2428,38,3,-2009235.38,-192.69
2429,39,2,-2010910.20,-194.71
2430,39,3,-2010910.20,-194.71
2431,40,3,-2010910.20,-194.71
2432,41,3,-2010910.20,-194.71
2433,42,3,-2010910.20,-194.71
2434,43,3,-2010910.20,-194.71
2435,34,2,-2011861.69,-192.94
2436,35,2,-2011861.69,-192.94
2437,36,2,-2011861.69,-192.94
2438,37,2,-2011861.69,-192.94
2439,37,3,-2011861.69,-192.94
2440,33,3,-2021306.44,-193.85
2441,25,9,-2025694.70,-198.04
2442,25,10,-2025694.70,-198.04
2443,25,11,-2025694.70,-198.04
2444,11,2,-2028864.93,-198.35
2445,38,4,-2029715.63,-194.66
2446,40,2,-2036923.20,-197.23
2447,41,2,-2036923.20,-197.23
2448,42,2,-2036923.20,-197.23
2449,43,2,-2036923.20,-197.23
2450,44,2,-2036923.20,-197.23
2451,45,2,-2036923.20,-197.23
2452,46,2,-2036923.20,-197.23
2453,47,2,-2036923.20,-197.23
2454,48,2,-2036923.20,-197.23
2455,49,2,-2036923.20,-197.23
2456,50,2,-2036923.20,-197.23
2457,16,2,-2037192.81,-197.25
2458,5,2,-2039524.50,-197.48
2459,7,2,-2039524.50,-197.48
2460,39,4,-2052400.95,-198.73
2461,40,4,-2052400.95,-198.73
2462,41,4,-2052400.95,-198.73
2463,42,4,-2052400.95,-198.73
2464,43,4,-2052400.95,-198.73
2465,34,3,-2052822.19,-196.87
2466,35,3,-2052822.19,-196.87
2467,35,4,-2052822.19,-196.87
2468,36,3,-2052822.19,-196.87
2469,36,4,-2052822.19,-196.87
2470,37,4,-2052822.19,-196.87
2471,28,14,-2057248.31,-199.96
2472,28,15,-2057248.31,-199.96
2473,29,13,-2057248.31,-199.96
2474,29,14,-2057248.31,-199.96
2475,30,12,-2057248.31,-199.96
2476,30,13,-2057248.31,-199.96
2477,29,8,-2072931.15,-202.11
2478,29,9,-2072931.15,-202.11
2479,29,10,-2072931.15,-202.11
2480,29,11,-2072931.15,-202.11
2481,29,12,-2072931.15,-202.11
2482,30,8,-2072931.15,-202.11
2483,30,9,-2072931.15,-202.11
2484,30,10,-2072931.15,-202.11
2485,30,11,-2072931.15,-202.11
2486,31,8,-2072931.15,-202.11
2487,31,9,-2072931.15,-202.11
2488,31,10,-2072931.15,-202.11
2489,7,3,-2109940.25,-178.59
2490,15,2,-2175320.94,-210.63
2491,10,3,-2188853.52,-186.97
2492,15,6,-2252514.15,-194.19
2493,15,7,-2252514.15,-194.19
2494,16,7,-2252514.15,-194.19
2495,16,8,-2252514.15,-194.19
2496,13,2,-2282744.98,-194.99
2497,14,2,-2287594.19,-195.40
2498,5,3,-2510576.94,-212.50
2499,4,2,-2522354.46,-217.45
2500,4,3,-2813449.24,-259.35
