#,P:N1,P:N2,净利润,年化收益率%
91,23,4,1237120.50,116.82
92,23,5,1237120.50,116.82
93,23,6,1237120.50,116.82
94,23,7,1237120.50,116.82
95,23,8,1237120.50,116.82
96,23,9,1237120.50,116.82
97,23,10,1237120.50,116.82
98,23,11,1237120.50,116.82
99,23,12,1237120.50,116.82
100,23,13,1237120.50,116.82
101,23,14,1237120.50,116.82
102,23,15,1237120.50,116.82
103,23,16,1237120.50,116.82
104,23,17,1237120.50,116.82
105,23,18,1237120.50,116.82
106,20,6,1230917.40,116.23
107,22,20,1222128.00,115.40
108,2,8,1208511.25,109.01
109,12,15,1199047.13,113.22
110,13,11,1197884.29,111.37
111,3,8,1184456.91,106.84
112,7,18,1182920.93,110.83
113,3,11,1181706.47,108.20
114,3,14,1178989.31,109.62
115,9,15,1178684.10,110.44
116,4,8,1168672.76,106.21
117,23,20,1165269.60,110.03
118,23,21,1165269.60,110.03
119,3,21,1144280.10,108.05
120,12,14,1142778.23,107.91
121,22,21,1135284.60,107.20
122,8,17,1133497.05,106.20
123,4,17,1130006.74,107.54
124,13,16,1125091.64,105.42
125,9,14,1124390.38,105.35
126,10,13,1124390.38,105.35
127,10,14,1124390.38,105.35
128,9,17,1117700.59,106.37
129,10,15,1092176.40,102.33
130,5,13,1090201.80,101.36
131,8,16,1080370.50,101.23
132,3,9,1078874.73,97.31
133,11,14,1074819.26,101.49
134,4,21,1071876.38,102.01
135,5,21,1071876.38,102.01
136,5,17,1069058.96,101.74
137,6,17,1069058.96,101.74
138,6,21,1065698.29,101.42
139,7,21,1065698.29,101.42
140,5,19,1059401.65,99.26
141,6,18,1059401.65,99.26
142,12,13,1059094.69,100.01
143,6,15,1022890.24,97.35
144,7,15,1016968.20,96.79
145,11,13,1011819.15,94.80
146,7,16,1005162.30,95.66
147,8,15,993280.05,94.53
148,11,17,990089.54,94.98
149,12,17,990089.54,94.98
150,14,15,982828.00,92.81
151,7,19,981560.21,93.42
152,8,18,981560.21,93.42
153,8,19,981560.21,93.42
154,5,16,975552.11,92.84
155,6,16,975552.11,92.84
156,11,18,971705.35,93.21
157,14,16,971022.10,91.69
158,4,14,966797.59,90.59
159,23,22,949668.41,89.68
160,10,17,941970.23,90.36
161,13,12,938831.64,88.65
162,3,7,938054.50,85.13
163,6,19,928018.18,88.32
164,11,12,923731.91,86.55
165,3,18,918237.76,87.39
166,8,14,912523.00,86.85
167,10,18,889267.57,85.30
168,6,11,886078.96,82.38
169,13,17,883114.50,84.71
170,4,22,876439.28,83.41
171,5,22,876439.28,83.41
172,24,22,876439.28,83.41
173,5,11,873426.45,81.21
174,3,19,870397.11,82.84
175,4,18,870397.11,82.84
176,4,19,870397.11,82.84
177,5,18,870397.11,82.84
178,6,22,870186.15,82.82
179,25,22,870186.15,82.82
180,9,19,869979.06,82.80
181,12,16,865120.16,82.99
182,4,20,863476.16,81.54
183,4,11,856283.15,79.61
184,2,10,838535.42,76.20
185,7,9,831026.43,77.26
186,6,12,814943.41,75.77
187,3,2,810332.44,70.06
188,8,9,807638.13,75.09
189,3,12,801246.41,73.93
190,11,15,799321.50,76.68
191,3,15,786035.25,75.40
192,3,20,778641.22,74.10
193,2,15,773761.80,71.94
194,6,20,772463.14,73.52
195,7,20,766285.05,72.93
196,8,20,766285.05,72.93
197,2,19,765034.46,73.39
198,10,16,756633.45,72.58
199,11,16,756633.45,72.58
200,18,13,753406.88,70.05
201,19,11,753406.88,70.05
202,19,12,753406.88,70.05
203,19,13,753406.88,70.05
204,19,14,753406.88,70.05
205,9,11,747342.95,71.13
206,4,9,745265.96,67.73
207,4,16,744619.16,71.43
208,18,12,743652.00,69.14
209,24,10,739353.53,69.82
210,24,11,739353.53,69.82
211,24,12,739353.53,69.82
212,24,13,739353.53,69.82
213,24,14,739353.53,69.82
214,24,15,739353.53,69.82
215,24,16,739353.53,69.82
216,24,17,739353.53,69.82
217,24,18,739353.53,69.82
218,24,19,739353.53,69.82
219,24,20,739353.53,69.82
220,13,22,729023.06,69.93
221,6,9,725779.07,67.48
222,6,14,711075.30,68.21
223,31,22,710338.72,68.14
224,32,22,710338.72,68.14
225,7,14,705178.25,67.65
226,4,3,700828.22,66.68
227,3,22,691654.39,66.35
228,26,22,691654.39,66.35
229,27,22,691654.39,66.35
230,28,22,691654.39,66.35
231,29,22,691654.39,66.35
232,30,22,691654.39,66.35
233,12,21,689907.53,65.66
234,13,21,689907.53,65.66
235,11,2,688985.22,66.83
236,5,9,685795.71,62.32
237,6,13,681590.05,65.38
238,2,16,675347.75,63.28
239,4,15,671313.45,64.40
240,5,15,671313.45,64.40
241,9,18,669818.31,63.75
242,14,21,667553.81,64.04
243,19,8,666946.13,62.49
244,19,9,666946.13,62.49
245,12,19,648869.47,62.24
246,31,13,648869.47,62.24
247,31,14,648869.47,62.24
248,31,15,648869.47,62.24
249,31,16,648869.47,62.24
250,31,17,648869.47,62.24
251,31,18,648869.47,62.24
252,31,19,648869.47,62.24
253,31,20,648869.47,62.24
254,31,21,648869.47,62.24
255,32,13,648869.47,62.24
256,32,14,648869.47,62.24
257,32,15,648869.47,62.24
258,32,16,648869.47,62.24
259,32,17,648869.47,62.24
260,32,18,648869.47,62.24
261,32,19,648869.47,62.24
262,32,20,648869.47,62.24
263,32,21,648869.47,62.24
264,2,18,638538.70,61.25
265,9,21,630185.14,60.45
266,10,21,630185.14,60.45
267,27,13,630185.14,60.45
268,27,14,630185.14,60.45
269,27,15,630185.14,60.45
270,27,16,630185.14,60.45
271,27,17,630185.14,60.45
272,27,18,630185.14,60.45
273,27,19,630185.14,60.45
274,27,20,630185.14,60.45
275,27,21,630185.14,60.45
276,28,13,630185.14,60.45
277,28,14,630185.14,60.45
278,28,15,630185.14,60.45
279,28,16,630185.14,60.45
280,28,17,630185.14,60.45
281,28,18,630185.14,60.45
282,28,19,630185.14,60.45
283,28,20,630185.14,60.45
284,28,21,630185.14,60.45
285,29,13,630185.14,60.45
286,29,14,630185.14,60.45
287,29,15,630185.14,60.45
288,29,16,630185.14,60.45
289,29,17,630185.14,60.45
290,29,18,630185.14,60.45
291,29,19,630185.14,60.45
292,29,20,630185.14,60.45
293,29,21,630185.14,60.45
294,30,13,630185.14,60.45
295,30,14,630185.14,60.45
296,30,15,630185.14,60.45
297,30,16,630185.14,60.45
298,30,17,630185.14,60.45
299,30,18,630185.14,60.45
300,30,19,630185.14,60.45
301,30,20,630185.14,60.45
302,30,21,630185.14,60.45
303,20,11,613752.00,57.96
304,20,12,613752.00,57.96
305,20,13,613752.00,57.96
306,24,2,613752.00,57.96
307,24,3,613752.00,57.96
308,24,4,613752.00,57.96
309,24,5,613752.00,57.96
310,24,6,613752.00,57.96
311,24,7,613752.00,57.96
312,24,8,613752.00,57.96
313,24,9,613752.00,57.96
314,24,23,613752.00,57.96
315,19,7,610550.40,57.65
316,9,20,589854.34,56.58
317,10,19,586927.88,56.30
318,5,4,579101.98,55.10
319,19,6,578534.40,54.63
320,24,21,576354.53,54.85
321,2,6,571398.36,50.60
322,25,10,570026.36,54.25
323,25,11,570026.36,54.25
324,25,12,570026.36,54.25
325,25,13,570026.36,54.25
326,25,14,570026.36,54.25
327,25,15,570026.36,54.25
328,25,16,570026.36,54.25
329,25,17,570026.36,54.25
330,25,18,570026.36,54.25
331,25,19,570026.36,54.25
332,25,20,570026.36,54.25
333,25,21,570026.36,54.25
334,2,5,550794.76,47.62
335,2,14,536888.95,49.92
336,25,7,526365.79,50.10
337,25,8,526365.79,50.10
338,25,9,526365.79,50.10
339,25,23,526365.79,50.10
340,25,24,526365.79,50.10
341,3,17,515733.35,49.47
342,5,14,510366.86,48.96
343,10,22,503314.50,47.90
344,11,22,503314.50,47.90
345,12,22,503314.50,47.90
346,5,20,487665.56,46.41
347,14,22,480735.68,46.12
348,15,21,480735.68,46.12
349,3,10,480440.54,43.66
350,30,26,466010.63,44.35
351,30,27,466010.63,44.35
352,30,28,466010.63,44.35
353,30,29,466010.63,44.35
354,2,9,464982.63,41.94
355,11,21,461826.22,44.30
356,9,23,459236.55,43.71
357,10,23,459236.55,43.71
358,31,29,452886.53,43.44
359,31,30,452886.53,43.44
360,49,2,446583.38,42.84
361,50,2,446583.38,42.84
362,27,26,443431.80,42.54
363,28,25,443431.80,42.54
364,29,25,443431.80,42.54
365,30,24,443431.80,42.54
366,30,25,443431.80,42.54
367,31,23,443431.80,42.54
368,7,22,442916.78,42.49
369,8,22,442916.78,42.49
370,9,22,442916.78,42.49
371,11,23,436657.73,41.89
372,12,23,436657.73,41.89
373,13,23,436657.73,41.89
374,3,16,436290.02,41.85
375,26,9,433977.08,41.63
376,26,23,433977.08,41.63
377,26,24,433977.08,41.63
378,26,25,433977.08,41.63
379,27,10,433977.08,41.63
380,27,11,433977.08,41.63
381,27,12,433977.08,41.63
382,27,23,433977.08,41.63
383,27,24,433977.08,41.63
384,27,25,433977.08,41.63
385,28,10,433977.08,41.63
386,28,11,433977.08,41.63
387,28,12,433977.08,41.63
388,28,23,433977.08,41.63
389,28,24,433977.08,41.63
390,29,10,433977.08,41.63
391,29,11,433977.08,41.63
392,29,12,433977.08,41.63
393,29,23,433977.08,41.63
394,29,24,433977.08,41.63
395,30,10,433977.08,41.63
396,30,11,433977.08,41.63
397,30,12,433977.08,41.63
398,30,23,433977.08,41.63
399,2,22,432322.39,41.14
400,28,26,430825.50,41.33
401,28,27,430825.50,41.33
402,29,26,430825.50,41.33
403,7,11,430265.50,40.31
404,2,17,424356.36,40.71
405,12,18,408303.00,39.17
406,2,21,406259.66,38.06
407,29,27,402461.33,38.61
408,29,28,402461.33,38.61
409,3,23,398838.83,38.26
410,4,23,398838.83,38.26
411,5,23,398838.83,38.26
412,6,23,398838.83,38.26
413,7,23,398838.83,38.26
414,8,23,398838.83,38.26
415,4,13,396738.55,36.89
416,8,21,389393.55,37.35
417,11,19,389393.55,37.35
418,26,10,389393.55,37.35
419,26,11,389393.55,37.35
420,26,12,389393.55,37.35
421,26,13,389393.55,37.35
422,26,14,389393.55,37.35
423,26,15,389393.55,37.35
424,26,16,389393.55,37.35
425,26,17,389393.55,37.35
426,26,18,389393.55,37.35
427,26,19,389393.55,37.35
428,26,20,389393.55,37.35
429,26,21,389393.55,37.35
430,7,10,376591.63,35.01
431,2,31,371128.13,35.89
432,2,32,371128.13,35.89
433,2,33,371128.13,35.89
434,2,34,371128.13,35.89
435,2,35,371128.13,35.89
436,2,36,371128.13,35.89
437,3,33,371128.13,35.89
438,3,34,371128.13,35.89
439,33,32,371128.13,35.89
440,34,33,371128.13,35.89
441,35,34,371128.13,35.89
442,36,35,371128.13,35.89
443,37,35,371128.13,35.89
444,37,36,371128.13,35.89
445,38,35,371128.13,35.89
446,38,36,371128.13,35.89
447,38,37,371128.13,35.89
448,6,5,344260.86,32.26
449,39,36,324229.69,31.35
450,39,37,324229.69,31.35
451,39,38,324229.69,31.35
452,40,37,324229.69,31.35
453,40,38,324229.69,31.35
454,40,39,324229.69,31.35
455,15,22,320187.90,30.96
456,16,21,320187.90,30.96
457,8,11,303967.89,29.16
458,6,10,296481.70,27.57
459,13,2,280524.22,27.21
460,14,23,276109.95,26.70
461,15,23,276109.95,26.70
462,16,22,276109.95,26.70
463,17,21,276109.95,26.70
464,18,20,276109.95,26.70
465,4,10,267242.96,24.29
466,16,17,261258.21,25.06
467,13,3,219993.97,21.34
468,4,29,169775.78,16.29
469,4,30,169775.78,16.29
470,3,29,156922.63,14.93
471,35,33,146665.73,14.18
472,36,33,146665.73,14.18
473,37,33,146665.73,14.18
474,38,33,146665.73,14.18
475,39,33,146665.73,14.18
476,2,30,134043.65,12.86
477,3,30,134043.65,12.86
478,13,20,133222.99,12.68
479,2,37,131373.23,12.91
480,2,38,131373.23,12.91
481,2,39,131373.23,12.91
482,3,35,131373.23,12.91
483,3,36,131373.23,12.91
484,3,37,131373.23,12.91
485,4,34,131373.23,12.91
486,4,35,131373.23,12.91
487,4,36,131373.23,12.91
488,5,34,131373.23,12.91
489,5,35,131373.23,12.91
490,5,36,131373.23,12.91
491,6,34,131373.23,12.91
492,7,30,131373.23,12.91
493,7,31,131373.23,12.91
494,7,32,131373.23,12.91
495,8,30,131373.23,12.91
496,9,30,131373.23,12.91
497,10,30,131373.23,12.91
498,41,38,131373.23,12.91
499,41,39,131373.23,12.91
500,42,38,131373.23,12.91
501,42,39,131373.23,12.91
502,14,20,130296.53,12.40
503,16,3,118099.05,11.36
504,15,19,107942.81,10.35
505,15,20,107942.81,10.35
506,16,18,105016.35,10.07
507,9,2,103161.10,10.20
508,18,5,103161.10,10.20
509,18,6,103161.10,10.20
510,18,7,103161.10,10.20
511,15,2,93686.85,9.01
512,12,20,92184.94,8.84
513,14,9,91267.05,9.02
514,14,10,91267.05,9.02
515,4,25,82531.05,7.85
516,5,25,82531.05,7.85
517,6,25,82531.05,7.85
518,7,25,82531.05,7.85
519,8,25,82531.05,7.85
520,34,32,73997.59,7.16
521,35,32,73997.59,7.16
522,36,32,73997.59,7.16
523,37,32,73997.59,7.16
524,38,32,73997.59,7.16
525,39,32,73997.59,7.16
526,13,19,73500.60,7.05
527,2,40,63171.60,0.00
528,3,40,63171.60,0.00
529,4,40,63171.60,0.00
530,5,40,63171.60,0.00
531,41,40,63171.60,0.00
532,2,25,60288.11,5.78
533,9,25,59577.04,5.72
534,10,25,59577.04,5.72
535,40,33,51743.29,5.00
536,41,33,51743.29,5.00
537,19,4,50055.00,5.01
538,20,5,50055.00,5.01
539,9,3,41059.50,4.02
540,12,3,40276.21,3.91
541,12,4,40276.21,3.91
542,4,33,38540.33,3.73
543,8,7,33738.13,3.26
544,16,6,32064.00,3.14
545,12,2,29362.16,2.85
546,36,34,28870.16,2.79
547,37,34,28870.16,2.79
548,38,34,28870.16,2.79
549,39,34,28870.16,2.79
550,3,38,23309.14,2.33
551,3,39,23309.14,2.33
552,4,37,23309.14,2.33
553,4,38,23309.14,2.33
554,4,39,23309.14,2.33
555,5,37,23309.14,2.33
556,5,38,23309.14,2.33
557,5,39,23309.14,2.33
558,6,35,23309.14,2.33
559,6,36,23309.14,2.33
560,6,37,23309.14,2.33
561,6,38,23309.14,2.33
562,6,39,23309.14,2.33
563,7,33,23309.14,2.33
564,7,34,23309.14,2.33
565,7,35,23309.14,2.33
566,7,36,23309.14,2.33
567,7,37,23309.14,2.33
568,7,38,23309.14,2.33
569,8,31,23309.14,2.33
570,8,32,23309.14,2.33
571,8,33,23309.14,2.33
572,8,34,23309.14,2.33
573,8,35,23309.14,2.33
574,8,36,23309.14,2.33
575,8,37,23309.14,2.33
576,9,31,23309.14,2.33
577,9,32,23309.14,2.33
578,9,33,23309.14,2.33
579,9,34,23309.14,2.33
580,10,31,23309.14,2.33
581,10,32,23309.14,2.33
582,10,33,23309.14,2.33
583,11,30,23309.14,2.33
584,11,31,23309.14,2.33
585,11,32,23309.14,2.33
586,12,30,23309.14,2.33
587,12,31,23309.14,2.33
588,12,32,23309.14,2.33
589,13,30,23309.14,2.33
590,13,31,23309.14,2.33
591,20,2,23068.50,2.31
592,20,3,23068.50,2.31
593,20,4,23068.50,2.31
594,20,9,23068.50,2.31
595,21,2,23068.50,2.31
596,21,4,23068.50,2.31
597,21,5,23068.50,2.31
598,21,6,23068.50,2.31
599,21,7,23068.50,2.31
600,22,2,23068.50,2.31
601,22,5,23068.50,2.31
602,22,6,23068.50,2.31
603,3,32,22968.63,2.22
604,4,32,22968.63,2.22
605,5,30,22968.63,2.22
606,5,31,22968.63,2.22
607,5,32,22968.63,2.22
608,6,30,22968.63,2.22
609,3,25,21007.76,2.02
610,14,2,14229.60,1.38
611,37,31,9975.13,0.96
612,38,30,9975.13,0.96
613,38,31,9975.13,0.96
614,39,30,9975.13,0.96
615,3,31,6726.75,0.65
616,4,31,6726.75,0.65
617,5,29,6726.75,0.65
618,1,1,0.00,0.00
619,1,2,0.00,0.00
620,1,3,0.00,0.00
621,1,4,0.00,0.00
622,1,5,0.00,0.00
623,1,6,0.00,0.00
624,1,7,0.00,0.00
625,1,8,0.00,0.00
626,1,9,0.00,0.00
627,1,10,0.00,0.00
628,1,11,0.00,0.00
629,1,12,0.00,0.00
630,1,13,0.00,0.00
631,1,14,0.00,0.00
632,1,15,0.00,0.00
633,1,16,0.00,0.00
634,1,17,0.00,0.00
635,1,18,0.00,0.00
636,1,19,0.00,0.00
637,1,20,0.00,0.00
638,1,21,0.00,0.00
639,1,22,0.00,0.00
640,1,23,0.00,0.00
641,1,24,0.00,0.00
642,1,25,0.00,0.00
643,1,26,0.00,0.00
644,1,27,0.00,0.00
645,1,28,0.00,0.00
646,1,29,0.00,0.00
647,1,30,0.00,0.00
648,1,31,0.00,0.00
649,1,32,0.00,0.00
650,1,33,0.00,0.00
651,1,34,0.00,0.00
652,1,35,0.00,0.00
653,1,36,0.00,0.00
654,1,37,0.00,0.00
655,1,38,0.00,0.00
656,1,39,0.00,0.00
657,1,40,0.00,0.00
658,1,41,0.00,0.00
659,1,42,0.00,0.00
660,1,43,0.00,0.00
661,1,44,0.00,0.00
662,1,45,0.00,0.00
663,1,46,0.00,0.00
664,1,47,0.00,0.00
665,1,48,0.00,0.00
666,1,49,0.00,0.00
667,1,50,0.00,0.00
668,2,1,0.00,0.00
669,2,2,0.00,0.00
670,2,41,0.00,0.00
671,2,42,0.00,0.00
672,2,43,0.00,0.00
673,2,44,0.00,0.00
674,2,45,0.00,0.00
675,2,46,0.00,0.00
676,2,47,0.00,0.00
677,2,48,0.00,0.00
678,2,49,0.00,0.00
679,2,50,0.00,0.00
680,3,1,0.00,0.00
681,3,3,0.00,0.00
682,3,41,0.00,0.00
683,3,42,0.00,0.00
684,3,43,0.00,0.00
685,3,44,0.00,0.00
686,3,45,0.00,0.00
687,3,46,0.00,0.00
688,3,47,0.00,0.00
689,3,48,0.00,0.00
690,3,49,0.00,0.00
691,3,50,0.00,0.00
692,4,1,0.00,0.00
693,4,4,0.00,0.00
694,4,41,0.00,0.00
695,4,42,0.00,0.00
696,4,43,0.00,0.00
697,4,44,0.00,0.00
698,4,45,0.00,0.00
699,4,46,0.00,0.00
700,4,47,0.00,0.00
701,4,48,0.00,0.00
702,4,49,0.00,0.00
703,4,50,0.00,0.00
704,5,1,0.00,0.00
705,5,2,0.00,0.00
706,5,5,0.00,0.00
707,5,41,0.00,0.00
708,5,42,0.00,0.00
709,5,43,0.00,0.00
710,5,44,0.00,0.00
711,5,45,0.00,0.00
712,5,46,0.00,0.00
713,5,47,0.00,0.00
714,5,48,0.00,0.00
715,5,49,0.00,0.00
716,5,50,0.00,0.00
717,6,1,0.00,0.00
718,6,3,0.00,0.00
719,6,6,0.00,0.00
720,6,40,0.00,0.00
721,6,41,0.00,0.00
722,6,42,0.00,0.00
723,6,43,0.00,0.00
724,6,44,0.00,0.00
725,6,45,0.00,0.00
726,6,46,0.00,0.00
727,6,47,0.00,0.00
728,6,48,0.00,0.00
729,6,49,0.00,0.00
730,6,50,0.00,0.00
731,7,1,0.00,0.00
732,7,7,0.00,0.00
733,7,39,0.00,0.00
734,7,40,0.00,0.00
735,7,41,0.00,0.00
736,7,42,0.00,0.00
737,7,43,0.00,0.00
738,7,44,0.00,0.00
739,7,45,0.00,0.00
740,7,46,0.00,0.00
741,7,47,0.00,0.00
742,7,48,0.00,0.00
743,7,49,0.00,0.00
744,7,50,0.00,0.00
745,8,1,0.00,0.00
746,8,8,0.00,0.00
747,8,38,0.00,0.00
748,8,39,0.00,0.00
749,8,40,0.00,0.00
750,8,41,0.00,0.00
751,8,42,0.00,0.00
752,8,43,0.00,0.00
753,8,44,0.00,0.00
754,8,45,0.00,0.00
755,8,46,0.00,0.00
756,8,47,0.00,0.00
757,8,48,0.00,0.00
758,8,49,0.00,0.00
759,8,50,0.00,0.00
760,9,1,0.00,0.00
761,9,9,0.00,0.00
762,9,35,0.00,0.00
763,9,36,0.00,0.00
764,9,37,0.00,0.00
765,9,38,0.00,0.00
766,9,39,0.00,0.00
767,9,40,0.00,0.00
768,9,41,0.00,0.00
769,9,42,0.00,0.00
770,9,43,0.00,0.00
771,9,44,0.00,0.00
772,9,45,0.00,0.00
773,9,46,0.00,0.00
774,9,47,0.00,0.00
775,9,48,0.00,0.00
776,9,49,0.00,0.00
777,9,50,0.00,0.00
778,10,1,0.00,0.00
779,10,2,0.00,0.00
780,10,3,0.00,0.00
781,10,10,0.00,0.00
782,10,34,0.00,0.00
783,10,35,0.00,0.00
784,10,36,0.00,0.00
785,10,37,0.00,0.00
786,10,38,0.00,0.00
787,10,39,0.00,0.00
788,10,40,0.00,0.00
789,10,41,0.00,0.00
790,10,42,0.00,0.00
791,10,43,0.00,0.00
792,10,44,0.00,0.00
793,10,45,0.00,0.00
794,10,46,0.00,0.00
795,10,47,0.00,0.00
796,10,48,0.00,0.00
797,10,49,0.00,0.00
798,10,50,0.00,0.00
799,11,1,0.00,0.00
800,11,11,0.00,0.00
801,11,33,0.00,0.00
802,11,34,0.00,0.00
803,11,35,0.00,0.00
804,11,36,0.00,0.00
805,11,37,0.00,0.00
806,11,38,0.00,0.00
807,11,39,0.00,0.00
808,11,40,0.00,0.00
809,11,41,0.00,0.00
810,11,42,0.00,0.00
811,11,43,0.00,0.00
812,11,44,0.00,0.00
813,11,45,0.00,0.00
814,11,46,0.00,0.00
815,11,47,0.00,0.00
816,11,48,0.00,0.00
817,11,49,0.00,0.00
818,11,50,0.00,0.00
819,12,1,0.00,0.00
820,12,12,0.00,0.00
821,12,33,0.00,0.00
822,12,34,0.00,0.00
823,12,35,0.00,0.00
824,12,36,0.00,0.00
825,12,37,0.00,0.00
826,12,38,0.00,0.00
827,12,39,0.00,0.00
828,12,40,0.00,0.00
829,12,41,0.00,0.00
830,12,42,0.00,0.00
831,12,43,0.00,0.00
832,12,44,0.00,0.00
833,12,45,0.00,0.00
834,12,46,0.00,0.00
835,12,47,0.00,0.00
836,12,48,0.00,0.00
837,12,49,0.00,0.00
838,12,50,0.00,0.00
839,13,1,0.00,0.00
840,13,13,0.00,0.00
841,13,32,0.00,0.00
842,13,33,0.00,0.00
843,13,34,0.00,0.00
844,13,35,0.00,0.00
845,13,36,0.00,0.00
846,13,37,0.00,0.00
847,13,38,0.00,0.00
848,13,39,0.00,0.00
849,13,40,0.00,0.00
850,13,41,0.00,0.00
851,13,42,0.00,0.00
852,13,43,0.00,0.00
853,13,44,0.00,0.00
854,13,45,0.00,0.00
855,13,46,0.00,0.00
856,13,47,0.00,0.00
857,13,48,0.00,0.00
858,13,49,0.00,0.00
859,13,50,0.00,0.00
860,14,1,0.00,0.00
861,14,4,0.00,0.00
862,14,14,0.00,0.00
863,14,30,0.00,0.00
864,14,31,0.00,0.00
865,14,32,0.00,0.00
866,14,33,0.00,0.00
867,14,34,0.00,0.00
868,14,35,0.00,0.00
869,14,36,0.00,0.00
870,14,37,0.00,0.00
871,14,38,0.00,0.00
872,14,39,0.00,0.00
873,14,40,0.00,0.00
874,14,41,0.00,0.00
875,14,42,0.00,0.00
876,14,43,0.00,0.00
877,14,44,0.00,0.00
878,14,45,0.00,0.00
879,14,46,0.00,0.00
880,14,47,0.00,0.00
881,14,48,0.00,0.00
882,14,49,0.00,0.00
883,14,50,0.00,0.00
884,15,1,0.00,0.00
885,15,4,0.00,0.00
886,15,5,0.00,0.00
887,15,15,0.00,0.00
888,15,30,0.00,0.00
889,15,31,0.00,0.00
890,15,32,0.00,0.00
891,15,33,0.00,0.00
892,15,34,0.00,0.00
893,15,35,0.00,0.00
894,15,36,0.00,0.00
895,15,37,0.00,0.00
896,15,38,0.00,0.00
897,15,39,0.00,0.00
898,15,40,0.00,0.00
899,15,41,0.00,0.00
900,15,42,0.00,0.00
901,15,43,0.00,0.00
902,15,44,0.00,0.00
903,15,45,0.00,0.00
904,15,46,0.00,0.00
905,15,47,0.00,0.00
906,15,48,0.00,0.00
907,15,49,0.00,0.00
908,15,50,0.00,0.00
909,16,1,0.00,0.00
910,16,2,0.00,0.00
911,16,4,0.00,0.00
912,16,5,0.00,0.00
913,16,16,0.00,0.00
914,16,30,0.00,0.00
915,16,31,0.00,0.00
916,16,32,0.00,0.00
917,16,33,0.00,0.00
918,16,34,0.00,0.00
919,16,35,0.00,0.00
920,16,36,0.00,0.00
921,16,37,0.00,0.00
922,16,38,0.00,0.00
923,16,39,0.00,0.00
924,16,40,0.00,0.00
925,16,41,0.00,0.00
926,16,42,0.00,0.00
927,16,43,0.00,0.00
928,16,44,0.00,0.00
929,16,45,0.00,0.00
930,16,46,0.00,0.00
931,16,47,0.00,0.00
932,16,48,0.00,0.00
933,16,49,0.00,0.00
934,16,50,0.00,0.00
935,17,1,0.00,0.00
936,17,2,0.00,0.00
937,17,3,0.00,0.00
938,17,4,0.00,0.00
939,17,5,0.00,0.00
940,17,6,0.00,0.00
941,17,7,0.00,0.00
942,17,17,0.00,0.00
