#,P:N1,P:N2,净利润,年化收益率%
303,34,22,1627189.20,135.64
304,35,20,1627189.20,135.64
305,35,21,1627189.20,135.64
306,36,20,1627189.20,135.64
307,37,19,1627189.20,135.64
308,37,20,1627189.20,135.64
309,38,18,1627189.20,135.64
310,38,19,1627189.20,135.64
311,39,15,1627189.20,135.64
312,39,16,1627189.20,135.64
313,39,17,1627189.20,135.64
314,39,18,1627189.20,135.64
315,40,11,1627189.20,135.64
316,40,12,1627189.20,135.64
317,40,13,1627189.20,135.64
318,40,14,1627189.20,135.64
319,8,21,1619385.30,134.99
320,8,22,1619385.30,134.99
321,8,23,1619385.30,134.99
322,9,21,1619385.30,134.99
323,9,22,1619385.30,134.99
324,28,23,1619385.30,134.99
325,29,23,1619385.30,134.99
326,30,23,1619385.30,134.99
327,31,23,1619385.30,134.99
328,33,23,1619385.30,134.99
329,34,23,1619385.30,134.99
330,36,23,1619385.30,134.99
331,37,22,1619385.30,134.99
332,37,23,1619385.30,134.99
333,38,22,1619385.30,134.99
334,39,21,1619385.30,134.99
335,39,22,1619385.30,134.99
336,40,20,1619385.30,134.99
337,40,21,1619385.30,134.99
338,41,13,1619385.30,134.99
339,41,14,1619385.30,134.99
340,41,16,1619385.30,134.99
341,41,17,1619385.30,134.99
342,41,18,1619385.30,134.99
343,42,12,1619385.30,134.99
344,42,13,1619385.30,134.99
345,42,16,1619385.30,134.99
346,22,20,1615483.35,134.66
347,8,6,1599367.08,135.05
348,10,22,1585743.00,133.04
349,10,23,1585743.00,133.04
350,11,22,1585743.00,133.04
351,38,23,1585743.00,133.04
352,39,23,1585743.00,133.04
353,40,22,1585743.00,133.04
354,40,23,1585743.00,133.04
355,41,19,1585743.00,133.04
356,41,20,1585743.00,133.04
357,41,21,1585743.00,133.04
358,41,22,1585743.00,133.04
359,42,14,1585743.00,133.04
360,42,15,1585743.00,133.04
361,42,17,1585743.00,133.04
362,42,18,1585743.00,133.04
363,42,19,1585743.00,133.04
364,43,13,1585743.00,133.04
365,10,7,1573862.01,132.04
366,10,8,1573862.01,132.04
367,2,21,1570235.25,131.74
368,2,22,1570235.25,131.74
369,3,20,1570235.25,131.74
370,3,21,1570235.25,131.74
371,3,22,1570235.25,131.74
372,4,20,1570235.25,131.74
373,23,22,1570235.25,131.74
374,24,22,1570235.25,131.74
375,25,20,1570235.25,131.74
376,25,22,1570235.25,131.74
377,26,20,1570235.25,131.74
378,27,20,1570235.25,131.74
379,28,20,1570235.25,131.74
380,30,20,1570235.25,131.74
381,30,21,1570235.25,131.74
382,31,20,1570235.25,131.74
383,33,20,1570235.25,131.74
384,34,19,1570235.25,131.74
385,34,20,1570235.25,131.74
386,35,19,1570235.25,131.74
387,36,18,1570235.25,131.74
388,36,19,1570235.25,131.74
389,37,17,1570235.25,131.74
390,37,18,1570235.25,131.74
391,38,14,1570235.25,131.74
392,38,15,1570235.25,131.74
393,38,16,1570235.25,131.74
394,38,17,1570235.25,131.74
395,39,10,1570235.25,131.74
396,39,11,1570235.25,131.74
397,39,13,1570235.25,131.74
398,39,14,1570235.25,131.74
399,3,23,1566358.31,131.41
400,4,21,1566358.31,131.41
401,4,22,1566358.31,131.41
402,4,23,1566358.31,131.41
403,5,21,1566358.31,131.41
404,5,22,1566358.31,131.41
405,5,23,1566358.31,131.41
406,24,23,1566358.31,131.41
407,25,23,1566358.31,131.41
408,26,23,1566358.31,131.41
409,27,22,1566358.31,131.41
410,27,23,1566358.31,131.41
411,28,22,1566358.31,131.41
412,30,22,1566358.31,131.41
413,32,22,1566358.31,131.41
414,32,23,1566358.31,131.41
415,33,22,1566358.31,131.41
416,35,22,1566358.31,131.41
417,35,23,1566358.31,131.41
418,36,21,1566358.31,131.41
419,36,22,1566358.31,131.41
420,37,21,1566358.31,131.41
421,38,20,1566358.31,131.41
422,38,21,1566358.31,131.41
423,39,19,1566358.31,131.41
424,39,20,1566358.31,131.41
425,40,15,1566358.31,131.41
426,40,16,1566358.31,131.41
427,40,17,1566358.31,131.41
428,40,18,1566358.31,131.41
429,40,19,1566358.31,131.41
430,41,11,1566358.31,131.41
431,41,12,1566358.31,131.41
432,41,15,1566358.31,131.41
433,27,19,1562481.38,131.09
434,29,20,1562481.38,131.09
435,30,19,1562481.38,131.09
436,32,19,1562481.38,131.09
437,32,20,1562481.38,131.09
438,33,18,1562481.38,131.09
439,33,19,1562481.38,131.09
440,34,18,1562481.38,131.09
441,35,17,1562481.38,131.09
442,35,18,1562481.38,131.09
443,36,16,1562481.38,131.09
444,36,17,1562481.38,131.09
445,37,14,1562481.38,131.09
446,37,15,1562481.38,131.09
447,37,16,1562481.38,131.09
448,38,12,1562481.38,131.09
449,38,13,1562481.38,131.09
450,39,12,1562481.38,131.09
451,10,11,1559470.16,132.54
452,46,3,1557821.65,131.54
453,46,4,1557821.65,131.54
454,47,2,1557821.65,131.54
455,47,3,1557821.65,131.54
456,47,4,1557821.65,131.54
457,48,2,1557821.65,131.54
458,48,3,1557821.65,131.54
459,48,4,1557821.65,131.54
460,49,2,1557821.65,131.54
461,49,3,1557821.65,131.54
462,49,4,1557821.65,131.54
463,50,2,1557821.65,131.54
464,50,3,1557821.65,131.54
465,50,4,1557821.65,131.54
466,3,24,1550850.56,130.11
467,3,25,1550850.56,130.11
468,4,24,1550850.56,130.11
469,4,25,1550850.56,130.11
470,5,24,1550850.56,130.11
471,5,25,1550850.56,130.11
472,9,23,1550850.56,130.11
473,9,24,1550850.56,130.11
474,9,25,1550850.56,130.11
475,10,24,1550850.56,130.11
476,10,25,1550850.56,130.11
477,11,25,1550850.56,130.11
478,22,25,1550850.56,130.11
479,23,25,1550850.56,130.11
480,8,7,1547396.98,130.66
481,5,20,1546973.63,129.78
482,27,15,1546973.63,129.78
483,28,15,1546973.63,129.78
484,28,16,1546973.63,129.78
485,28,21,1546973.63,129.78
486,29,14,1546973.63,129.78
487,29,15,1546973.63,129.78
488,30,14,1546973.63,129.78
489,31,13,1546973.63,129.78
490,31,14,1546973.63,129.78
491,32,10,1546973.63,129.78
492,32,11,1546973.63,129.78
493,32,12,1546973.63,129.78
494,32,13,1546973.63,129.78
495,33,10,1546973.63,129.78
496,33,11,1546973.63,129.78
497,33,12,1546973.63,129.78
498,33,13,1546973.63,129.78
499,34,10,1546973.63,129.78
500,34,11,1546973.63,129.78
501,34,12,1546973.63,129.78
502,13,17,1539219.75,129.13
503,14,17,1539219.75,129.13
504,15,16,1539219.75,129.13
505,15,17,1539219.75,129.13
506,49,7,1538581.27,129.92
507,50,6,1538581.27,129.92
508,2,24,1525437.38,128.81
509,2,25,1525437.38,128.81
510,8,24,1525437.38,128.81
511,12,25,1525437.38,128.81
512,13,3,1525437.38,128.81
513,13,25,1525437.38,128.81
514,14,25,1525437.38,128.81
515,15,25,1525437.38,128.81
516,16,25,1525437.38,128.81
517,17,25,1525437.38,128.81
518,18,25,1525437.38,128.81
519,19,25,1525437.38,128.81
520,20,25,1525437.38,128.81
521,21,25,1525437.38,128.81
522,29,25,1525437.38,128.81
523,30,25,1525437.38,128.81
524,31,25,1525437.38,128.81
525,32,25,1525437.38,128.81
526,33,25,1525437.38,128.81
527,34,25,1525437.38,128.81
528,35,25,1525437.38,128.81
529,36,25,1525437.38,128.81
530,37,25,1525437.38,128.81
531,38,25,1525437.38,128.81
532,39,25,1525437.38,128.81
533,40,25,1525437.38,128.81
534,41,25,1525437.38,128.81
535,42,25,1525437.38,128.81
536,43,25,1525437.38,128.81
537,44,25,1525437.38,128.81
538,45,14,1525437.38,128.81
539,45,22,1525437.38,128.81
540,45,23,1525437.38,128.81
541,45,24,1525437.38,128.81
542,45,25,1525437.38,128.81
543,46,13,1525437.38,128.81
544,46,14,1525437.38,128.81
545,46,15,1525437.38,128.81
546,46,16,1525437.38,128.81
547,46,17,1525437.38,128.81
548,46,18,1525437.38,128.81
549,46,19,1525437.38,128.81
550,46,20,1525437.38,128.81
551,46,21,1525437.38,128.81
552,46,22,1525437.38,128.81
553,46,23,1525437.38,128.81
554,46,24,1525437.38,128.81
555,46,25,1525437.38,128.81
556,47,13,1525437.38,128.81
557,47,14,1525437.38,128.81
558,47,15,1525437.38,128.81
559,47,16,1525437.38,128.81
560,47,17,1525437.38,128.81
561,47,18,1525437.38,128.81
562,47,19,1525437.38,128.81
563,47,20,1525437.38,128.81
564,47,21,1525437.38,128.81
565,47,22,1525437.38,128.81
566,47,23,1525437.38,128.81
567,47,24,1525437.38,128.81
568,47,25,1525437.38,128.81
569,48,13,1525437.38,128.81
570,48,14,1525437.38,128.81
571,48,15,1525437.38,128.81
572,48,16,1525437.38,128.81
573,48,17,1525437.38,128.81
574,48,18,1525437.38,128.81
575,48,19,1525437.38,128.81
576,48,20,1525437.38,128.81
577,48,21,1525437.38,128.81
578,48,22,1525437.38,128.81
579,48,23,1525437.38,128.81
580,48,24,1525437.38,128.81
581,48,25,1525437.38,128.81
582,49,13,1525437.38,128.81
583,49,14,1525437.38,128.81
584,49,15,1525437.38,128.81
585,49,16,1525437.38,128.81
586,49,17,1525437.38,128.81
587,49,18,1525437.38,128.81
588,49,19,1525437.38,128.81
589,49,20,1525437.38,128.81
590,49,21,1525437.38,128.81
591,49,22,1525437.38,128.81
592,49,23,1525437.38,128.81
593,49,24,1525437.38,128.81
594,49,25,1525437.38,128.81
595,50,13,1525437.38,128.81
596,50,14,1525437.38,128.81
597,50,15,1525437.38,128.81
598,50,16,1525437.38,128.81
599,50,17,1525437.38,128.81
600,50,18,1525437.38,128.81
601,50,19,1525437.38,128.81
602,50,20,1525437.38,128.81
603,50,21,1525437.38,128.81
604,50,22,1525437.38,128.81
605,50,23,1525437.38,128.81
606,50,24,1525437.38,128.81
607,50,25,1525437.38,128.81
608,8,3,1513881.60,127.83
609,8,4,1513881.60,127.83
610,17,22,1513881.60,127.83
611,18,22,1513881.60,127.83
612,19,22,1513881.60,127.83
613,20,22,1513881.60,127.83
614,21,22,1513881.60,127.83
615,26,22,1513881.60,127.83
616,29,22,1513881.60,127.83
617,30,15,1513881.60,127.83
618,30,16,1513881.60,127.83
619,31,15,1513881.60,127.83
620,32,14,1513881.60,127.83
621,32,15,1513881.60,127.83
622,33,14,1513881.60,127.83
623,34,13,1513881.60,127.83
624,35,11,1513881.60,127.83
625,28,18,1483066.20,125.23
626,28,19,1483066.20,125.23
627,29,18,1483066.20,125.23
628,29,19,1483066.20,125.23
629,31,18,1483066.20,125.23
630,31,19,1483066.20,125.23
631,32,17,1483066.20,125.23
632,32,18,1483066.20,125.23
633,33,17,1483066.20,125.23
634,34,16,1483066.20,125.23
635,34,17,1483066.20,125.23
636,35,16,1483066.20,125.23
637,36,13,1483066.20,125.23
638,36,14,1483066.20,125.23
639,36,15,1483066.20,125.23
640,37,11,1483066.20,125.23
641,37,12,1483066.20,125.23
642,37,13,1483066.20,125.23
643,38,10,1483066.20,125.23
644,38,11,1483066.20,125.23
645,50,7,1472824.56,124.37
646,6,20,1463806.58,123.60
647,7,20,1463806.58,123.60
648,8,20,1463806.58,123.60
649,9,20,1463806.58,123.60
650,10,20,1463806.58,123.60
651,11,20,1463806.58,123.60
652,12,20,1463806.58,123.60
653,13,20,1463806.58,123.60
654,14,20,1463806.58,123.60
655,15,20,1463806.58,123.60
656,16,20,1463806.58,123.60
657,17,20,1463806.58,123.60
658,18,20,1463806.58,123.60
659,6,24,1435166.77,121.98
660,6,25,1435166.77,121.98
661,7,23,1435166.77,121.98
662,7,24,1435166.77,121.98
663,7,25,1435166.77,121.98
664,8,25,1435166.77,121.98
665,24,25,1435166.77,121.98
666,48,8,1414014.38,119.40
667,49,8,1414014.38,119.40
668,50,8,1414014.38,119.40
669,48,5,1410116.33,119.07
670,49,5,1410116.33,119.07
671,46,6,1390626.08,117.43
672,47,6,1390626.08,117.43
673,50,5,1390626.08,117.43
674,2,19,1389243.83,118.08
675,3,19,1389243.83,118.08
676,4,19,1389243.83,118.08
677,5,19,1389243.83,118.08
678,6,19,1389243.83,118.08
679,7,19,1389243.83,118.08
680,8,19,1389243.83,118.08
681,9,19,1389243.83,118.08
682,10,19,1389243.83,118.08
683,11,19,1389243.83,118.08
684,12,19,1389243.83,118.08
685,13,19,1389243.83,118.08
686,14,19,1389243.83,118.08
687,15,19,1389243.83,118.08
688,16,19,1389243.83,118.08
689,17,18,1389243.83,118.08
690,17,19,1389243.83,118.08
691,47,7,1371135.83,115.78
692,48,7,1371135.83,115.78
693,9,7,1361941.65,114.26
694,48,6,1266508.95,106.95
695,49,6,1266508.95,106.95
696,18,19,1185665.63,102.79
697,7,6,1131246.96,95.52
698,9,30,1129311.98,98.56
699,10,30,1129311.98,98.56
700,11,30,1129311.98,98.56
701,12,30,1129311.98,98.56
702,13,30,1129311.98,98.56
703,14,30,1129311.98,98.56
704,15,30,1129311.98,98.56
705,16,30,1129311.98,98.56
706,17,30,1129311.98,98.56
707,18,30,1129311.98,98.56
708,19,30,1129311.98,98.56
709,20,30,1129311.98,98.56
710,21,30,1129311.98,98.56
711,22,30,1129311.98,98.56
712,23,30,1129311.98,98.56
713,24,30,1129311.98,98.56
714,25,30,1129311.98,98.56
715,26,30,1129311.98,98.56
716,27,30,1129311.98,98.56
717,28,30,1129311.98,98.56
718,29,30,1129311.98,98.56
719,8,30,1092043.35,95.31
720,4,27,1081012.35,94.98
721,5,27,1081012.35,94.98
722,6,27,1081012.35,94.98
723,7,27,1081012.35,94.98
724,8,27,1081012.35,94.98
725,9,27,1081012.35,94.98
726,10,27,1081012.35,94.98
727,11,27,1081012.35,94.98
728,12,27,1081012.35,94.98
729,13,27,1081012.35,94.98
730,14,27,1081012.35,94.98
731,15,27,1081012.35,94.98
732,16,27,1081012.35,94.98
733,17,27,1081012.35,94.98
734,18,27,1081012.35,94.98
735,19,27,1081012.35,94.98
736,20,27,1081012.35,94.98
737,21,27,1081012.35,94.98
738,22,27,1081012.35,94.98
739,23,27,1081012.35,94.98
740,24,27,1081012.35,94.98
741,25,27,1081012.35,94.98
742,26,27,1081012.35,94.98
743,7,21,1051397.55,92.38
744,7,22,1051397.55,92.38
745,5,28,1043993.85,91.73
746,6,28,1043993.85,91.73
747,7,28,1043993.85,91.73
748,8,28,1043993.85,91.73
749,9,28,1043993.85,91.73
750,10,28,1043993.85,91.73
751,11,28,1043993.85,91.73
752,12,28,1043993.85,91.73
753,13,28,1043993.85,91.73
754,14,28,1043993.85,91.73
755,15,28,1043993.85,91.73
756,16,28,1043993.85,91.73
757,17,28,1043993.85,91.73
758,18,28,1043993.85,91.73
759,19,28,1043993.85,91.73
760,20,28,1043993.85,91.73
761,21,28,1043993.85,91.73
762,22,28,1043993.85,91.73
763,23,28,1043993.85,91.73
764,24,28,1043993.85,91.73
765,25,28,1043993.85,91.73
766,26,28,1043993.85,91.73
767,27,28,1043993.85,91.73
768,2,27,1040292.00,91.40
769,2,28,1040292.00,91.40
770,3,27,1040292.00,91.40
771,3,28,1040292.00,91.40
772,3,29,1040292.00,91.40
773,4,28,1040292.00,91.40
774,4,29,1040292.00,91.40
775,5,29,1040292.00,91.40
776,6,29,1040292.00,91.40
777,7,29,1040292.00,91.40
778,8,29,1040292.00,91.40
779,9,29,1040292.00,91.40
780,10,29,1040292.00,91.40
781,11,29,1040292.00,91.40
782,12,29,1040292.00,91.40
783,13,29,1040292.00,91.40
784,14,29,1040292.00,91.40
785,15,29,1040292.00,91.40
786,16,29,1040292.00,91.40
787,17,29,1040292.00,91.40
788,18,29,1040292.00,91.40
789,19,29,1040292.00,91.40
790,20,29,1040292.00,91.40
791,21,29,1040292.00,91.40
792,22,29,1040292.00,91.40
793,23,29,1040292.00,91.40
794,24,29,1040292.00,91.40
795,25,29,1040292.00,91.40
796,26,29,1040292.00,91.40
797,27,29,1040292.00,91.40
798,28,29,1040292.00,91.40
799,2,26,1032888.30,90.75
800,4,8,1012646.72,86.07
801,2,29,992817.79,87.83
802,2,30,992817.79,87.83
803,7,30,992817.79,87.83
804,2,3,962098.70,84.90
805,3,26,952372.57,84.25
806,4,26,952372.57,84.25
807,5,26,952372.57,84.25
808,6,26,952372.57,84.25
809,7,26,952372.57,84.25
810,8,26,952372.57,84.25
811,9,26,952372.57,84.25
812,10,26,952372.57,84.25
813,11,26,952372.57,84.25
814,12,26,952372.57,84.25
815,13,26,952372.57,84.25
816,14,26,952372.57,84.25
817,15,26,952372.57,84.25
818,16,26,952372.57,84.25
819,17,26,952372.57,84.25
820,18,26,952372.57,84.25
821,19,26,952372.57,84.25
822,20,26,952372.57,84.25
823,21,26,952372.57,84.25
824,22,26,952372.57,84.25
825,23,26,952372.57,84.25
826,24,26,952372.57,84.25
827,25,26,952372.57,84.25
828,43,26,952372.57,84.25
829,9,8,947894.60,79.52
830,3,4,933568.91,81.42
831,3,30,931286.55,82.95
832,4,30,931286.55,82.95
833,5,30,931286.55,82.95
834,6,30,841491.19,75.47
835,6,3,768155.14,67.95
836,3,5,763431.54,68.18
837,9,10,744907.34,62.49
838,2,31,742041.00,67.01
839,3,31,742041.00,67.01
840,4,31,742041.00,67.01
841,5,31,742041.00,67.01
842,6,31,742041.00,67.01
843,7,31,742041.00,67.01
844,8,31,742041.00,67.01
845,9,31,742041.00,67.01
846,10,31,742041.00,67.01
847,11,31,742041.00,67.01
848,12,31,742041.00,67.01
849,13,31,742041.00,67.01
850,14,31,742041.00,67.01
851,15,31,742041.00,67.01
852,16,31,742041.00,67.01
853,17,31,742041.00,67.01
854,18,31,742041.00,67.01
855,19,31,742041.00,67.01
856,20,31,742041.00,67.01
857,21,31,742041.00,67.01
858,22,31,742041.00,67.01
859,23,31,742041.00,67.01
860,24,31,742041.00,67.01
861,25,31,742041.00,67.01
862,26,31,742041.00,67.01
863,30,31,742041.00,67.01
864,27,31,724032.00,65.38
865,3,12,706299.75,62.06
866,2,10,688299.24,58.50
867,2,12,679538.86,57.76
868,28,31,672505.76,61.16
869,29,31,672505.76,61.16
870,5,12,591924.41,52.01
871,3,9,580245.11,50.98
872,2,4,545288.30,48.12
873,4,9,505314.88,44.40
874,2,11,504714.63,42.90
875,2,8,498082.67,42.33
876,2,32,441288.75,40.99
