#,P:N1,P:N2,净利润,年化收益率%
1812,38,29,0.00,0.00
1813,38,30,0.00,0.00
1814,38,31,0.00,0.00
1815,38,32,0.00,0.00
1816,38,33,0.00,0.00
1817,38,34,0.00,0.00
1818,38,35,0.00,0.00
1819,38,36,0.00,0.00
1820,38,37,0.00,0.00
1821,38,38,0.00,0.00
1822,38,40,0.00,0.00
1823,38,41,0.00,0.00
1824,38,42,0.00,0.00
1825,38,43,0.00,0.00
1826,38,44,0.00,0.00
1827,38,45,0.00,0.00
1828,38,46,0.00,0.00
1829,38,47,0.00,0.00
1830,38,48,0.00,0.00
1831,38,49,0.00,0.00
1832,38,50,0.00,0.00
1833,39,1,0.00,0.00
1834,39,9,0.00,0.00
1835,39,26,0.00,0.00
1836,39,27,0.00,0.00
1837,39,28,0.00,0.00
1838,39,29,0.00,0.00
1839,39,30,0.00,0.00
1840,39,31,0.00,0.00
1841,39,32,0.00,0.00
1842,39,33,0.00,0.00
1843,39,34,0.00,0.00
1844,39,35,0.00,0.00
1845,39,36,0.00,0.00
1846,39,37,0.00,0.00
1847,39,38,0.00,0.00
1848,39,39,0.00,0.00
1849,39,41,0.00,0.00
1850,39,42,0.00,0.00
1851,39,43,0.00,0.00
1852,39,44,0.00,0.00
1853,39,45,0.00,0.00
1854,39,46,0.00,0.00
1855,39,47,0.00,0.00
1856,39,48,0.00,0.00
1857,39,49,0.00,0.00
1858,39,50,0.00,0.00
1859,40,1,0.00,0.00
1860,40,8,0.00,0.00
1861,40,9,0.00,0.00
1862,40,10,0.00,0.00
1863,40,26,0.00,0.00
1864,40,27,0.00,0.00
1865,40,28,0.00,0.00
1866,40,29,0.00,0.00
1867,40,30,0.00,0.00
1868,40,31,0.00,0.00
1869,40,32,0.00,0.00
1870,40,33,0.00,0.00
1871,40,34,0.00,0.00
1872,40,35,0.00,0.00
1873,40,36,0.00,0.00
1874,40,37,0.00,0.00
1875,40,38,0.00,0.00
1876,40,39,0.00,0.00
1877,40,40,0.00,0.00
1878,40,41,0.00,0.00
1879,40,42,0.00,0.00
1880,40,43,0.00,0.00
1881,40,44,0.00,0.00
1882,40,45,0.00,0.00
1883,40,46,0.00,0.00
1884,40,47,0.00,0.00
1885,40,48,0.00,0.00
1886,40,49,0.00,0.00
1887,40,50,0.00,0.00
1888,41,1,0.00,0.00
1889,41,9,0.00,0.00
1890,41,10,0.00,0.00
1891,41,26,0.00,0.00
1892,41,27,0.00,0.00
1893,41,28,0.00,0.00
1894,41,29,0.00,0.00
1895,41,30,0.00,0.00
1896,41,31,0.00,0.00
1897,41,32,0.00,0.00
1898,41,33,0.00,0.00
1899,41,34,0.00,0.00
1900,41,35,0.00,0.00
1901,41,36,0.00,0.00
1902,41,37,0.00,0.00
1903,41,38,0.00,0.00
1904,41,39,0.00,0.00
1905,41,40,0.00,0.00
1906,41,41,0.00,0.00
1907,41,42,0.00,0.00
1908,41,43,0.00,0.00
1909,41,44,0.00,0.00
1910,41,45,0.00,0.00
1911,41,46,0.00,0.00
1912,41,47,0.00,0.00
1913,41,48,0.00,0.00
1914,41,49,0.00,0.00
1915,41,50,0.00,0.00
1916,42,1,0.00,0.00
1917,42,26,0.00,0.00
1918,42,27,0.00,0.00
1919,42,28,0.00,0.00
1920,42,29,0.00,0.00
1921,42,30,0.00,0.00
1922,42,31,0.00,0.00
1923,42,32,0.00,0.00
1924,42,33,0.00,0.00
1925,42,34,0.00,0.00
1926,42,35,0.00,0.00
1927,42,36,0.00,0.00
1928,42,37,0.00,0.00
1929,42,38,0.00,0.00
1930,42,39,0.00,0.00
1931,42,40,0.00,0.00
1932,42,41,0.00,0.00
1933,42,42,0.00,0.00
1934,42,43,0.00,0.00
1935,42,44,0.00,0.00
1936,42,45,0.00,0.00
1937,42,46,0.00,0.00
1938,42,47,0.00,0.00
1939,42,48,0.00,0.00
1940,42,49,0.00,0.00
1941,42,50,0.00,0.00
1942,43,1,0.00,0.00
1943,43,27,0.00,0.00
1944,43,28,0.00,0.00
1945,43,29,0.00,0.00
1946,43,30,0.00,0.00
1947,43,31,0.00,0.00
1948,43,32,0.00,0.00
1949,43,33,0.00,0.00
1950,43,34,0.00,0.00
1951,43,35,0.00,0.00
1952,43,36,0.00,0.00
1953,43,37,0.00,0.00
1954,43,38,0.00,0.00
1955,43,39,0.00,0.00
1956,43,40,0.00,0.00
1957,43,41,0.00,0.00
1958,43,42,0.00,0.00
1959,43,43,0.00,0.00
1960,43,44,0.00,0.00
1961,43,45,0.00,0.00
1962,43,46,0.00,0.00
1963,43,47,0.00,0.00
1964,43,48,0.00,0.00
1965,43,49,0.00,0.00
1966,43,50,0.00,0.00
1967,44,1,0.00,0.00
1968,44,26,0.00,0.00
1969,44,27,0.00,0.00
1970,44,28,0.00,0.00
1971,44,29,0.00,0.00
1972,44,30,0.00,0.00
1973,44,31,0.00,0.00
1974,44,32,0.00,0.00
1975,44,33,0.00,0.00
1976,44,34,0.00,0.00
1977,44,35,0.00,0.00
1978,44,36,0.00,0.00
1979,44,37,0.00,0.00
1980,44,38,0.00,0.00
1981,44,39,0.00,0.00
1982,44,40,0.00,0.00
1983,44,41,0.00,0.00
1984,44,42,0.00,0.00
1985,44,43,0.00,0.00
1986,44,44,0.00,0.00
1987,44,45,0.00,0.00
1988,44,46,0.00,0.00
1989,44,47,0.00,0.00
1990,44,48,0.00,0.00
1991,44,49,0.00,0.00
1992,44,50,0.00,0.00
1993,45,1,0.00,0.00
1994,45,11,0.00,0.00
1995,45,12,0.00,0.00
1996,45,13,0.00,0.00
1997,45,26,0.00,0.00
1998,45,27,0.00,0.00
1999,45,28,0.00,0.00
2000,45,29,0.00,0.00
2001,45,30,0.00,0.00
2002,45,31,0.00,0.00
2003,45,32,0.00,0.00
2004,45,33,0.00,0.00
2005,45,34,0.00,0.00
2006,45,35,0.00,0.00
2007,45,36,0.00,0.00
2008,45,37,0.00,0.00
2009,45,38,0.00,0.00
2010,45,39,0.00,0.00
2011,45,40,0.00,0.00
2012,45,41,0.00,0.00
2013,45,42,0.00,0.00
2014,45,43,0.00,0.00
2015,45,44,0.00,0.00
2016,45,45,0.00,0.00
2017,45,46,0.00,0.00
2018,45,47,0.00,0.00
2019,45,48,0.00,0.00
2020,45,49,0.00,0.00
2021,45,50,0.00,0.00
2022,46,1,0.00,0.00
2023,46,11,0.00,0.00
2024,46,12,0.00,0.00
2025,46,26,0.00,0.00
2026,46,27,0.00,0.00
2027,46,28,0.00,0.00
2028,46,29,0.00,0.00
2029,46,30,0.00,0.00
2030,46,31,0.00,0.00
2031,46,32,0.00,0.00
2032,46,33,0.00,0.00
2033,46,34,0.00,0.00
2034,46,35,0.00,0.00
2035,46,36,0.00,0.00
2036,46,37,0.00,0.00
2037,46,38,0.00,0.00
2038,46,39,0.00,0.00
2039,46,40,0.00,0.00
2040,46,41,0.00,0.00
2041,46,42,0.00,0.00
2042,46,43,0.00,0.00
2043,46,44,0.00,0.00
2044,46,45,0.00,0.00
2045,46,46,0.00,0.00
2046,46,47,0.00,0.00
2047,46,48,0.00,0.00
2048,46,49,0.00,0.00
2049,46,50,0.00,0.00
2050,47,1,0.00,0.00
2051,47,11,0.00,0.00
2052,47,12,0.00,0.00
2053,47,26,0.00,0.00
2054,47,27,0.00,0.00
2055,47,28,0.00,0.00
2056,47,29,0.00,0.00
2057,47,30,0.00,0.00
2058,47,31,0.00,0.00
2059,47,32,0.00,0.00
2060,47,33,0.00,0.00
2061,47,34,0.00,0.00
2062,47,35,0.00,0.00
2063,47,36,0.00,0.00
2064,47,37,0.00,0.00
2065,47,38,0.00,0.00
2066,47,39,0.00,0.00
2067,47,40,0.00,0.00
2068,47,41,0.00,0.00
2069,47,42,0.00,0.00
2070,47,43,0.00,0.00
2071,47,44,0.00,0.00
2072,47,45,0.00,0.00
2073,47,46,0.00,0.00
2074,47,47,0.00,0.00
2075,47,48,0.00,0.00
2076,47,49,0.00,0.00
2077,47,50,0.00,0.00
2078,48,1,0.00,0.00
2079,48,12,0.00,0.00
2080,48,26,0.00,0.00
2081,48,27,0.00,0.00
2082,48,28,0.00,0.00
2083,48,29,0.00,0.00
2084,48,30,0.00,0.00
2085,48,31,0.00,0.00
2086,48,32,0.00,0.00
2087,48,33,0.00,0.00
2088,48,34,0.00,0.00
2089,48,35,0.00,0.00
2090,48,36,0.00,0.00
2091,48,37,0.00,0.00
2092,48,38,0.00,0.00
2093,48,39,0.00,0.00
2094,48,40,0.00,0.00
2095,48,41,0.00,0.00
2096,48,42,0.00,0.00
2097,48,43,0.00,0.00
2098,48,44,0.00,0.00
2099,48,45,0.00,0.00
2100,48,46,0.00,0.00
2101,48,47,0.00,0.00
2102,48,48,0.00,0.00
2103,48,49,0.00,0.00
2104,48,50,0.00,0.00
2105,49,1,0.00,0.00
2106,49,11,0.00,0.00
2107,49,12,0.00,0.00
2108,49,26,0.00,0.00
2109,49,27,0.00,0.00
2110,49,28,0.00,0.00
2111,49,29,0.00,0.00
2112,49,30,0.00,0.00
2113,49,31,0.00,0.00
2114,49,32,0.00,0.00
2115,49,33,0.00,0.00
2116,49,34,0.00,0.00
2117,49,35,0.00,0.00
2118,49,36,0.00,0.00
2119,49,37,0.00,0.00
2120,49,38,0.00,0.00
2121,49,39,0.00,0.00
2122,49,40,0.00,0.00
2123,49,41,0.00,0.00
2124,49,42,0.00,0.00
2125,49,43,0.00,0.00
2126,49,44,0.00,0.00
2127,49,45,0.00,0.00
2128,49,46,0.00,0.00
2129,49,47,0.00,0.00
2130,49,48,0.00,0.00
2131,49,49,0.00,0.00
2132,49,50,0.00,0.00
2133,50,1,0.00,0.00
2134,50,11,0.00,0.00
2135,50,12,0.00,0.00
2136,50,26,0.00,0.00
2137,50,27,0.00,0.00
2138,50,28,0.00,0.00
2139,50,29,0.00,0.00
2140,50,30,0.00,0.00
2141,50,31,0.00,0.00
2142,50,32,0.00,0.00
2143,50,33,0.00,0.00
2144,50,34,0.00,0.00
2145,50,35,0.00,0.00
2146,50,36,0.00,0.00
2147,50,37,0.00,0.00
2148,50,38,0.00,0.00
2149,50,39,0.00,0.00
2150,50,40,0.00,0.00
2151,50,41,0.00,0.00
2152,50,42,0.00,0.00
2153,50,43,0.00,0.00
2154,50,44,0.00,0.00
2155,50,45,0.00,0.00
2156,50,46,0.00,0.00
2157,50,47,0.00,0.00
2158,50,48,0.00,0.00
2159,50,49,0.00,0.00
2160,50,50,0.00,0.00
2161,38,39,-13341.38,-1.33
2162,12,7,-13857.08,-1.17
2163,12,5,-18034.16,-1.52
2164,12,6,-18034.16,-1.52
2165,12,8,-18034.16,-1.52
2166,11,5,-23028.45,-1.93
2167,11,6,-23028.45,-1.93
2168,3,38,-33201.79,0.00
2169,3,39,-33201.79,0.00
2170,4,38,-33201.79,0.00
2171,37,39,-33201.79,0.00
2172,2,38,-36528.45,-3.68
2173,2,39,-36528.45,-3.68
2174,2,40,-36528.45,-3.68
2175,39,40,-36528.45,-3.68
2176,2,34,-79775.06,-7.89
2177,3,34,-79775.06,-7.89
2178,4,34,-79775.06,-7.89
2179,5,34,-79775.06,-7.89
2180,6,34,-79775.06,-7.89
2181,7,34,-79775.06,-7.89
2182,8,34,-79775.06,-7.89
2183,9,34,-79775.06,-7.89
2184,10,34,-79775.06,-7.89
2185,11,34,-79775.06,-7.89
2186,12,34,-79775.06,-7.89
2187,13,34,-79775.06,-7.89
2188,14,34,-79775.06,-7.89
2189,15,34,-79775.06,-7.89
2190,16,34,-79775.06,-7.89
2191,17,34,-79775.06,-7.89
2192,18,34,-79775.06,-7.89
2193,19,34,-79775.06,-7.89
2194,20,34,-79775.06,-7.89
2195,21,34,-79775.06,-7.89
2196,22,34,-79775.06,-7.89
2197,23,34,-79775.06,-7.89
2198,24,34,-79775.06,-7.89
2199,25,34,-79775.06,-7.89
2200,26,34,-79775.06,-7.89
2201,27,34,-79775.06,-7.89
2202,28,34,-79775.06,-7.89
2203,29,34,-79775.06,-7.89
2204,30,34,-79775.06,-7.89
2205,31,34,-79775.06,-7.89
2206,32,34,-79775.06,-7.89
2207,33,34,-79775.06,-7.89
2208,9,38,-93081.71,-9.32
2209,10,38,-93081.71,-9.32
2210,11,38,-93081.71,-9.32
2211,19,38,-93081.71,-9.32
2212,26,38,-93081.71,-9.32
2213,27,38,-93081.71,-9.32
2214,28,38,-93081.71,-9.32
2215,29,38,-93081.71,-9.32
2216,30,38,-93081.71,-9.32
2217,31,38,-93081.71,-9.32
2218,32,38,-93081.71,-9.32
2219,33,38,-93081.71,-9.32
2220,34,38,-93081.71,-9.32
2221,35,38,-93081.71,-9.32
2222,36,38,-93081.71,-9.32
2223,37,38,-93081.71,-9.32
2224,2,36,-96408.38,-9.56
2225,4,36,-96408.38,-9.56
2226,5,36,-96408.38,-9.56
2227,2,35,-99735.04,-9.89
2228,3,35,-99735.04,-9.89
2229,4,35,-99735.04,-9.89
2230,5,35,-99735.04,-9.89
2231,6,35,-99735.04,-9.89
2232,7,35,-99735.04,-9.89
2233,8,35,-99735.04,-9.89
2234,9,35,-99735.04,-9.89
2235,10,35,-99735.04,-9.89
2236,11,35,-99735.04,-9.89
2237,12,35,-99735.04,-9.89
2238,13,35,-99735.04,-9.89
2239,14,35,-99735.04,-9.89
2240,15,35,-99735.04,-9.89
2241,16,35,-99735.04,-9.89
2242,17,35,-99735.04,-9.89
2243,18,35,-99735.04,-9.89
2244,19,35,-99735.04,-9.89
2245,20,35,-99735.04,-9.89
2246,21,35,-99735.04,-9.89
2247,22,35,-99735.04,-9.89
2248,23,35,-99735.04,-9.89
2249,24,35,-99735.04,-9.89
2250,25,35,-99735.04,-9.89
2251,26,35,-99735.04,-9.89
2252,27,35,-99735.04,-9.89
2253,28,35,-99735.04,-9.89
2254,29,35,-99735.04,-9.89
2255,30,35,-99735.04,-9.89
2256,31,35,-99735.04,-9.89
2257,32,35,-99735.04,-9.89
2258,33,35,-99735.04,-9.89
2259,34,35,-99735.04,-9.89
2260,12,2,-138604.95,-14.01
2261,2,37,-151811.55,-15.18
2262,3,37,-151811.55,-15.18
2263,4,37,-151811.55,-15.18
2264,5,37,-151811.55,-15.18
2265,6,37,-151811.55,-15.18
2266,7,37,-151811.55,-15.18
2267,8,37,-151811.55,-15.18
2268,9,37,-151811.55,-15.18
2269,10,37,-151811.55,-15.18
2270,11,37,-151811.55,-15.18
2271,12,37,-151811.55,-15.18
2272,13,37,-151811.55,-15.18
2273,14,37,-151811.55,-15.18
2274,15,37,-151811.55,-15.18
2275,16,37,-151811.55,-15.18
2276,17,37,-151811.55,-15.18
2277,18,37,-151811.55,-15.18
2278,19,37,-151811.55,-15.18
2279,20,37,-151811.55,-15.18
2280,21,37,-151811.55,-15.18
2281,22,37,-151811.55,-15.18
2282,23,37,-151811.55,-15.18
2283,24,37,-151811.55,-15.18
2284,25,37,-151811.55,-15.18
2285,26,37,-151811.55,-15.18
2286,27,37,-151811.55,-15.18
2287,28,37,-151811.55,-15.18
2288,29,37,-151811.55,-15.18
2289,30,37,-151811.55,-15.18
2290,31,37,-151811.55,-15.18
2291,32,37,-151811.55,-15.18
2292,33,37,-151811.55,-15.18
2293,34,37,-151811.55,-15.18
2294,35,37,-151811.55,-15.18
2295,36,37,-151811.55,-15.18
2296,6,36,-168319.80,-16.83
2297,2,33,-193257.75,-19.23
2298,3,33,-193257.75,-19.23
2299,4,33,-193257.75,-19.23
2300,5,33,-193257.75,-19.23
2301,6,33,-193257.75,-19.23
2302,7,33,-193257.75,-19.23
2303,8,33,-193257.75,-19.23
2304,9,33,-193257.75,-19.23
2305,10,33,-193257.75,-19.23
2306,11,33,-193257.75,-19.23
2307,12,33,-193257.75,-19.23
2308,13,33,-193257.75,-19.23
2309,14,33,-193257.75,-19.23
2310,15,33,-193257.75,-19.23
2311,16,33,-193257.75,-19.23
2312,17,33,-193257.75,-19.23
2313,18,33,-193257.75,-19.23
2314,19,33,-193257.75,-19.23
2315,20,33,-193257.75,-19.23
2316,21,33,-193257.75,-19.23
2317,22,33,-193257.75,-19.23
2318,23,33,-193257.75,-19.23
2319,24,33,-193257.75,-19.23
2320,25,33,-193257.75,-19.23
2321,26,33,-193257.75,-19.23
2322,27,33,-193257.75,-19.23
2323,28,33,-193257.75,-19.23
2324,29,33,-193257.75,-19.23
2325,30,33,-193257.75,-19.23
2326,31,33,-193257.75,-19.23
2327,32,33,-193257.75,-19.23
2328,6,11,-226220.76,-19.88
2329,11,8,-302541.65,-25.38
2330,11,7,-350257.77,-29.39
2331,8,10,-371099.81,-31.13
2332,6,5,-376812.81,-33.11
2333,11,10,-463660.84,-38.90
2334,2,9,-519580.84,-44.16
2335,6,9,-527118.50,-46.31
2336,2,6,-553621.53,-48.86
2337,5,9,-574494.80,-50.48
2338,4,6,-581556.29,-51.80
2339,12,9,-699801.83,-59.61
2340,8,5,-846904.28,-71.51
2341,4,10,-920824.86,-80.91
2342,12,11,-958852.47,-81.68
2343,4,7,-972657.16,-85.63
2344,6,7,-991784.60,-84.29
2345,4,11,-1122500.72,-98.63
2346,7,10,-1237673.81,-106.59
2347,12,10,-1317161.53,-112.20
2348,5,10,-1415442.68,-124.37
2349,6,10,-1485688.77,-130.54
2350,3,6,-1654912.71,-147.81
2351,3,7,-1692289.30,-148.99
2352,41,3,-1720241.60,-145.26
2353,41,4,-1720241.60,-145.26
2354,41,5,-1720241.60,-145.26
2355,42,3,-1720241.60,-145.26
2356,42,4,-1720241.60,-145.26
2357,42,5,-1720241.60,-145.26
2358,43,2,-1720241.60,-145.26
2359,43,3,-1720241.60,-145.26
2360,43,4,-1720241.60,-145.26
2361,43,5,-1720241.60,-145.26
2362,44,2,-1720241.60,-145.26
2363,44,3,-1720241.60,-145.26
2364,44,4,-1720241.60,-145.26
2365,44,5,-1720241.60,-145.26
2366,45,2,-1720241.60,-145.26
2367,45,3,-1720241.60,-145.26
2368,45,4,-1720241.60,-145.26
2369,45,5,-1720241.60,-145.26
2370,46,2,-1720241.60,-145.26
2371,46,5,-1720241.60,-145.26
2372,47,8,-1739481.98,-146.88
2373,7,5,-1766230.05,-149.14
2374,5,2,-1786425.10,-151.01
2375,8,2,-1839873.25,-155.72
2376,32,8,-1906692.81,-159.23
2377,32,9,-1906692.81,-159.23
2378,33,9,-1906692.81,-159.23
2379,34,8,-1906692.81,-159.23
2380,34,9,-1906692.81,-159.23
2381,43,9,-1914123.90,-161.80
2382,44,9,-1914123.90,-161.80
2383,45,9,-1914123.90,-161.80
2384,46,9,-1914123.90,-161.80
2385,47,9,-1914123.90,-161.80
2386,48,9,-1914123.90,-161.80
2387,33,2,-1918021.95,-162.13
2388,33,3,-1918021.95,-162.13
2389,33,4,-1918021.95,-162.13
2390,33,5,-1918021.95,-162.13
2391,33,6,-1918021.95,-162.13
2392,33,7,-1918021.95,-162.13
2393,33,8,-1918021.95,-162.13
2394,34,4,-1918021.95,-162.13
2395,34,5,-1918021.95,-162.13
2396,34,6,-1918021.95,-162.13
2397,34,7,-1918021.95,-162.13
2398,35,4,-1918021.95,-162.13
2399,35,5,-1918021.95,-162.13
2400,35,6,-1918021.95,-162.13
2401,35,7,-1918021.95,-162.13
2402,36,3,-1918021.95,-162.13
2403,36,4,-1918021.95,-162.13
2404,36,5,-1918021.95,-162.13
2405,36,6,-1918021.95,-162.13
2406,36,7,-1918021.95,-162.13
2407,37,3,-1918021.95,-162.13
2408,37,4,-1918021.95,-162.13
2409,37,5,-1918021.95,-162.13
2410,37,6,-1918021.95,-162.13
2411,37,7,-1918021.95,-162.13
2412,38,3,-1918021.95,-162.13
2413,38,4,-1918021.95,-162.13
2414,38,5,-1918021.95,-162.13
2415,38,6,-1918021.95,-162.13
2416,38,7,-1918021.95,-162.13
2417,39,3,-1918021.95,-162.13
2418,39,4,-1918021.95,-162.13
2419,39,5,-1918021.95,-162.13
2420,39,6,-1918021.95,-162.13
2421,40,3,-1918021.95,-162.13
2422,40,4,-1918021.95,-162.13
2423,40,5,-1918021.95,-162.13
2424,40,6,-1918021.95,-162.13
2425,41,2,-1918021.95,-162.13
2426,41,6,-1918021.95,-162.13
2427,42,6,-1918021.95,-162.13
2428,43,6,-1918021.95,-162.13
2429,44,6,-1918021.95,-162.13
2430,45,6,-1918021.95,-162.13
2431,47,5,-1918021.95,-162.13
2432,14,5,-1939866.30,-163.77
2433,14,6,-1939866.30,-163.77
2434,13,7,-1953207.68,-164.90
2435,34,2,-1957002.45,-165.43
2436,34,3,-1957002.45,-165.43
2437,41,8,-1957002.45,-165.43
2438,42,8,-1957002.45,-165.43
2439,43,8,-1957002.45,-165.43
2440,44,8,-1957002.45,-165.43
2441,45,8,-1957002.45,-165.43
2442,46,8,-1957002.45,-165.43
2443,35,2,-1973470.38,-165.76
2444,35,3,-1973470.38,-165.76
2445,36,2,-1973470.38,-165.76
2446,37,2,-1973470.38,-165.76
2447,42,9,-1973470.38,-165.76
2448,42,10,-1973470.38,-165.76
2449,42,11,-1973470.38,-165.76
2450,43,10,-1973470.38,-165.76
2451,43,11,-1973470.38,-165.76
2452,44,10,-1973470.38,-165.76
2453,45,10,-1973470.38,-165.76
2454,46,10,-1973470.38,-165.76
2455,47,10,-1973470.38,-165.76
2456,48,10,-1973470.38,-165.76
2457,49,9,-1973470.38,-165.76
2458,50,9,-1973470.38,-165.76
2459,38,2,-1977393.41,-166.09
2460,39,2,-1977393.41,-166.09
2461,40,2,-1977393.41,-166.09
2462,48,11,-1977393.41,-166.09
2463,49,10,-1977393.41,-166.09
2464,50,10,-1977393.41,-166.09
2465,5,6,-2007511.60,-178.33
2466,9,4,-2044020.38,-172.79
2467,15,2,-2068991.40,-172.89
2468,13,2,-2073189.30,-173.24
2469,13,4,-2073189.30,-173.24
2470,35,8,-2084740.88,-174.00
2471,35,9,-2084740.88,-174.00
2472,36,8,-2084740.88,-174.00
2473,37,8,-2084740.88,-174.00
2474,38,8,-2084740.88,-174.00
2475,39,7,-2084740.88,-174.00
2476,39,8,-2084740.88,-174.00
2477,40,7,-2084740.88,-174.00
2478,41,7,-2084740.88,-174.00
2479,42,7,-2084740.88,-174.00
2480,43,7,-2084740.88,-174.00
2481,44,7,-2084740.88,-174.00
2482,45,7,-2084740.88,-174.00
2483,46,7,-2084740.88,-174.00
2484,13,5,-2086530.68,-174.35
2485,13,6,-2086530.68,-174.35
2486,6,4,-2093783.56,-181.53
2487,10,9,-2224051.09,-188.21
2488,5,7,-2229901.91,-191.86
2489,13,9,-2372720.51,-200.32
2490,14,8,-2426850.13,-204.37
2491,11,9,-2444798.33,-206.40
2492,13,8,-2448732.49,-206.73
2493,14,7,-2448732.49,-206.73
2494,3,2,-2569697.05,-217.22
2495,5,4,-2572325.36,-213.67
2496,5,3,-3443047.09,-289.19
2497,6,2,-3697599.84,-322.71
2498,11,2,-4133593.00,-347.47
2499,7,2,-4147908.81,-350.63
2500,4,2,-4567856.66,-385.64
