#,P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
3515,1.01,44,0.00,0.00,0.0000
3516,1.01,45,0.00,0.00,0.0000
3517,1.01,46,0.00,0.00,0.0000
3518,1.01,47,0.00,0.00,0.0000
3519,1.01,48,0.00,0.00,0.0000
3520,1.01,49,0.00,0.00,0.0000
3521,1.01,50,0.00,0.00,0.0000
3522,1.02,13,0.00,0.00,0.0000
3523,1.02,14,0.00,0.00,0.0000
3524,1.02,15,0.00,0.00,0.0000
3525,1.02,16,0.00,0.00,0.0000
3526,1.02,17,0.00,0.00,0.0000
3527,1.02,18,0.00,0.00,0.0000
3528,1.02,19,0.00,0.00,0.0000
3529,1.02,20,0.00,0.00,0.0000
3530,1.02,21,0.00,0.00,0.0000
3531,1.02,22,0.00,0.00,0.0000
3532,1.02,23,0.00,0.00,0.0000
3533,1.02,24,0.00,0.00,0.0000
3534,1.02,25,0.00,0.00,0.0000
3535,1.02,26,0.00,0.00,0.0000
3536,1.02,27,0.00,0.00,0.0000
3537,1.02,28,0.00,0.00,0.0000
3538,1.02,29,0.00,0.00,0.0000
3539,1.02,30,0.00,0.00,0.0000
3540,1.02,31,0.00,0.00,0.0000
3541,1.02,32,0.00,0.00,0.0000
3542,1.02,33,0.00,0.00,0.0000
3543,1.02,34,0.00,0.00,0.0000
3544,1.02,35,0.00,0.00,0.0000
3545,1.02,36,0.00,0.00,0.0000
3546,1.02,37,0.00,0.00,0.0000
3547,1.02,38,0.00,0.00,0.0000
3548,1.02,39,0.00,0.00,0.0000
3549,1.02,40,0.00,0.00,0.0000
3550,1.02,41,0.00,0.00,0.0000
3551,1.02,42,0.00,0.00,0.0000
3552,1.02,43,0.00,0.00,0.0000
3553,1.02,44,0.00,0.00,0.0000
3554,1.02,45,0.00,0.00,0.0000
3555,1.02,46,0.00,0.00,0.0000
3556,1.02,47,0.00,0.00,0.0000
3557,1.02,48,0.00,0.00,0.0000
3558,1.02,49,0.00,0.00,0.0000
3559,1.02,50,0.00,0.00,0.0000
3560,1.03,12,0.00,0.00,0.0000
3561,1.03,13,0.00,0.00,0.0000
3562,1.03,14,0.00,0.00,0.0000
3563,1.03,15,0.00,0.00,0.0000
3564,1.03,16,0.00,0.00,0.0000
3565,1.03,17,0.00,0.00,0.0000
3566,1.03,18,0.00,0.00,0.0000
3567,1.03,19,0.00,0.00,0.0000
3568,1.03,20,0.00,0.00,0.0000
3569,1.03,21,0.00,0.00,0.0000
3570,1.03,22,0.00,0.00,0.0000
3571,1.03,23,0.00,0.00,0.0000
3572,1.03,24,0.00,0.00,0.0000
3573,1.03,25,0.00,0.00,0.0000
3574,1.03,26,0.00,0.00,0.0000
3575,1.03,27,0.00,0.00,0.0000
3576,1.03,28,0.00,0.00,0.0000
3577,1.03,29,0.00,0.00,0.0000
3578,1.03,30,0.00,0.00,0.0000
3579,1.03,31,0.00,0.00,0.0000
3580,1.03,32,0.00,0.00,0.0000
3581,1.03,33,0.00,0.00,0.0000
3582,1.03,34,0.00,0.00,0.0000
3583,1.03,35,0.00,0.00,0.0000
3584,1.03,36,0.00,0.00,0.0000
3585,1.03,37,0.00,0.00,0.0000
3586,1.03,38,0.00,0.00,0.0000
3587,1.03,39,0.00,0.00,0.0000
3588,1.03,40,0.00,0.00,0.0000
3589,1.03,41,0.00,0.00,0.0000
3590,1.03,42,0.00,0.00,0.0000
3591,1.03,43,0.00,0.00,0.0000
3592,1.03,44,0.00,0.00,0.0000
3593,1.03,45,0.00,0.00,0.0000
3594,1.03,46,0.00,0.00,0.0000
3595,1.03,47,0.00,0.00,0.0000
3596,1.03,48,0.00,0.00,0.0000
3597,1.03,49,0.00,0.00,0.0000
3598,1.03,50,0.00,0.00,0.0000
3599,1.04,12,0.00,0.00,0.0000
3600,1.04,13,0.00,0.00,0.0000
3601,1.04,14,0.00,0.00,0.0000
3602,1.04,15,0.00,0.00,0.0000
3603,1.04,16,0.00,0.00,0.0000
3604,1.04,17,0.00,0.00,0.0000
3605,1.04,18,0.00,0.00,0.0000
3606,1.04,19,0.00,0.00,0.0000
3607,1.04,20,0.00,0.00,0.0000
3608,1.04,21,0.00,0.00,0.0000
3609,1.04,22,0.00,0.00,0.0000
3610,1.04,23,0.00,0.00,0.0000
3611,1.04,24,0.00,0.00,0.0000
3612,1.04,25,0.00,0.00,0.0000
3613,1.04,26,0.00,0.00,0.0000
3614,1.04,27,0.00,0.00,0.0000
3615,1.04,28,0.00,0.00,0.0000
3616,1.04,29,0.00,0.00,0.0000
3617,1.04,30,0.00,0.00,0.0000
3618,1.04,31,0.00,0.00,0.0000
3619,1.04,32,0.00,0.00,0.0000
3620,1.04,33,0.00,0.00,0.0000
3621,1.04,34,0.00,0.00,0.0000
3622,1.04,35,0.00,0.00,0.0000
3623,1.04,36,0.00,0.00,0.0000
3624,1.04,37,0.00,0.00,0.0000
3625,1.04,38,0.00,0.00,0.0000
3626,1.04,39,0.00,0.00,0.0000
3627,1.04,40,0.00,0.00,0.0000
3628,1.04,41,0.00,0.00,0.0000
3629,1.04,42,0.00,0.00,0.0000
3630,1.04,43,0.00,0.00,0.0000
3631,1.04,44,0.00,0.00,0.0000
3632,1.04,45,0.00,0.00,0.0000
3633,1.04,46,0.00,0.00,0.0000
3634,1.04,47,0.00,0.00,0.0000
3635,1.04,48,0.00,0.00,0.0000
3636,1.04,49,0.00,0.00,0.0000
3637,1.04,50,0.00,0.00,0.0000
3638,1.05,12,0.00,0.00,0.0000
3639,1.05,13,0.00,0.00,0.0000
3640,1.05,14,0.00,0.00,0.0000
3641,1.05,15,0.00,0.00,0.0000
3642,1.05,16,0.00,0.00,0.0000
3643,1.05,17,0.00,0.00,0.0000
3644,1.05,18,0.00,0.00,0.0000
3645,1.05,19,0.00,0.00,0.0000
3646,1.05,20,0.00,0.00,0.0000
3647,1.05,21,0.00,0.00,0.0000
3648,1.05,22,0.00,0.00,0.0000
3649,1.05,23,0.00,0.00,0.0000
3650,1.05,24,0.00,0.00,0.0000
3651,1.05,25,0.00,0.00,0.0000
3652,1.05,26,0.00,0.00,0.0000
3653,1.05,27,0.00,0.00,0.0000
3654,1.05,28,0.00,0.00,0.0000
3655,1.05,29,0.00,0.00,0.0000
3656,1.05,30,0.00,0.00,0.0000
3657,1.05,31,0.00,0.00,0.0000
3658,1.05,32,0.00,0.00,0.0000
3659,1.05,33,0.00,0.00,0.0000
3660,1.05,34,0.00,0.00,0.0000
3661,1.05,35,0.00,0.00,0.0000
3662,1.05,36,0.00,0.00,0.0000
3663,1.05,37,0.00,0.00,0.0000
3664,1.05,38,0.00,0.00,0.0000
3665,1.05,39,0.00,0.00,0.0000
3666,1.05,40,0.00,0.00,0.0000
3667,1.05,41,0.00,0.00,0.0000
3668,1.05,42,0.00,0.00,0.0000
3669,1.05,43,0.00,0.00,0.0000
3670,1.05,44,0.00,0.00,0.0000
3671,1.05,45,0.00,0.00,0.0000
3672,1.05,46,0.00,0.00,0.0000
3673,1.05,47,0.00,0.00,0.0000
3674,1.05,48,0.00,0.00,0.0000
3675,1.05,49,0.00,0.00,0.0000
3676,1.05,50,0.00,0.00,0.0000
3677,1.06,11,0.00,0.00,0.0000
3678,1.06,12,0.00,0.00,0.0000
3679,1.06,13,0.00,0.00,0.0000
3680,1.06,14,0.00,0.00,0.0000
3681,1.06,15,0.00,0.00,0.0000
3682,1.06,16,0.00,0.00,0.0000
3683,1.06,17,0.00,0.00,0.0000
3684,1.06,18,0.00,0.00,0.0000
3685,1.06,19,0.00,0.00,0.0000
3686,1.06,20,0.00,0.00,0.0000
3687,1.06,21,0.00,0.00,0.0000
3688,1.06,22,0.00,0.00,0.0000
3689,1.06,23,0.00,0.00,0.0000
3690,1.06,24,0.00,0.00,0.0000
3691,1.06,25,0.00,0.00,0.0000
3692,1.06,26,0.00,0.00,0.0000
3693,1.06,27,0.00,0.00,0.0000
3694,1.06,28,0.00,0.00,0.0000
3695,1.06,29,0.00,0.00,0.0000
3696,1.06,30,0.00,0.00,0.0000
3697,1.06,31,0.00,0.00,0.0000
3698,1.06,32,0.00,0.00,0.0000
3699,1.06,33,0.00,0.00,0.0000
3700,1.06,34,0.00,0.00,0.0000
3701,1.06,35,0.00,0.00,0.0000
3702,1.06,36,0.00,0.00,0.0000
3703,1.06,37,0.00,0.00,0.0000
3704,1.06,38,0.00,0.00,0.0000
3705,1.06,39,0.00,0.00,0.0000
3706,1.06,40,0.00,0.00,0.0000
3707,1.06,41,0.00,0.00,0.0000
3708,1.06,42,0.00,0.00,0.0000
3709,1.06,43,0.00,0.00,0.0000
3710,1.06,44,0.00,0.00,0.0000
3711,1.06,45,0.00,0.00,0.0000
3712,1.06,46,0.00,0.00,0.0000
3713,1.06,47,0.00,0.00,0.0000
3714,1.06,48,0.00,0.00,0.0000
3715,1.06,49,0.00,0.00,0.0000
3716,1.06,50,0.00,0.00,0.0000
3717,1.07,11,0.00,0.00,0.0000
3718,1.07,12,0.00,0.00,0.0000
3719,1.07,13,0.00,0.00,0.0000
3720,1.07,14,0.00,0.00,0.0000
3721,1.07,15,0.00,0.00,0.0000
3722,1.07,16,0.00,0.00,0.0000
3723,1.07,17,0.00,0.00,0.0000
3724,1.07,18,0.00,0.00,0.0000
3725,1.07,19,0.00,0.00,0.0000
3726,1.07,20,0.00,0.00,0.0000
3727,1.07,21,0.00,0.00,0.0000
3728,1.07,22,0.00,0.00,0.0000
3729,1.07,23,0.00,0.00,0.0000
3730,1.07,24,0.00,0.00,0.0000
3731,1.07,25,0.00,0.00,0.0000
3732,1.07,26,0.00,0.00,0.0000
3733,1.07,27,0.00,0.00,0.0000
3734,1.07,28,0.00,0.00,0.0000
3735,1.07,29,0.00,0.00,0.0000
3736,1.07,30,0.00,0.00,0.0000
3737,1.07,31,0.00,0.00,0.0000
3738,1.07,32,0.00,0.00,0.0000
3739,1.07,33,0.00,0.00,0.0000
3740,1.07,34,0.00,0.00,0.0000
3741,1.07,35,0.00,0.00,0.0000
3742,1.07,36,0.00,0.00,0.0000
3743,1.07,37,0.00,0.00,0.0000
3744,1.07,38,0.00,0.00,0.0000
3745,1.07,39,0.00,0.00,0.0000
3746,1.07,40,0.00,0.00,0.0000
3747,1.07,41,0.00,0.00,0.0000
3748,1.07,42,0.00,0.00,0.0000
3749,1.07,43,0.00,0.00,0.0000
3750,1.07,44,0.00,0.00,0.0000
3751,1.07,45,0.00,0.00,0.0000
3752,1.07,46,0.00,0.00,0.0000
3753,1.07,47,0.00,0.00,0.0000
3754,1.07,48,0.00,0.00,0.0000
3755,1.07,49,0.00,0.00,0.0000
3756,1.07,50,0.00,0.00,0.0000
3757,1.08,10,0.00,0.00,0.0000
3758,1.08,11,0.00,0.00,0.0000
3759,1.08,12,0.00,0.00,0.0000
3760,1.08,13,0.00,0.00,0.0000
3761,1.08,14,0.00,0.00,0.0000
3762,1.08,15,0.00,0.00,0.0000
3763,1.08,16,0.00,0.00,0.0000
3764,1.08,17,0.00,0.00,0.0000
3765,1.08,18,0.00,0.00,0.0000
3766,1.08,19,0.00,0.00,0.0000
3767,1.08,20,0.00,0.00,0.0000
3768,1.08,21,0.00,0.00,0.0000
3769,1.08,22,0.00,0.00,0.0000
3770,1.08,23,0.00,0.00,0.0000
3771,1.08,24,0.00,0.00,0.0000
3772,1.08,25,0.00,0.00,0.0000
3773,1.08,26,0.00,0.00,0.0000
3774,1.08,27,0.00,0.00,0.0000
3775,1.08,28,0.00,0.00,0.0000
3776,1.08,29,0.00,0.00,0.0000
3777,1.08,30,0.00,0.00,0.0000
3778,1.08,31,0.00,0.00,0.0000
3779,1.08,32,0.00,0.00,0.0000
3780,1.08,33,0.00,0.00,0.0000
3781,1.08,34,0.00,0.00,0.0000
3782,1.08,35,0.00,0.00,0.0000
3783,1.08,36,0.00,0.00,0.0000
3784,1.08,37,0.00,0.00,0.0000
3785,1.08,38,0.00,0.00,0.0000
3786,1.08,39,0.00,0.00,0.0000
3787,1.08,40,0.00,0.00,0.0000
3788,1.08,41,0.00,0.00,0.0000
3789,1.08,42,0.00,0.00,0.0000
3790,1.08,43,0.00,0.00,0.0000
3791,1.08,44,0.00,0.00,0.0000
3792,1.08,45,0.00,0.00,0.0000
3793,1.08,46,0.00,0.00,0.0000
3794,1.08,47,0.00,0.00,0.0000
3795,1.08,48,0.00,0.00,0.0000
3796,1.08,49,0.00,0.00,0.0000
3797,1.08,50,0.00,0.00,0.0000
3798,1.09,10,0.00,0.00,0.0000
3799,1.09,11,0.00,0.00,0.0000
3800,1.09,12,0.00,0.00,0.0000
3801,1.09,13,0.00,0.00,0.0000
3802,1.09,14,0.00,0.00,0.0000
3803,1.09,15,0.00,0.00,0.0000
3804,1.09,16,0.00,0.00,0.0000
3805,1.09,17,0.00,0.00,0.0000
3806,1.09,18,0.00,0.00,0.0000
3807,1.09,19,0.00,0.00,0.0000
3808,1.09,20,0.00,0.00,0.0000
3809,1.09,21,0.00,0.00,0.0000
3810,1.09,22,0.00,0.00,0.0000
3811,1.09,23,0.00,0.00,0.0000
3812,1.09,24,0.00,0.00,0.0000
3813,1.09,25,0.00,0.00,0.0000
3814,1.09,26,0.00,0.00,0.0000
3815,1.09,27,0.00,0.00,0.0000
3816,1.09,28,0.00,0.00,0.0000
3817,1.09,29,0.00,0.00,0.0000
3818,1.09,30,0.00,0.00,0.0000
3819,1.09,31,0.00,0.00,0.0000
3820,1.09,32,0.00,0.00,0.0000
3821,1.09,33,0.00,0.00,0.0000
3822,1.09,34,0.00,0.00,0.0000
3823,1.09,35,0.00,0.00,0.0000
3824,1.09,36,0.00,0.00,0.0000
3825,1.09,37,0.00,0.00,0.0000
3826,1.09,38,0.00,0.00,0.0000
3827,1.09,39,0.00,0.00,0.0000
3828,1.09,40,0.00,0.00,0.0000
3829,1.09,41,0.00,0.00,0.0000
3830,1.09,42,0.00,0.00,0.0000
3831,1.09,43,0.00,0.00,0.0000
3832,1.09,44,0.00,0.00,0.0000
3833,1.09,45,0.00,0.00,0.0000
3834,1.09,46,0.00,0.00,0.0000
3835,1.09,47,0.00,0.00,0.0000
3836,1.09,48,0.00,0.00,0.0000
3837,1.09,49,0.00,0.00,0.0000
3838,1.09,50,0.00,0.00,0.0000
3839,1.1,10,0.00,0.00,0.0000
3840,1.1,11,0.00,0.00,0.0000
3841,1.1,12,0.00,0.00,0.0000
3842,1.1,13,0.00,0.00,0.0000
3843,1.1,14,0.00,0.00,0.0000
3844,1.1,15,0.00,0.00,0.0000
3845,1.1,16,0.00,0.00,0.0000
3846,1.1,17,0.00,0.00,0.0000
3847,1.1,18,0.00,0.00,0.0000
3848,1.1,19,0.00,0.00,0.0000
3849,1.1,20,0.00,0.00,0.0000
3850,1.1,21,0.00,0.00,0.0000
3851,1.1,22,0.00,0.00,0.0000
3852,1.1,23,0.00,0.00,0.0000
3853,1.1,24,0.00,0.00,0.0000
3854,1.1,25,0.00,0.00,0.0000
3855,1.1,26,0.00,0.00,0.0000
3856,1.1,27,0.00,0.00,0.0000
3857,1.1,28,0.00,0.00,0.0000
3858,1.1,29,0.00,0.00,0.0000
3859,1.1,30,0.00,0.00,0.0000
3860,1.1,31,0.00,0.00,0.0000
3861,1.1,32,0.00,0.00,0.0000
3862,1.1,33,0.00,0.00,0.0000
3863,1.1,34,0.00,0.00,0.0000
3864,1.1,35,0.00,0.00,0.0000
3865,1.1,36,0.00,0.00,0.0000
3866,1.1,37,0.00,0.00,0.0000
3867,1.1,38,0.00,0.00,0.0000
3868,1.1,39,0.00,0.00,0.0000
3869,1.1,40,0.00,0.00,0.0000
3870,1.1,41,0.00,0.00,0.0000
3871,1.1,42,0.00,0.00,0.0000
3872,1.1,43,0.00,0.00,0.0000
3873,1.1,44,0.00,0.00,0.0000
3874,1.1,45,0.00,0.00,0.0000
3875,1.1,46,0.00,0.00,0.0000
3876,1.1,47,0.00,0.00,0.0000
3877,1.1,48,0.00,0.00,0.0000
3878,1.1,49,0.00,0.00,0.0000
3879,1.1,50,0.00,0.00,0.0000
3880,1.11,10,0.00,0.00,0.0000
3881,1.11,11,0.00,0.00,0.0000
3882,1.11,12,0.00,0.00,0.0000
3883,1.11,13,0.00,0.00,0.0000
3884,1.11,14,0.00,0.00,0.0000
3885,1.11,15,0.00,0.00,0.0000
3886,1.11,16,0.00,0.00,0.0000
3887,1.11,17,0.00,0.00,0.0000
3888,1.11,18,0.00,0.00,0.0000
3889,1.11,19,0.00,0.00,0.0000
3890,1.11,20,0.00,0.00,0.0000
3891,1.11,21,0.00,0.00,0.0000
3892,1.11,22,0.00,0.00,0.0000
3893,1.11,23,0.00,0.00,0.0000
3894,1.11,24,0.00,0.00,0.0000
3895,1.11,25,0.00,0.00,0.0000
3896,1.11,26,0.00,0.00,0.0000
3897,1.11,27,0.00,0.00,0.0000
3898,1.11,28,0.00,0.00,0.0000
3899,1.11,29,0.00,0.00,0.0000
3900,1.11,30,0.00,0.00,0.0000
3901,1.11,31,0.00,0.00,0.0000
3902,1.11,32,0.00,0.00,0.0000
3903,1.11,33,0.00,0.00,0.0000
3904,1.11,34,0.00,0.00,0.0000
3905,1.11,35,0.00,0.00,0.0000
3906,1.11,36,0.00,0.00,0.0000
3907,1.11,37,0.00,0.00,0.0000
3908,1.11,38,0.00,0.00,0.0000
3909,1.11,39,0.00,0.00,0.0000
3910,1.11,40,0.00,0.00,0.0000
3911,1.11,41,0.00,0.00,0.0000
3912,1.11,42,0.00,0.00,0.0000
3913,1.11,43,0.00,0.00,0.0000
3914,1.11,44,0.00,0.00,0.0000
3915,1.11,45,0.00,0.00,0.0000
3916,1.11,46,0.00,0.00,0.0000
3917,1.11,47,0.00,0.00,0.0000
3918,1.11,48,0.00,0.00,0.0000
3919,1.11,49,0.00,0.00,0.0000
3920,1.11,50,0.00,0.00,0.0000
3921,1.12,10,0.00,0.00,0.0000
3922,1.12,11,0.00,0.00,0.0000
3923,1.12,12,0.00,0.00,0.0000
3924,1.12,13,0.00,0.00,0.0000
3925,1.12,14,0.00,0.00,0.0000
3926,1.12,15,0.00,0.00,0.0000
3927,1.12,16,0.00,0.00,0.0000
3928,1.12,17,0.00,0.00,0.0000
3929,1.12,18,0.00,0.00,0.0000
3930,1.12,19,0.00,0.00,0.0000
3931,1.12,20,0.00,0.00,0.0000
3932,1.12,21,0.00,0.00,0.0000
3933,1.12,22,0.00,0.00,0.0000
3934,1.12,23,0.00,0.00,0.0000
3935,1.12,24,0.00,0.00,0.0000
3936,1.12,25,0.00,0.00,0.0000
3937,1.12,26,0.00,0.00,0.0000
3938,1.12,27,0.00,0.00,0.0000
3939,1.12,28,0.00,0.00,0.0000
3940,1.12,29,0.00,0.00,0.0000
3941,1.12,30,0.00,0.00,0.0000
3942,1.12,31,0.00,0.00,0.0000
3943,1.12,32,0.00,0.00,0.0000
3944,1.12,33,0.00,0.00,0.0000
3945,1.12,34,0.00,0.00,0.0000
3946,1.12,35,0.00,0.00,0.0000
3947,1.12,36,0.00,0.00,0.0000
3948,1.12,37,0.00,0.00,0.0000
3949,1.12,38,0.00,0.00,0.0000
3950,1.12,39,0.00,0.00,0.0000
3951,1.12,40,0.00,0.00,0.0000
3952,1.12,41,0.00,0.00,0.0000
3953,1.12,42,0.00,0.00,0.0000
3954,1.12,43,0.00,0.00,0.0000
3955,1.12,44,0.00,0.00,0.0000
3956,1.12,45,0.00,0.00,0.0000
3957,1.12,46,0.00,0.00,0.0000
3958,1.12,47,0.00,0.00,0.0000
3959,1.12,48,0.00,0.00,0.0000
3960,1.12,49,0.00,0.00,0.0000
3961,1.12,50,0.00,0.00,0.0000
3962,1.13,10,0.00,0.00,0.0000
3963,1.13,11,0.00,0.00,0.0000
3964,1.13,12,0.00,0.00,0.0000
3965,1.13,13,0.00,0.00,0.0000
3966,1.13,14,0.00,0.00,0.0000
3967,1.13,15,0.00,0.00,0.0000
3968,1.13,16,0.00,0.00,0.0000
3969,1.13,17,0.00,0.00,0.0000
3970,1.13,18,0.00,0.00,0.0000
3971,1.13,19,0.00,0.00,0.0000
3972,1.13,20,0.00,0.00,0.0000
3973,1.13,21,0.00,0.00,0.0000
3974,1.13,22,0.00,0.00,0.0000
3975,1.13,23,0.00,0.00,0.0000
3976,1.13,24,0.00,0.00,0.0000
3977,1.13,25,0.00,0.00,0.0000
3978,1.13,26,0.00,0.00,0.0000
3979,1.13,27,0.00,0.00,0.0000
3980,1.13,28,0.00,0.00,0.0000
3981,1.13,29,0.00,0.00,0.0000
3982,1.13,30,0.00,0.00,0.0000
3983,1.13,31,0.00,0.00,0.0000
3984,1.13,32,0.00,0.00,0.0000
3985,1.13,33,0.00,0.00,0.0000
3986,1.13,34,0.00,0.00,0.0000
3987,1.13,35,0.00,0.00,0.0000
3988,1.13,36,0.00,0.00,0.0000
3989,1.13,37,0.00,0.00,0.0000
3990,1.13,38,0.00,0.00,0.0000
3991,1.13,39,0.00,0.00,0.0000
3992,1.13,40,0.00,0.00,0.0000
3993,1.13,41,0.00,0.00,0.0000
3994,1.13,42,0.00,0.00,0.0000
3995,1.13,43,0.00,0.00,0.0000
3996,1.13,44,0.00,0.00,0.0000
3997,1.13,45,0.00,0.00,0.0000
3998,1.13,46,0.00,0.00,0.0000
3999,1.13,47,0.00,0.00,0.0000
4000,1.13,48,0.00,0.00,0.0000
4001,1.13,49,0.00,0.00,0.0000
4002,1.13,50,0.00,0.00,0.0000
4003,1.14,10,0.00,0.00,0.0000
4004,1.14,11,0.00,0.00,0.0000
4005,1.14,12,0.00,0.00,0.0000
4006,1.14,13,0.00,0.00,0.0000
4007,1.14,14,0.00,0.00,0.0000
4008,1.14,15,0.00,0.00,0.0000
4009,1.14,16,0.00,0.00,0.0000
4010,1.14,17,0.00,0.00,0.0000
4011,1.14,18,0.00,0.00,0.0000
4012,1.14,19,0.00,0.00,0.0000
4013,1.14,20,0.00,0.00,0.0000
4014,1.14,21,0.00,0.00,0.0000
4015,1.14,22,0.00,0.00,0.0000
4016,1.14,23,0.00,0.00,0.0000
4017,1.14,24,0.00,0.00,0.0000
4018,1.14,25,0.00,0.00,0.0000
4019,1.14,26,0.00,0.00,0.0000
4020,1.14,27,0.00,0.00,0.0000
4021,1.14,28,0.00,0.00,0.0000
4022,1.14,29,0.00,0.00,0.0000
4023,1.14,30,0.00,0.00,0.0000
4024,1.14,31,0.00,0.00,0.0000
4025,1.14,32,0.00,0.00,0.0000
4026,1.14,33,0.00,0.00,0.0000
4027,1.14,34,0.00,0.00,0.0000
4028,1.14,35,0.00,0.00,0.0000
4029,1.14,36,0.00,0.00,0.0000
4030,1.14,37,0.00,0.00,0.0000
4031,1.14,38,0.00,0.00,0.0000
4032,1.14,39,0.00,0.00,0.0000
4033,1.14,40,0.00,0.00,0.0000
4034,1.14,41,0.00,0.00,0.0000
4035,1.14,42,0.00,0.00,0.0000
4036,1.14,43,0.00,0.00,0.0000
4037,1.14,44,0.00,0.00,0.0000
4038,1.14,45,0.00,0.00,0.0000
4039,1.14,46,0.00,0.00,0.0000
4040,1.14,47,0.00,0.00,0.0000
4041,1.14,48,0.00,0.00,0.0000
4042,1.14,49,0.00,0.00,0.0000
4043,1.14,50,0.00,0.00,0.0000
4044,1.15,10,0.00,0.00,0.0000
4045,1.15,11,0.00,0.00,0.0000
4046,1.15,12,0.00,0.00,0.0000
4047,1.15,13,0.00,0.00,0.0000
4048,1.15,14,0.00,0.00,0.0000
4049,1.15,15,0.00,0.00,0.0000
4050,1.15,16,0.00,0.00,0.0000
4051,1.15,17,0.00,0.00,0.0000
4052,1.15,18,0.00,0.00,0.0000
4053,1.15,19,0.00,0.00,0.0000
4054,1.15,20,0.00,0.00,0.0000
4055,1.15,21,0.00,0.00,0.0000
4056,1.15,22,0.00,0.00,0.0000
4057,1.15,23,0.00,0.00,0.0000
4058,1.15,24,0.00,0.00,0.0000
4059,1.15,25,0.00,0.00,0.0000
4060,1.15,26,0.00,0.00,0.0000
4061,1.15,27,0.00,0.00,0.0000
4062,1.15,28,0.00,0.00,0.0000
4063,1.15,29,0.00,0.00,0.0000
4064,1.15,30,0.00,0.00,0.0000
4065,1.15,31,0.00,0.00,0.0000
4066,1.15,32,0.00,0.00,0.0000
4067,1.15,33,0.00,0.00,0.0000
4068,1.15,34,0.00,0.00,0.0000
4069,1.15,35,0.00,0.00,0.0000
4070,1.15,36,0.00,0.00,0.0000
4071,1.15,37,0.00,0.00,0.0000
4072,1.15,38,0.00,0.00,0.0000
4073,1.15,39,0.00,0.00,0.0000
4074,1.15,40,0.00,0.00,0.0000
4075,1.15,41,0.00,0.00,0.0000
4076,1.15,42,0.00,0.00,0.0000
4077,1.15,43,0.00,0.00,0.0000
4078,1.15,44,0.00,0.00,0.0000
4079,1.15,45,0.00,0.00,0.0000
4080,1.15,46,0.00,0.00,0.0000
4081,1.15,47,0.00,0.00,0.0000
4082,1.15,48,0.00,0.00,0.0000
4083,1.15,49,0.00,0.00,0.0000
4084,1.15,50,0.00,0.00,0.0000
4085,1.16,10,0.00,0.00,0.0000
4086,1.16,11,0.00,0.00,0.0000
4087,1.16,12,0.00,0.00,0.0000
4088,1.16,13,0.00,0.00,0.0000
4089,1.16,14,0.00,0.00,0.0000
4090,1.16,15,0.00,0.00,0.0000
4091,1.16,16,0.00,0.00,0.0000
4092,1.16,17,0.00,0.00,0.0000
4093,1.16,18,0.00,0.00,0.0000
4094,1.16,19,0.00,0.00,0.0000
4095,1.16,20,0.00,0.00,0.0000
4096,1.16,21,0.00,0.00,0.0000
4097,1.16,22,0.00,0.00,0.0000
4098,1.16,23,0.00,0.00,0.0000
4099,1.16,24,0.00,0.00,0.0000
4100,1.16,25,0.00,0.00,0.0000
4101,1.16,26,0.00,0.00,0.0000
4102,1.16,27,0.00,0.00,0.0000
4103,1.16,28,0.00,0.00,0.0000
4104,1.16,29,0.00,0.00,0.0000
4105,1.16,30,0.00,0.00,0.0000
4106,1.16,31,0.00,0.00,0.0000
4107,1.16,32,0.00,0.00,0.0000
4108,1.16,33,0.00,0.00,0.0000
4109,1.16,34,0.00,0.00,0.0000
4110,1.16,35,0.00,0.00,0.0000
4111,1.16,36,0.00,0.00,0.0000
4112,1.16,37,0.00,0.00,0.0000
4113,1.16,38,0.00,0.00,0.0000
4114,1.16,39,0.00,0.00,0.0000
4115,1.16,40,0.00,0.00,0.0000
4116,1.16,41,0.00,0.00,0.0000
4117,1.16,42,0.00,0.00,0.0000
4118,1.16,43,0.00,0.00,0.0000
4119,1.16,44,0.00,0.00,0.0000
4120,1.16,45,0.00,0.00,0.0000
4121,1.16,46,0.00,0.00,0.0000
4122,1.16,47,0.00,0.00,0.0000
4123,1.16,48,0.00,0.00,0.0000
4124,1.16,49,0.00,0.00,0.0000
4125,1.16,50,0.00,0.00,0.0000
4126,1.17,10,0.00,0.00,0.0000
4127,1.17,11,0.00,0.00,0.0000
4128,1.17,12,0.00,0.00,0.0000
4129,1.17,13,0.00,0.00,0.0000
4130,1.17,14,0.00,0.00,0.0000
4131,1.17,15,0.00,0.00,0.0000
4132,1.17,16,0.00,0.00,0.0000
4133,1.17,17,0.00,0.00,0.0000
4134,1.17,18,0.00,0.00,0.0000
4135,1.17,19,0.00,0.00,0.0000
4136,1.17,20,0.00,0.00,0.0000
4137,1.17,21,0.00,0.00,0.0000
4138,1.17,22,0.00,0.00,0.0000
4139,1.17,23,0.00,0.00,0.0000
4140,1.17,24,0.00,0.00,0.0000
4141,1.17,25,0.00,0.00,0.0000
4142,1.17,26,0.00,0.00,0.0000
4143,1.17,27,0.00,0.00,0.0000
4144,1.17,28,0.00,0.00,0.0000
4145,1.17,29,0.00,0.00,0.0000
4146,1.17,30,0.00,0.00,0.0000
4147,1.17,31,0.00,0.00,0.0000
4148,1.17,32,0.00,0.00,0.0000
