#,P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
607,2.16,3,3051058.13,21.02,0.3123
608,1.53,3,3039713.13,20.95,0.1234
609,1.54,3,3039713.13,20.95,0.1234
610,1.55,3,3039713.13,20.95,0.1234
611,1.56,3,3039713.13,20.95,0.1234
612,1.57,3,3039713.13,20.95,0.1234
613,1.58,3,3039713.13,20.95,0.1234
614,0.93,3,3034674.05,18.44,0.0317
615,1.38,3,3033306.15,20.90,0.2777
616,1.39,3,3033306.15,20.90,0.2777
617,1.4,3,3033306.15,20.90,0.2777
618,1.41,3,3033306.15,20.90,0.2777
619,1.42,3,3033306.15,20.90,0.2777
620,1.43,3,3033306.15,20.90,0.2777
621,0.85,3,3022218.60,18.36,-0.0818
622,0.95,3,3019834.45,18.35,0.0619
623,2.22,3,3004595.30,21.18,0.7270
624,2.23,3,3004595.30,21.18,0.7270
625,2.24,3,3004595.30,21.18,0.7270
626,2.25,3,3004595.30,21.18,0.7270
627,2.26,3,3004595.30,21.18,0.7270
628,2.27,3,3004595.30,21.18,0.7270
629,2.28,3,3004595.30,21.18,0.7270
630,0.52,8,2995599.25,18.38,0.1603
631,1.08,3,2981386.25,18.29,0.2107
632,0.65,9,2976641.03,18.26,0.5045
633,1.67,2,2928645.15,17.97,0.1825
634,1.68,2,2928645.15,17.97,0.1825
635,1.69,2,2928645.15,17.97,0.1825
636,0.24,34,2915194.48,17.71,0.0354
637,2.54,1,2914936.70,19.67,-0.0331
638,0.8,9,2877084.02,17.65,0.6363
639,0.81,9,2877084.02,17.65,0.6363
640,0.82,9,2877084.02,17.65,0.6363
641,0.83,9,2877084.02,17.65,0.6363
642,0.84,9,2877084.02,17.65,0.6363
643,0.85,9,2877084.02,17.65,0.6363
644,0.86,9,2877084.02,17.65,0.6363
645,0.87,9,2877084.02,17.65,0.6363
646,0.88,9,2877084.02,17.65,0.6363
647,0.89,9,2877084.02,17.65,0.6363
648,0.9,9,2877084.02,17.65,0.6363
649,0.91,9,2877084.02,17.65,0.6363
650,0.34,13,2864389.75,17.82,0.0474
651,0.97,3,2858795.25,17.37,0.1078
652,1.46,2,2857617.55,17.53,0.1307
653,0.47,9,2835643.75,17.23,0.0926
654,1.01,3,2818419.52,17.12,0.2232
655,0.6,7,2813860.22,17.10,-0.0539
656,0.69,12,2810584.35,19.81,0.4696
657,0.61,10,2807420.77,17.22,0.4036
658,0.59,9,2806186.77,17.22,0.4143
659,0.28,25,2804257.68,17.20,0.4129
660,0.45,18,2795313.58,19.71,0.0319
661,2.15,4,2783690.35,19.62,0.6529
662,2.16,4,2783690.35,19.62,0.6529
663,1.44,2,2769931.25,16.99,0.1191
664,1.45,2,2769931.25,16.99,0.1191
665,1.49,3,2764874.28,19.05,0.0851
666,1.5,3,2764874.28,19.05,0.0851
667,1.51,3,2764874.28,19.05,0.0851
668,1.52,3,2764874.28,19.05,0.0851
669,2.21,3,2760757.83,19.46,0.6820
670,0.5,15,2754968.03,19.42,0.2803
671,0.51,15,2754968.03,19.42,0.2803
672,2.12,2,2747493.75,18.93,-0.0539
673,2.13,2,2747493.75,18.93,-0.0539
674,2.14,2,2747493.75,18.93,-0.0539
675,0.52,11,2743679.83,16.83,0.3842
676,0.53,11,2743679.83,16.83,0.3842
677,0.38,15,2743543.30,16.83,0.1594
678,0.39,15,2743543.30,16.83,0.1594
679,0.67,9,2741045.05,16.82,0.3330
680,0.51,20,2738268.40,19.30,0.1299
681,0.21,48,2731390.63,19.25,-0.1785
682,0.63,14,2724506.48,19.21,0.4654
683,0.63,15,2724506.48,19.21,0.4654
684,0.63,16,2724506.48,19.21,0.4654
685,0.63,17,2724506.48,19.21,0.4654
686,0.64,14,2724506.48,19.21,0.4654
687,0.64,15,2724506.48,19.21,0.4654
688,0.64,16,2724506.48,19.21,0.4654
689,0.64,17,2724506.48,19.21,0.4654
690,0.65,14,2724506.48,19.21,0.4654
691,0.65,15,2724506.48,19.21,0.4654
692,0.65,16,2724506.48,19.21,0.4654
693,0.65,17,2724506.48,19.21,0.4654
694,0.66,14,2724506.48,19.21,0.4654
695,0.66,15,2724506.48,19.21,0.4654
696,0.66,16,2724506.48,19.21,0.4654
697,0.67,14,2724506.48,19.21,0.4654
698,0.67,15,2724506.48,19.21,0.4654
699,0.67,16,2724506.48,19.21,0.4654
700,1.89,2,2715526.78,16.66,0.2054
701,1.9,2,2715526.78,16.66,0.2054
702,0.25,28,2708606.93,18.66,0.3073
703,0.65,6,2697511.90,16.55,0.0520
704,0.46,19,2684673.65,18.93,0.1939
705,1.98,2,2678010.63,18.38,0.1536
706,0.74,6,2672676.85,16.40,0.0923
707,0.52,19,2665788.18,18.79,0.1247
708,0.53,19,2665788.18,18.79,0.1247
709,0.66,13,2659877.75,18.75,0.4419
710,0.67,13,2659877.75,18.75,0.4419
711,0.5,12,2655504.22,16.29,0.3733
712,0.4,15,2654281.98,16.28,0.1506
713,1.79,5,2652814.85,18.70,0.5663
714,1.8,5,2652814.85,18.70,0.5663
715,1.81,5,2652814.85,18.70,0.5663
716,1.82,5,2652814.85,18.70,0.5663
717,1.83,5,2652814.85,18.70,0.5663
718,1.84,5,2652814.85,18.70,0.5663
719,1.85,5,2652814.85,18.70,0.5663
720,1.86,5,2652814.85,18.70,0.5663
721,1.87,5,2652814.85,18.70,0.5663
722,1.88,5,2652814.85,18.70,0.5663
723,1.89,5,2652814.85,18.70,0.5663
724,1.9,5,2652814.85,18.70,0.5663
725,1.91,5,2652814.85,18.70,0.5663
726,1.92,5,2652814.85,18.70,0.5663
727,1.93,5,2652814.85,18.70,0.5663
728,1.94,5,2652814.85,18.70,0.5663
729,1.95,5,2652814.85,18.70,0.5663
730,1.96,5,2652814.85,18.70,0.5663
731,1.97,5,2652814.85,18.70,0.5663
732,1.98,5,2652814.85,18.70,0.5663
733,1.99,5,2652814.85,18.70,0.5663
734,2,5,2652814.85,18.70,0.5663
735,2.01,5,2652814.85,18.70,0.5663
736,2.02,5,2652814.85,18.70,0.5663
737,2.03,5,2652814.85,18.70,0.5663
738,2.04,5,2652814.85,18.70,0.5663
739,2.05,5,2652814.85,18.70,0.5663
740,2.06,5,2652814.85,18.70,0.5663
741,0.47,17,2635827.60,18.58,0.1887
742,1.31,3,2632059.27,17.21,0.2553
743,1.32,3,2632059.27,17.21,0.2553
744,1.33,3,2632059.27,17.21,0.2553
745,0.23,31,2627249.93,15.96,0.1107
746,0.23,37,2623667.45,18.04,-0.1547
747,0.23,38,2623667.45,18.04,-0.1547
748,0.36,17,2622137.18,18.48,0.0809
749,0.37,17,2622137.18,18.48,0.0809
750,0.44,14,2611691.20,16.02,0.2136
751,0.64,9,2588613.80,15.88,0.4173
752,0.45,15,2580860.90,17.78,0.1762
753,0.41,20,2574621.67,18.15,-0.0382
754,0.42,20,2574621.67,18.15,-0.0382
755,0.68,9,2569229.92,15.76,0.4438
756,1.7,2,2566290.20,15.74,0.1847
757,1.71,2,2566290.20,15.74,0.1847
758,1.72,2,2566290.20,15.74,0.1847
759,1.73,2,2566290.20,15.74,0.1847
760,1.74,2,2566290.20,15.74,0.1847
761,1.75,2,2566290.20,15.74,0.1847
762,1.76,2,2566290.20,15.74,0.1847
763,1.77,2,2566290.20,15.74,0.1847
764,1.78,2,2566290.20,15.74,0.1847
765,1.79,2,2566290.20,15.74,0.1847
766,1.8,2,2566290.20,15.74,0.1847
767,1.81,2,2566290.20,15.74,0.1847
768,1.82,2,2566290.20,15.74,0.1847
769,1.64,2,2541763.20,15.59,0.3143
770,0.52,12,2534932.63,15.55,0.2960
771,0.74,5,2533476.50,15.39,-0.0757
772,1.14,2,2528564.73,16.40,-0.0323
773,0.83,13,2519305.42,17.76,1.2079
774,0.83,14,2519305.42,17.76,1.2079
775,0.83,15,2519305.42,17.76,1.2079
776,0.83,16,2519305.42,17.76,1.2079
777,0.84,12,2519305.42,17.76,1.2079
778,0.84,13,2519305.42,17.76,1.2079
779,0.84,14,2519305.42,17.76,1.2079
780,0.84,15,2519305.42,17.76,1.2079
781,0.85,12,2519305.42,17.76,1.2079
782,0.85,13,2519305.42,17.76,1.2079
783,0.85,14,2519305.42,17.76,1.2079
784,0.85,15,2519305.42,17.76,1.2079
785,0.86,12,2519305.42,17.76,1.2079
786,0.86,13,2519305.42,17.76,1.2079
787,0.86,14,2519305.42,17.76,1.2079
788,0.86,15,2519305.42,17.76,1.2079
789,0.87,12,2519305.42,17.76,1.2079
790,0.87,13,2519305.42,17.76,1.2079
791,0.87,14,2519305.42,17.76,1.2079
792,0.87,15,2519305.42,17.76,1.2079
793,0.88,12,2519305.42,17.76,1.2079
794,0.88,13,2519305.42,17.76,1.2079
795,0.88,14,2519305.42,17.76,1.2079
796,0.88,15,2519305.42,17.76,1.2079
797,0.89,12,2519305.42,17.76,1.2079
798,0.89,13,2519305.42,17.76,1.2079
799,0.89,14,2519305.42,17.76,1.2079
800,0.89,15,2519305.42,17.76,1.2079
801,0.9,12,2519305.42,17.76,1.2079
802,0.9,13,2519305.42,17.76,1.2079
803,0.9,14,2519305.42,17.76,1.2079
804,0.91,12,2519305.42,17.76,1.2079
805,0.91,13,2519305.42,17.76,1.2079
806,0.91,14,2519305.42,17.76,1.2079
807,0.68,6,2500891.78,15.34,-0.0568
808,0.69,6,2500891.78,15.34,-0.0568
809,0.5,20,2494430.93,17.58,0.0979
810,0.33,16,2485312.38,15.25,0.2574
811,1.26,5,2480192.25,15.22,0.3973
812,0.43,12,2470173.03,15.15,0.2461
813,0.3,38,2460642.92,17.35,0.3028
814,0.3,39,2460642.92,17.35,0.3028
815,0.25,24,2455266.88,15.06,0.4738
816,0.88,3,2412460.25,14.66,-0.0238
817,2.47,2,2401979.70,16.55,0.2298
818,2.48,2,2401979.70,16.55,0.2298
819,2.49,2,2401979.70,16.55,0.2298
820,2.5,2,2401979.70,16.55,0.2298
821,2.51,2,2401979.70,16.55,0.2298
822,2.52,2,2401979.70,16.55,0.2298
823,2.53,2,2401979.70,16.55,0.2298
824,2.54,2,2401979.70,16.55,0.2298
825,2.55,2,2401979.70,16.55,0.2298
826,2.56,2,2401979.70,16.55,0.2298
827,1.61,5,2389050.70,16.84,0.4171
828,1.62,5,2389050.70,16.84,0.4171
829,1.63,5,2389050.70,16.84,0.4171
830,1.64,5,2389050.70,16.84,0.4171
831,1.65,5,2389050.70,16.84,0.4171
832,1.66,5,2389050.70,16.84,0.4171
833,1.67,5,2389050.70,16.84,0.4171
834,1.68,5,2389050.70,16.84,0.4171
835,1.69,5,2389050.70,16.84,0.4171
836,1.7,5,2389050.70,16.84,0.4171
837,1.71,5,2389050.70,16.84,0.4171
838,1.72,5,2389050.70,16.84,0.4171
839,1.73,5,2389050.70,16.84,0.4171
840,1.74,5,2389050.70,16.84,0.4171
841,1.75,5,2389050.70,16.84,0.4171
842,1.76,5,2389050.70,16.84,0.4171
843,1.77,5,2389050.70,16.84,0.4171
844,1.78,5,2389050.70,16.84,0.4171
845,0.79,8,2385369.75,14.63,0.4966
846,0.51,11,2384951.52,14.63,0.3520
847,0.58,17,2382692.48,16.80,0.3476
848,0.59,17,2382692.48,16.80,0.3476
849,0.6,17,2382692.48,16.80,0.3476
850,0.61,17,2382692.48,16.80,0.3476
851,0.62,14,2382692.48,16.80,0.3476
852,0.62,15,2382692.48,16.80,0.3476
853,0.62,16,2382692.48,16.80,0.3476
854,0.62,17,2382692.48,16.80,0.3476
855,0.22,33,2368381.30,14.39,-0.2218
856,0.29,39,2351649.95,16.58,0.2697
857,0.3,37,2351649.95,16.58,0.2697
858,0.47,8,2345050.35,14.25,0.0135
859,0.43,14,2339453.25,14.35,0.1914
860,1.12,4,2332514.50,14.31,0.4706
861,1.13,4,2332514.50,14.31,0.4706
862,1.14,4,2332514.50,14.31,0.4706
863,1.15,4,2332514.50,14.31,0.4706
864,0.6,8,2330242.67,14.30,0.0126
865,0.63,9,2318503.93,14.22,0.3901
866,0.5,18,2316364.33,16.33,0.0689
867,0.56,8,2314452.88,14.20,0.0466
868,0.24,27,2313185.20,14.05,0.1614
869,0.44,15,2311154.75,14.18,0.1435
870,0.4,20,2304511.80,16.25,-0.0710
871,0.24,29,2301228.60,13.98,0.0469
872,0.89,8,2298860.05,14.10,0.5172
873,0.9,8,2298860.05,14.10,0.5172
874,0.91,8,2298860.05,14.10,0.5172
875,0.66,9,2280663.45,13.99,0.2983
876,1.01,7,2277075.05,16.05,0.3584
877,2.18,3,2276088.73,16.05,0.4556
878,2.19,3,2276088.73,16.05,0.4556
879,2.2,3,2276088.73,16.05,0.4556
880,0.54,14,2253272.62,15.88,0.4720
881,0.54,15,2253272.62,15.88,0.4720
882,0.68,10,2235415.55,13.71,0.4562
883,0.69,10,2235415.55,13.71,0.4562
884,0.7,10,2235415.55,13.71,0.4562
885,0.71,10,2235415.55,13.71,0.4562
886,0.72,10,2235415.55,13.71,0.4562
887,0.63,7,2191111.63,13.44,0.0037
888,0.51,19,2181119.08,15.38,-0.0298
889,1.94,2,2180010.17,14.96,0.1040
890,1.95,2,2180010.17,14.96,0.1040
891,1.96,2,2180010.17,14.96,0.1040
892,1.97,2,2180010.17,14.96,0.1040
893,0.51,12,2176204.33,13.35,0.2615
894,0.91,3,2174192.50,13.21,-0.0045
895,0.92,3,2174192.50,13.21,-0.0045
896,2.1,4,2168145.75,15.28,0.3419
897,2.11,4,2168145.75,15.28,0.3419
898,2.12,4,2168145.75,15.28,0.3419
899,2.13,4,2168145.75,15.28,0.3419
900,2.14,4,2168145.75,15.28,0.3419
901,0.63,13,2159469.55,15.22,0.2554
902,0.64,13,2159469.55,15.22,0.2554
903,0.65,13,2159469.55,15.22,0.2554
904,0.56,17,2138855.00,15.08,0.3154
905,0.57,17,2138855.00,15.08,0.3154
906,0.45,10,2132548.20,12.96,-0.0367
907,0.92,9,2128894.60,13.06,0.4398
908,0.93,9,2128894.60,13.06,0.4398
909,0.52,25,2127023.65,14.99,0.2339
910,0.52,26,2127023.65,14.99,0.2339
911,0.52,27,2127023.65,14.99,0.2339
912,0.52,28,2127023.65,14.99,0.2339
913,0.53,25,2127023.65,14.99,0.2339
914,0.53,26,2127023.65,14.99,0.2339
915,0.53,27,2127023.65,14.99,0.2339
916,0.53,28,2127023.65,14.99,0.2339
917,0.54,25,2127023.65,14.99,0.2339
918,0.54,26,2127023.65,14.99,0.2339
919,0.54,27,2127023.65,14.99,0.2339
920,0.54,28,2127023.65,14.99,0.2339
921,0.55,25,2127023.65,14.99,0.2339
922,0.55,26,2127023.65,14.99,0.2339
923,0.55,27,2127023.65,14.99,0.2339
924,0.56,23,2127023.65,14.99,0.2339
925,0.56,24,2127023.65,14.99,0.2339
926,0.56,25,2127023.65,14.99,0.2339
927,0.56,26,2127023.65,14.99,0.2339
928,0.56,27,2127023.65,14.99,0.2339
929,0.57,22,2127023.65,14.99,0.2339
930,0.57,23,2127023.65,14.99,0.2339
931,0.57,24,2127023.65,14.99,0.2339
932,0.57,25,2127023.65,14.99,0.2339
933,0.57,26,2127023.65,14.99,0.2339
934,0.57,27,2127023.65,14.99,0.2339
935,0.58,22,2127023.65,14.99,0.2339
936,0.58,23,2127023.65,14.99,0.2339
937,0.58,24,2127023.65,14.99,0.2339
938,0.58,25,2127023.65,14.99,0.2339
939,0.58,26,2127023.65,14.99,0.2339
940,0.58,27,2127023.65,14.99,0.2339
941,0.59,22,2127023.65,14.99,0.2339
942,0.6,22,2127023.65,14.99,0.2339
943,0.61,22,2127023.65,14.99,0.2339
944,0.62,22,2127023.65,14.99,0.2339
945,0.63,20,2127023.65,14.99,0.2339
946,0.63,21,2127023.65,14.99,0.2339
947,0.63,22,2127023.65,14.99,0.2339
948,0.64,18,2127023.65,14.99,0.2339
949,0.64,19,2127023.65,14.99,0.2339
950,0.64,20,2127023.65,14.99,0.2339
951,0.64,21,2127023.65,14.99,0.2339
952,0.64,22,2127023.65,14.99,0.2339
953,0.65,18,2127023.65,14.99,0.2339
954,0.65,19,2127023.65,14.99,0.2339
955,0.65,20,2127023.65,14.99,0.2339
956,0.65,21,2127023.65,14.99,0.2339
957,0.65,22,2127023.65,14.99,0.2339
958,0.66,18,2127023.65,14.99,0.2339
959,0.66,19,2127023.65,14.99,0.2339
960,0.66,20,2127023.65,14.99,0.2339
961,0.66,21,2127023.65,14.99,0.2339
962,0.66,22,2127023.65,14.99,0.2339
963,0.67,18,2127023.65,14.99,0.2339
964,0.67,19,2127023.65,14.99,0.2339
965,0.67,20,2127023.65,14.99,0.2339
966,0.67,21,2127023.65,14.99,0.2339
967,0.67,22,2127023.65,14.99,0.2339
968,0.68,17,2127023.65,14.99,0.2339
969,0.68,18,2127023.65,14.99,0.2339
970,0.68,19,2127023.65,14.99,0.2339
971,0.68,20,2127023.65,14.99,0.2339
972,0.68,21,2127023.65,14.99,0.2339
973,0.68,22,2127023.65,14.99,0.2339
974,0.69,17,2127023.65,14.99,0.2339
975,0.69,18,2127023.65,14.99,0.2339
976,0.69,19,2127023.65,14.99,0.2339
977,0.7,17,2127023.65,14.99,0.2339
978,0.7,18,2127023.65,14.99,0.2339
979,0.71,17,2127023.65,14.99,0.2339
980,0.71,18,2127023.65,14.99,0.2339
981,0.72,17,2127023.65,14.99,0.2339
982,0.72,18,2127023.65,14.99,0.2339
983,0.73,17,2127023.65,14.99,0.2339
984,0.73,18,2127023.65,14.99,0.2339
985,0.74,17,2127023.65,14.99,0.2339
986,0.74,18,2127023.65,14.99,0.2339
987,0.75,17,2127023.65,14.99,0.2339
988,0.75,18,2127023.65,14.99,0.2339
989,0.92,11,2127023.65,14.99,0.2339
990,0.23,27,2106886.40,12.80,0.1070
991,0.66,6,2102463.93,12.90,-0.0908
992,0.67,6,2102463.93,12.90,-0.0908
993,1.07,3,2092997.93,12.84,0.1230
994,1.66,2,2087813.40,12.81,0.0700
995,1.26,6,2080584.50,14.67,0.3437
996,1.27,6,2080584.50,14.67,0.3437
997,0.87,3,2074573.62,12.60,-0.0564
998,0.35,16,2069054.10,12.69,0.1522
999,1.44,4,2066277.40,14.24,0.3226
1000,1.45,4,2066277.40,14.24,0.3226
1001,1.46,4,2066277.40,14.24,0.3226
1002,1.47,4,2066277.40,14.24,0.3226
1003,1.48,4,2066277.40,14.24,0.3226
1004,0.5,11,2063306.77,12.66,0.3068
1005,0.47,18,2042633.73,14.40,0.0075
1006,0.48,18,2042633.73,14.40,0.0075
1007,0.49,18,2042633.73,14.40,0.0075
1008,0.44,26,2038937.00,14.37,0.3454
1009,1.12,5,2038460.25,12.51,0.3334
1010,1.13,5,2038460.25,12.51,0.3334
1011,1.14,5,2038460.25,12.51,0.3334
1012,1.15,5,2038460.25,12.51,0.3334
1013,1.16,5,2038460.25,12.51,0.3334
1014,1.17,5,2038460.25,12.51,0.3334
1015,1.18,5,2038460.25,12.51,0.3334
1016,1.19,5,2038460.25,12.51,0.3334
1017,1.2,5,2038460.25,12.51,0.3334
1018,1.21,5,2038460.25,12.51,0.3334
1019,1.22,5,2038460.25,12.51,0.3334
1020,1.23,5,2038460.25,12.51,0.3334
1021,1.24,5,2038460.25,12.51,0.3334
1022,1.25,5,2038460.25,12.51,0.3334
1023,0.88,8,2024021.20,12.42,0.4813
1024,0.58,16,2022492.23,14.26,0.2363
1025,0.59,16,2022492.23,14.26,0.2363
1026,0.6,15,2022492.23,14.26,0.2363
1027,0.6,16,2022492.23,14.26,0.2363
1028,0.61,15,2022492.23,14.26,0.2363
1029,0.61,16,2022492.23,14.26,0.2363
1030,0.28,22,2019958.40,12.39,0.5902
1031,0.53,13,2018436.13,14.23,0.1590
1032,0.3,35,2009835.95,14.17,0.1665
1033,0.3,36,2009835.95,14.17,0.1665
1034,0.49,20,2001910.33,14.11,-0.0419
1035,0.29,37,1991449.70,14.04,0.1707
1036,0.29,38,1991449.70,14.04,0.1707
1037,2.26,1,1978169.20,13.57,0.0287
1038,2.27,1,1978169.20,13.57,0.0287
1039,0.94,3,1977939.25,12.02,-0.0296
1040,0.26,29,1975259.53,13.61,-0.0939
1041,0.73,6,1969927.38,12.09,0.0344
1042,1.63,2,1954993.65,11.99,0.2740
1043,0.47,20,1937281.60,13.66,-0.0611
1044,0.48,20,1937281.60,13.66,-0.0611
1045,0.5,19,1937281.60,13.66,-0.0611
1046,0.29,23,1936298.75,11.88,0.2653
1047,0.36,15,1924662.30,11.81,0.1692
1048,1.08,7,1922723.25,13.55,0.4201
1049,1.09,7,1922723.25,13.55,0.4201
1050,1.43,2,1922627.90,11.80,-0.0026
1051,0.37,20,1904919.80,13.43,-0.1181
1052,0.38,20,1904919.80,13.43,-0.1181
1053,0.39,20,1904919.80,13.43,-0.1181
1054,1.52,5,1904381.60,13.42,0.2064
1055,1.53,5,1904381.60,13.42,0.2064
1056,1.54,5,1904381.60,13.42,0.2064
1057,1.55,5,1904381.60,13.42,0.2064
1058,1.56,5,1904381.60,13.42,0.2064
1059,1.57,5,1904381.60,13.42,0.2064
1060,1.58,5,1904381.60,13.42,0.2064
1061,1.59,5,1904381.60,13.42,0.2064
1062,1.6,5,1904381.60,13.42,0.2064
1063,1.74,4,1904381.60,13.42,0.2064
1064,1.75,4,1904381.60,13.42,0.2064
1065,1.76,4,1904381.60,13.42,0.2064
1066,1.77,4,1904381.60,13.42,0.2064
1067,1.78,4,1904381.60,13.42,0.2064
1068,1.79,4,1904381.60,13.42,0.2064
1069,1.8,4,1904381.60,13.42,0.2064
1070,1.81,4,1904381.60,13.42,0.2064
1071,1.82,4,1904381.60,13.42,0.2064
1072,1.83,4,1904381.60,13.42,0.2064
1073,1.84,4,1904381.60,13.42,0.2064
1074,1.85,4,1904381.60,13.42,0.2064
1075,1.86,4,1904381.60,13.42,0.2064
1076,1.87,4,1904381.60,13.42,0.2064
1077,1.88,4,1904381.60,13.42,0.2064
1078,1.89,4,1904381.60,13.42,0.2064
1079,1.9,4,1904381.60,13.42,0.2064
1080,1.91,4,1904381.60,13.42,0.2064
1081,1.92,4,1904381.60,13.42,0.2064
1082,1.93,4,1904381.60,13.42,0.2064
1083,1.94,4,1904381.60,13.42,0.2064
1084,1.95,4,1904381.60,13.42,0.2064
1085,1.96,4,1904381.60,13.42,0.2064
1086,1.97,4,1904381.60,13.42,0.2064
1087,1.98,4,1904381.60,13.42,0.2064
1088,1.99,4,1904381.60,13.42,0.2064
1089,2,4,1904381.60,13.42,0.2064
1090,2.01,4,1904381.60,13.42,0.2064
1091,2.02,4,1904381.60,13.42,0.2064
1092,2.03,4,1904381.60,13.42,0.2064
1093,2.04,4,1904381.60,13.42,0.2064
1094,2.05,4,1904381.60,13.42,0.2064
1095,2.06,4,1904381.60,13.42,0.2064
1096,2.07,4,1904381.60,13.42,0.2064
1097,2.08,4,1904381.60,13.42,0.2064
1098,2.09,4,1904381.60,13.42,0.2064
1099,2.06,2,1899283.15,13.09,-0.1683
1100,2.07,2,1899283.15,13.09,-0.1683
1101,2.08,2,1899283.15,13.09,-0.1683
1102,2.09,2,1899283.15,13.09,-0.1683
1103,2.1,2,1899283.15,13.09,-0.1683
1104,2.11,2,1899283.15,13.09,-0.1683
1105,0.44,17,1887682.00,13.31,-0.0410
1106,0.24,39,1870711.73,13.19,-0.3381
1107,0.24,40,1870711.73,13.19,-0.3381
1108,0.24,41,1870711.73,13.19,-0.3381
1109,0.24,42,1870711.73,13.19,-0.3381
1110,0.24,43,1870711.73,13.19,-0.3381
1111,0.24,44,1845295.03,13.01,-0.3366
1112,0.24,45,1845295.03,13.01,-0.3366
1113,2.15,5,1839057.45,15.38,0.5024
1114,2.16,5,1839057.45,15.38,0.5024
1115,2.17,5,1839057.45,15.38,0.5024
1116,2.18,5,1839057.45,15.38,0.5024
1117,2.19,5,1839057.45,15.38,0.5024
1118,2.2,5,1839057.45,15.38,0.5024
1119,2.21,5,1839057.45,15.38,0.5024
1120,2.22,5,1839057.45,15.38,0.5024
1121,2.23,5,1839057.45,15.38,0.5024
1122,2.24,5,1839057.45,15.38,0.5024
1123,2.25,5,1839057.45,15.38,0.5024
1124,2.26,5,1839057.45,15.38,0.5024
1125,2.27,5,1839057.45,15.38,0.5024
1126,2.28,5,1839057.45,15.38,0.5024
1127,2.29,5,1839057.45,15.38,0.5024
1128,2.3,5,1839057.45,15.38,0.5024
1129,2.31,5,1839057.45,15.38,0.5024
1130,2.32,5,1839057.45,15.38,0.5024
1131,2.33,5,1839057.45,15.38,0.5024
1132,2.34,5,1839057.45,15.38,0.5024
1133,2.35,5,1839057.45,15.38,0.5024
1134,2.36,5,1839057.45,15.38,0.5024
1135,2.37,5,1839057.45,15.38,0.5024
1136,2.38,5,1839057.45,15.38,0.5024
1137,2.39,5,1839057.45,15.38,0.5024
1138,2.4,5,1839057.45,15.38,0.5024
1139,2.41,5,1839057.45,15.38,0.5024
1140,2.42,5,1839057.45,15.38,0.5024
1141,2.43,5,1839057.45,15.38,0.5024
1142,2.44,5,1839057.45,15.38,0.5024
1143,2.45,5,1839057.45,15.38,0.5024
1144,2.46,5,1839057.45,15.38,0.5024
1145,2.47,5,1839057.45,15.38,0.5024
1146,2.48,5,1839057.45,15.38,0.5024
1147,2.49,5,1839057.45,15.38,0.5024
1148,2.5,5,1839057.45,15.38,0.5024
1149,2.51,5,1839057.45,15.38,0.5024
1150,2.52,5,1839057.45,15.38,0.5024
1151,2.53,5,1839057.45,15.38,0.5024
1152,2.54,5,1839057.45,15.38,0.5024
1153,2.55,5,1839057.45,15.38,0.5024
1154,2.56,5,1839057.45,15.38,0.5024
1155,0.47,15,1828181.05,12.60,0.1614
1156,1.43,4,1822439.92,12.56,0.2929
1157,0.52,7,1822188.13,11.07,-0.0993
1158,0.62,13,1817655.55,12.81,0.1428
1159,0.43,15,1810746.55,11.11,0.0547
1160,2.44,2,1810031.70,12.47,0.0850
1161,2.45,2,1810031.70,12.47,0.0850
1162,2.46,2,1810031.70,12.47,0.0850
1163,1.26,3,1801904.75,11.05,0.0952
1164,0.56,11,1787765.07,10.97,0.4090
1165,0.56,20,1785209.65,12.58,0.1030
1166,0.56,21,1785209.65,12.58,0.1030
1167,0.56,22,1785209.65,12.58,0.1030
1168,0.57,20,1785209.65,12.58,0.1030
1169,0.57,21,1785209.65,12.58,0.1030
1170,0.58,20,1785209.65,12.58,0.1030
1171,0.58,21,1785209.65,12.58,0.1030
1172,0.59,20,1785209.65,12.58,0.1030
1173,0.59,21,1785209.65,12.58,0.1030
1174,0.6,20,1785209.65,12.58,0.1030
1175,0.6,21,1785209.65,12.58,0.1030
1176,0.61,20,1785209.65,12.58,0.1030
1177,0.61,21,1785209.65,12.58,0.1030
1178,0.62,20,1785209.65,12.58,0.1030
1179,0.62,21,1785209.65,12.58,0.1030
1180,0.27,44,1779217.90,12.54,-0.0567
1181,0.56,16,1778654.75,12.54,0.2044
1182,0.57,16,1778654.75,12.54,0.2044
1183,0.26,45,1774075.33,12.51,-0.0536
1184,0.9,3,1758855.17,10.69,-0.0118
1185,0.61,14,1758728.08,12.40,0.1383
1186,0.26,26,1750354.73,10.74,0.2196
1187,0.33,13,1748497.40,10.88,-0.0570
1188,0.66,10,1742894.95,10.69,0.3432
1189,0.67,10,1742894.95,10.69,0.3432
1190,0.57,11,1734516.93,10.64,0.4160
1191,0.37,11,1727190.32,10.49,-0.0817
1192,2.08,3,1722064.53,11.87,-0.0363
1193,2.09,3,1722064.53,11.87,-0.0363
1194,2.1,3,1722064.53,11.87,-0.0363
1195,2.11,3,1722064.53,11.87,-0.0363
1196,2.12,3,1722064.53,11.87,-0.0363
1197,2.13,3,1722064.53,11.87,-0.0363
1198,2.14,3,1722064.53,11.87,-0.0363
1199,0.98,7,1698851.08,11.98,0.2353
1200,0.99,7,1698851.08,11.98,0.2353
1201,1,7,1698851.08,11.98,0.2353
1202,0.4,27,1697123.00,11.96,0.2328
