#,P:N1,P:N2,净利润,年化收益率%,夏普比率
91,6,19,5587249.59,451.86,3.6385
92,25,19,5582621.91,451.48,3.6186
93,2,16,5577714.22,456.54,3.4879
94,25,9,5567809.32,450.28,3.6057
95,25,15,5567809.32,450.28,3.6057
96,25,16,5567809.32,450.28,3.6057
97,25,17,5567809.32,450.28,3.6057
98,25,18,5567809.32,450.28,3.6057
99,5,18,5560223.09,451.47,3.6183
100,8,16,5558847.66,449.56,3.5196
101,8,17,5556142.49,449.34,3.5805
102,2,13,5547691.13,454.08,3.3583
103,10,16,5531187.53,452.73,3.5311
104,13,15,5529457.51,447.18,3.4880
105,4,11,5526745.78,452.37,3.2805
106,3,19,5509211.67,449.12,3.5358
107,5,9,5491159.23,447.65,3.3140
108,7,17,5472404.89,442.57,3.5179
109,12,15,5462785.77,441.79,3.4330
110,5,17,5445378.39,442.14,3.4979
111,2,22,5441870.20,440.10,3.5965
112,3,22,5441870.20,440.10,3.5965
113,4,22,5441870.20,440.10,3.5965
114,5,22,5441870.20,440.10,3.5965
115,25,21,5441870.20,440.10,3.5965
116,25,22,5441870.20,440.10,3.5965
117,4,14,5434897.58,443.06,3.2819
118,8,18,5432276.63,439.32,3.4843
119,3,9,5422677.67,443.85,3.1873
120,4,15,5419842.42,441.84,3.4202
121,7,19,5399659.93,441.97,3.4987
122,8,19,5395062.23,441.59,3.4810
123,26,19,5387905.59,441.00,3.4765
124,3,13,5380106.60,440.37,3.1681
125,5,3,5376154.66,482.01,3.0317
126,26,9,5373093.00,439.79,3.4635
127,26,10,5373093.00,439.79,3.4635
128,26,11,5373093.00,439.79,3.4635
129,26,12,5373093.00,439.79,3.4635
130,26,13,5373093.00,439.79,3.4635
131,26,14,5373093.00,439.79,3.4635
132,26,15,5373093.00,439.79,3.4635
133,26,16,5373093.00,439.79,3.4635
134,26,17,5373093.00,439.79,3.4635
135,26,18,5373093.00,439.79,3.4635
136,11,22,5370318.43,437.80,3.5543
137,3,17,5364921.70,437.36,3.3967
138,6,18,5353256.67,432.93,3.4410
139,3,18,5336277.76,435.02,3.3881
140,7,22,5333647.10,436.56,3.5267
141,8,22,5333647.10,436.56,3.5267
142,26,21,5333647.10,436.56,3.5267
143,26,22,5333647.10,436.56,3.5267
144,33,19,5329894.99,436.26,3.4210
145,6,22,5315256.30,435.06,3.5041
146,33,12,5315082.40,435.04,3.4080
147,33,13,5315082.40,435.04,3.4080
148,33,14,5315082.40,435.04,3.4080
149,33,15,5315082.40,435.04,3.4080
150,33,16,5315082.40,435.04,3.4080
151,33,17,5315082.40,435.04,3.4080
152,11,16,5314685.17,435.01,3.3666
153,9,22,5313797.18,434.94,3.5094
154,10,22,5313797.18,434.94,3.5094
155,9,16,5308849.46,434.53,3.3367
156,10,17,5298407.07,433.68,3.4180
157,31,22,5295406.38,433.43,3.4868
158,32,21,5295406.38,433.43,3.4868
159,32,22,5295406.38,433.43,3.4868
160,33,21,5295406.38,433.43,3.4868
161,33,22,5295406.38,433.43,3.4868
162,11,19,5291413.94,433.11,3.4002
163,6,20,5289129.64,427.75,3.4282
164,9,17,5287533.87,432.79,3.3682
165,9,19,5286305.97,432.69,3.3993
166,25,20,5284501.96,427.37,3.4093
167,3,14,5280166.88,432.19,3.1467
168,6,9,5271293.01,428.01,3.1977
169,2,23,5270032.30,433.10,3.4846
170,3,23,5270032.30,433.10,3.4846
171,8,23,5270032.30,433.10,3.4846
172,9,23,5270032.30,433.10,3.4846
173,10,23,5270032.30,433.10,3.4846
174,11,23,5270032.30,433.10,3.4846
175,12,22,5270032.30,433.10,3.4846
176,12,23,5270032.30,433.10,3.4846
177,13,22,5270032.30,433.10,3.4846
178,25,23,5270032.30,433.10,3.4846
179,26,23,5270032.30,433.10,3.4846
180,7,11,5267166.95,427.67,3.0845
181,5,19,5266640.85,427.63,3.4358
182,4,23,5251681.49,431.60,3.4623
183,5,23,5251681.49,431.60,3.4623
184,6,23,5251681.49,431.60,3.4623
185,7,23,5251681.49,431.60,3.4623
186,30,23,5251681.49,431.60,3.4623
187,31,23,5251681.49,431.60,3.4623
188,32,23,5251681.49,431.60,3.4623
189,33,23,5251681.49,431.60,3.4623
190,34,21,5251681.49,431.60,3.4623
191,34,22,5251681.49,431.60,3.4623
192,34,23,5251681.49,431.60,3.4623
193,34,11,5249101.57,431.38,3.3692
194,34,12,5249101.57,431.38,3.3692
195,34,13,5249101.57,431.38,3.3692
196,34,14,5249101.57,431.38,3.3692
197,34,15,5249101.57,431.38,3.3692
198,34,16,5249101.57,431.38,3.3692
199,34,17,5249101.57,431.38,3.3692
200,34,18,5249101.57,431.38,3.3692
201,34,19,5249101.57,431.38,3.3692
202,2,17,5247227.04,429.49,3.2968
203,10,19,5246526.09,429.43,3.3649
204,5,10,5246371.55,427.70,3.2019
205,16,19,5235666.25,430.28,3.3928
206,17,19,5235666.25,430.28,3.3928
207,13,23,5219183.89,430.67,3.4484
208,14,22,5219183.89,430.67,3.4484
209,14,23,5219183.89,430.67,3.4484
210,15,22,5219183.89,430.67,3.4484
211,15,23,5219183.89,430.67,3.4484
212,16,22,5219183.89,430.67,3.4484
213,2,18,5218583.10,427.15,3.2879
214,13,17,5193096.06,425.06,3.3057
215,7,18,5172893.39,423.41,3.3077
216,9,18,5168295.69,423.03,3.2912
217,16,23,5163793.21,427.84,3.4083
218,17,22,5163793.21,427.84,3.4083
219,14,16,5160368.16,422.38,3.2246
220,42,9,5159319.60,424.00,2.9872
221,43,7,5159319.60,424.00,2.9872
222,43,8,5159319.60,424.00,2.9872
223,43,9,5159319.60,424.00,2.9872
224,4,19,5155498.11,420.29,3.3739
225,11,20,5154500.98,420.21,3.3148
226,12,20,5154500.98,420.21,3.3148
227,13,16,5151872.41,421.69,3.2140
228,20,23,5147503.84,426.49,3.3765
229,21,22,5147503.84,426.49,3.3765
230,4,21,5146501.38,416.21,3.3126
231,5,21,5146501.38,416.21,3.3126
232,6,21,5146501.38,416.21,3.3126
233,17,23,5145522.35,426.32,3.3866
234,18,22,5145522.35,426.32,3.3866
235,18,23,5145522.35,426.32,3.3866
236,16,20,5099103.22,419.06,3.2881
237,7,2,5098900.18,417.35,2.8673
238,13,19,5088740.11,414.85,3.2789
239,14,19,5088740.11,414.85,3.2789
240,7,20,5087334.41,416.40,3.2619
241,8,20,5087334.41,416.40,3.2619
242,9,20,5087334.41,416.40,3.2619
243,26,20,5087334.41,416.40,3.2619
244,19,23,5083415.91,421.18,3.3277
245,20,22,5083415.91,421.18,3.3277
246,40,21,5078718.48,417.38,3.3201
247,40,22,5078718.48,417.38,3.3201
248,40,23,5078718.48,417.38,3.3201
249,41,21,5078718.48,417.38,3.3201
250,41,22,5078718.48,417.38,3.3201
251,41,23,5078718.48,417.38,3.3201
252,13,18,5074637.49,415.36,3.2304
253,12,19,5072808.08,413.55,3.2625
254,19,22,5071159.78,420.16,3.3188
255,10,20,5047154.33,413.11,3.2270
256,8,10,5039724.03,407.58,2.9139
257,3,21,5036060.18,410.55,3.2285
258,11,17,5031691.42,411.85,3.1727
259,33,20,5028763.53,411.61,3.2063
260,40,10,5026552.92,413.09,3.1963
261,40,11,5026552.92,413.09,3.1963
262,40,12,5026552.92,413.09,3.1963
263,40,13,5026552.92,413.09,3.1963
264,40,14,5026552.92,413.09,3.1963
265,40,15,5026552.92,413.09,3.1963
266,40,16,5026552.92,413.09,3.1963
267,40,17,5026552.92,413.09,3.1963
268,40,18,5026552.92,413.09,3.1963
269,40,19,5026552.92,413.09,3.1963
270,11,21,5015810.06,408.90,3.2163
271,16,17,4970735.21,406.86,3.1569
272,5,20,4968240.75,403.40,3.2253
273,13,20,4965270.40,408.06,3.1725
274,14,20,4965270.40,408.06,3.1725
275,15,20,4965270.40,408.06,3.1725
276,18,19,4965270.40,408.06,3.1725
277,6,7,4963540.09,404.64,2.8531
278,10,8,4951390.35,403.65,2.9339
279,7,21,4948283.31,405.02,3.1627
280,8,21,4948283.31,405.02,3.1627
281,34,20,4946919.59,406.55,3.1520
282,21,23,4942198.83,416.27,3.2449
283,3,10,4928057.47,403.37,2.9666
284,2,19,4916863.18,402.45,3.1775
285,10,18,4913772.57,402.20,3.0979
286,11,18,4913772.57,402.20,3.0979
287,41,10,4910519.62,403.56,3.1200
288,41,11,4910519.62,403.56,3.1200
289,41,12,4910519.62,403.56,3.1200
290,41,13,4910519.62,403.56,3.1200
291,41,14,4910519.62,403.56,3.1200
292,41,15,4910519.62,403.56,3.1200
293,41,16,4910519.62,403.56,3.1200
294,41,17,4910519.62,403.56,3.1200
295,41,18,4910519.62,403.56,3.1200
296,41,19,4910519.62,403.56,3.1200
297,9,21,4907863.11,401.71,3.1274
298,10,21,4907863.11,401.71,3.1274
299,19,20,4904851.67,404.73,3.1251
300,7,9,4897934.55,397.69,2.8643
301,35,21,4897060.06,402.45,3.1213
302,35,22,4897060.06,402.45,3.1213
303,35,23,4897060.06,402.45,3.1213
304,36,21,4897060.06,402.45,3.1213
305,36,22,4897060.06,402.45,3.1213
306,36,23,4897060.06,402.45,3.1213
307,37,21,4897060.06,402.45,3.1213
308,37,22,4897060.06,402.45,3.1213
309,37,23,4897060.06,402.45,3.1213
310,38,21,4897060.06,402.45,3.1213
311,38,22,4897060.06,402.45,3.1213
312,38,23,4897060.06,402.45,3.1213
313,39,21,4897060.06,402.45,3.1213
314,39,22,4897060.06,402.45,3.1213
315,39,23,4897060.06,402.45,3.1213
316,4,9,4892845.04,400.48,2.8938
317,6,8,4881308.59,396.34,2.8888
318,2,21,4877547.96,399.23,3.0895
319,17,20,4868679.13,401.75,3.1008
320,18,20,4868679.13,401.75,3.1008
321,2,14,4864209.23,398.14,2.9394
322,16,21,4861900.40,401.19,3.1119
323,2,24,4853937.33,413.99,3.2076
324,3,24,4853937.33,413.99,3.2076
325,9,24,4853937.33,413.99,3.2076
326,10,24,4853937.33,413.99,3.2076
327,11,24,4853937.33,413.99,3.2076
328,12,24,4853937.33,413.99,3.2076
329,13,24,4853937.33,413.99,3.2076
330,14,24,4853937.33,413.99,3.2076
331,15,24,4853937.33,413.99,3.2076
332,29,24,4853937.33,413.99,3.2076
333,7,4,4853121.61,397.23,2.8278
334,15,16,4851883.25,397.13,3.0178
335,2,11,4849231.40,395.32,2.9350
336,7,5,4847977.70,396.81,2.8191
337,4,20,4844969.14,391.83,3.1522
338,39,10,4844894.50,398.16,3.0085
339,39,11,4844894.50,398.16,3.0085
340,39,12,4844894.50,398.16,3.0085
341,39,13,4844894.50,398.16,3.0085
342,39,14,4844894.50,398.16,3.0085
343,39,15,4844894.50,398.16,3.0085
344,39,16,4844894.50,398.16,3.0085
345,39,17,4844894.50,398.16,3.0085
346,39,18,4844894.50,398.16,3.0085
347,39,19,4844894.50,398.16,3.0085
348,7,8,4838119.02,392.84,2.8008
349,38,10,4837458.22,397.55,3.0035
350,38,11,4837458.22,397.55,3.0035
351,38,12,4837458.22,397.55,3.0035
352,38,13,4837458.22,397.55,3.0035
353,38,14,4837458.22,397.55,3.0035
354,38,15,4837458.22,397.55,3.0035
355,38,16,4837458.22,397.55,3.0035
356,38,17,4837458.22,397.55,3.0035
357,38,18,4837458.22,397.55,3.0035
358,38,19,4837458.22,397.55,3.0035
359,4,24,4835946.33,412.46,3.1876
360,5,24,4835946.33,412.46,3.1876
361,6,24,4835946.33,412.46,3.1876
362,7,24,4835946.33,412.46,3.1876
363,8,24,4835946.33,412.46,3.1876
364,16,24,4835946.33,412.46,3.1876
365,17,24,4835946.33,412.46,3.1876
366,30,24,4835946.33,412.46,3.1876
367,31,24,4835946.33,412.46,3.1876
368,32,24,4835946.33,412.46,3.1876
369,33,24,4835946.33,412.46,3.1876
370,34,24,4835946.33,412.46,3.1876
371,42,21,4832132.54,397.12,3.0753
372,42,22,4832132.54,397.12,3.0753
373,42,23,4832132.54,397.12,3.0753
374,43,22,4832132.54,397.12,3.0753
375,43,23,4832132.54,397.12,3.0753
376,44,22,4832132.54,397.12,3.0753
377,44,23,4832132.54,397.12,3.0753
378,45,22,4832132.54,397.12,3.0753
379,45,23,4832132.54,397.12,3.0753
380,46,22,4832132.54,397.12,3.0753
381,46,23,4832132.54,397.12,3.0753
382,47,22,4832132.54,397.12,3.0753
383,47,23,4832132.54,397.12,3.0753
384,20,24,4826091.50,411.62,3.1693
385,12,21,4825528.96,396.57,3.0717
386,13,21,4825528.96,396.57,3.0717
387,14,21,4825528.96,396.57,3.0717
388,3,15,4820251.15,394.54,3.0231
389,14,18,4806571.29,391.84,3.0542
390,14,17,4804221.14,393.23,3.0365
391,12,11,4800751.19,391.37,3.0015
392,35,10,4792420.30,393.85,2.9699
393,35,11,4792420.30,393.85,2.9699
394,35,12,4792420.30,393.85,2.9699
395,35,13,4792420.30,393.85,2.9699
396,35,14,4792420.30,393.85,2.9699
397,35,15,4792420.30,393.85,2.9699
398,35,16,4792420.30,393.85,2.9699
399,35,17,4792420.30,393.85,2.9699
400,35,18,4792420.30,393.85,2.9699
401,35,19,4792420.30,393.85,2.9699
402,36,10,4792420.30,393.85,2.9699
403,36,11,4792420.30,393.85,2.9699
404,36,12,4792420.30,393.85,2.9699
405,36,13,4792420.30,393.85,2.9699
406,36,14,4792420.30,393.85,2.9699
407,36,15,4792420.30,393.85,2.9699
408,36,16,4792420.30,393.85,2.9699
409,36,17,4792420.30,393.85,2.9699
410,36,18,4792420.30,393.85,2.9699
411,36,19,4792420.30,393.85,2.9699
412,37,10,4792420.30,393.85,2.9699
413,37,11,4792420.30,393.85,2.9699
414,37,12,4792420.30,393.85,2.9699
415,37,13,4792420.30,393.85,2.9699
416,37,14,4792420.30,393.85,2.9699
417,37,15,4792420.30,393.85,2.9699
418,37,16,4792420.30,393.85,2.9699
419,37,17,4792420.30,393.85,2.9699
420,37,18,4792420.30,393.85,2.9699
421,37,19,4792420.30,393.85,2.9699
422,2,12,4778808.69,389.58,2.8893
423,40,20,4773956.58,392.33,3.0184
424,41,20,4773956.58,392.33,3.0184
425,12,16,4762997.49,389.86,2.9508
426,18,24,4762983.07,406.23,3.1220
427,19,24,4762983.07,406.23,3.1220
428,3,8,4733273.81,387.42,2.7379
429,15,21,4728397.42,390.17,2.9988
430,17,21,4728397.42,390.17,2.9988
431,16,18,4722361.48,384.98,2.9919
432,18,21,4710086.58,388.66,2.9791
433,3,16,4709966.80,385.51,2.9426
434,12,17,4706939.51,385.27,2.9578
435,12,10,4699648.06,383.13,2.8776
436,7,10,4683004.01,380.24,2.6980
437,12,18,4677266.82,382.84,2.9511
438,14,13,4677006.13,381.28,2.9120
439,18,17,4670900.41,380.78,2.8147
440,23,24,4667031.30,398.05,3.0521
441,40,24,4667031.30,398.05,3.0521
442,41,24,4667031.30,398.05,3.0521
443,15,19,4665309.50,383.41,2.9667
444,3,20,4652293.86,379.27,3.0088
445,16,12,4617543.96,376.43,2.8096
446,4,10,4616198.67,377.84,2.8061
447,13,9,4610306.53,375.84,2.8524
448,7,6,4607927.74,377.16,2.7288
449,19,21,4603310.17,381.40,2.8976
450,22,23,4603309.30,387.73,2.9354
451,3,11,4602452.15,376.71,2.7504
452,35,20,4592298.16,377.41,2.8354
453,36,20,4592298.16,377.41,2.8354
454,37,20,4592298.16,377.41,2.8354
455,38,20,4592298.16,377.41,2.8354
456,39,20,4592298.16,377.41,2.8354
457,15,13,4582961.37,373.61,2.8414
458,48,22,4577040.86,376.15,2.8477
459,48,23,4577040.86,376.15,2.8477
460,49,22,4577040.86,376.15,2.8477
461,49,23,4577040.86,376.15,2.8477
462,50,22,4577040.86,376.15,2.8477
463,50,23,4577040.86,376.15,2.8477
464,16,13,4572431.15,372.75,2.8604
465,3,7,4571349.05,374.17,2.5241
466,15,18,4570270.20,372.58,2.8834
467,15,17,4567920.06,373.89,2.8666
468,14,12,4537716.99,369.92,2.8123
469,20,21,4528947.61,375.24,2.8358
470,42,10,4527370.64,372.07,2.7917
471,42,11,4527370.64,372.07,2.7917
472,42,12,4527370.64,372.07,2.7917
473,42,13,4527370.64,372.07,2.7917
474,42,14,4527370.64,372.07,2.7917
475,42,15,4527370.64,372.07,2.7917
476,42,16,4527370.64,372.07,2.7917
477,42,17,4527370.64,372.07,2.7917
478,42,18,4527370.64,372.07,2.7917
479,42,19,4527370.64,372.07,2.7917
480,42,20,4527370.64,372.07,2.7917
481,43,10,4527370.64,372.07,2.7917
482,43,11,4527370.64,372.07,2.7917
483,43,12,4527370.64,372.07,2.7917
484,43,13,4527370.64,372.07,2.7917
485,43,14,4527370.64,372.07,2.7917
486,43,15,4527370.64,372.07,2.7917
487,43,16,4527370.64,372.07,2.7917
488,43,17,4527370.64,372.07,2.7917
489,43,18,4527370.64,372.07,2.7917
490,43,19,4527370.64,372.07,2.7917
491,43,20,4527370.64,372.07,2.7917
492,44,11,4527370.64,372.07,2.7917
493,44,12,4527370.64,372.07,2.7917
494,44,13,4527370.64,372.07,2.7917
495,44,14,4527370.64,372.07,2.7917
496,44,15,4527370.64,372.07,2.7917
497,44,16,4527370.64,372.07,2.7917
498,44,17,4527370.64,372.07,2.7917
499,44,18,4527370.64,372.07,2.7917
500,44,19,4527370.64,372.07,2.7917
501,44,20,4527370.64,372.07,2.7917
502,45,11,4527370.64,372.07,2.7917
503,45,12,4527370.64,372.07,2.7917
504,45,13,4527370.64,372.07,2.7917
505,45,14,4527370.64,372.07,2.7917
506,45,15,4527370.64,372.07,2.7917
507,45,16,4527370.64,372.07,2.7917
508,45,17,4527370.64,372.07,2.7917
509,45,18,4527370.64,372.07,2.7917
510,45,19,4527370.64,372.07,2.7917
511,45,20,4527370.64,372.07,2.7917
512,46,11,4527370.64,372.07,2.7917
513,46,12,4527370.64,372.07,2.7917
514,46,13,4527370.64,372.07,2.7917
515,46,14,4527370.64,372.07,2.7917
516,46,15,4527370.64,372.07,2.7917
517,46,16,4527370.64,372.07,2.7917
518,46,17,4527370.64,372.07,2.7917
519,46,18,4527370.64,372.07,2.7917
520,46,19,4527370.64,372.07,2.7917
521,46,20,4527370.64,372.07,2.7917
522,47,11,4527370.64,372.07,2.7917
523,47,12,4527370.64,372.07,2.7917
524,47,13,4527370.64,372.07,2.7917
525,47,14,4527370.64,372.07,2.7917
526,47,15,4527370.64,372.07,2.7917
527,47,16,4527370.64,372.07,2.7917
528,47,17,4527370.64,372.07,2.7917
529,47,18,4527370.64,372.07,2.7917
530,47,19,4527370.64,372.07,2.7917
531,47,20,4527370.64,372.07,2.7917
532,2,10,4525458.78,368.93,2.6765
533,2,7,4517612.74,368.29,2.6244
534,2,15,4514735.48,369.54,2.7891
535,17,18,4496574.13,366.57,2.8479
536,2,20,4494672.09,367.89,2.8727
537,21,24,4489870.63,382.94,2.8650
538,22,24,4489870.63,382.94,2.8650
539,35,24,4489870.63,382.94,2.8650
540,36,24,4489870.63,382.94,2.8650
541,37,24,4489870.63,382.94,2.8650
542,38,24,4489870.63,382.94,2.8650
543,39,24,4489870.63,382.94,2.8650
544,5,4,4472854.16,404.24,2.4350
545,13,12,4454674.42,363.15,2.8050
546,10,4,4434835.99,361.54,2.4803
547,2,25,4430488.68,392.73,2.9594
548,42,24,4426202.48,377.51,2.8278
549,43,24,4426202.48,377.51,2.8278
550,44,24,4426202.48,377.51,2.8278
551,45,24,4426202.48,377.51,2.8278
552,46,24,4426202.48,377.51,2.8278
553,47,24,4426202.48,377.51,2.8278
554,19,17,4404331.20,359.05,2.7427
555,19,18,4404331.20,359.05,2.7427
556,10,25,4402001.44,391.91,2.9425
557,11,25,4402001.44,391.91,2.9425
558,12,25,4402001.44,391.91,2.9425
559,13,25,4402001.44,391.91,2.9425
560,14,25,4402001.44,391.91,2.9425
561,4,8,4400697.87,360.20,2.4942
562,15,9,4394070.57,358.21,2.7070
563,43,21,4387629.20,360.59,2.6948
564,44,21,4387629.20,360.59,2.6948
565,45,21,4387629.20,360.59,2.6948
566,46,21,4387629.20,360.59,2.6948
567,47,21,4387629.20,360.59,2.6948
568,3,25,4384410.24,390.35,2.9245
569,4,25,4384410.24,390.35,2.9245
570,5,25,4384410.24,390.35,2.9245
571,6,25,4384410.24,390.35,2.9245
572,8,25,4384410.24,390.35,2.9245
573,9,25,4384410.24,390.35,2.9245
574,15,25,4384410.24,390.35,2.9245
575,16,25,4384410.24,390.35,2.9245
576,19,25,4375155.11,389.52,2.9071
577,20,25,4375155.11,389.52,2.9071
578,16,11,4371627.62,356.38,2.7611
579,14,9,4355271.89,355.05,2.6869
580,13,10,4320477.67,352.21,2.6392
581,7,25,4313445.98,384.03,2.8615
582,17,25,4313445.98,384.03,2.8615
583,18,25,4313445.98,384.03,2.8615
584,6,5,4313178.95,389.81,2.4849
585,3,12,4305026.00,352.37,2.5772
586,25,6,4292248.77,372.74,2.7180
587,15,11,4284525.45,349.28,2.6963
588,37,2,4273718.22,351.22,2.4636
589,48,11,4272278.96,351.11,2.5792
590,48,12,4272278.96,351.11,2.5792
591,48,13,4272278.96,351.11,2.5792
592,48,14,4272278.96,351.11,2.5792
593,48,15,4272278.96,351.11,2.5792
594,48,16,4272278.96,351.11,2.5792
595,48,17,4272278.96,351.11,2.5792
596,48,18,4272278.96,351.11,2.5792
597,48,19,4272278.96,351.11,2.5792
598,48,20,4272278.96,351.11,2.5792
599,49,11,4272278.96,351.11,2.5792
600,49,12,4272278.96,351.11,2.5792
601,49,13,4272278.96,351.11,2.5792
602,49,14,4272278.96,351.11,2.5792
603,49,15,4272278.96,351.11,2.5792
604,49,16,4272278.96,351.11,2.5792
605,49,17,4272278.96,351.11,2.5792
606,49,18,4272278.96,351.11,2.5792
607,49,19,4272278.96,351.11,2.5792
608,49,20,4272278.96,351.11,2.5792
609,50,11,4272278.96,351.11,2.5792
610,50,12,4272278.96,351.11,2.5792
611,50,13,4272278.96,351.11,2.5792
612,50,14,4272278.96,351.11,2.5792
613,50,15,4272278.96,351.11,2.5792
614,50,16,4272278.96,351.11,2.5792
615,50,17,4272278.96,351.11,2.5792
616,50,18,4272278.96,351.11,2.5792
617,50,19,4272278.96,351.11,2.5792
618,50,20,4272278.96,351.11,2.5792
619,19,15,4268676.43,347.99,2.6641
620,15,10,4268203.77,347.95,2.6252
621,13,8,4252415.59,346.67,2.5554
622,14,10,4247236.17,346.24,2.6173
623,18,13,4241297.17,345.76,2.6927
624,24,25,4224410.75,376.10,2.7744
625,23,25,4219992.96,375.71,2.7946
626,8,6,4215016.73,343.62,2.3591
627,13,11,4208831.70,343.11,2.6198
628,13,4,4206833.48,342.95,2.4678
629,2,9,4205802.10,342.87,2.4502
630,17,13,4196903.96,342.14,2.6426
631,14,11,4192080.08,341.75,2.6089
632,10,5,4188859.57,341.48,2.3675
633,18,16,4183000.00,341.01,2.5541
634,8,9,4182851.90,338.28,2.5688
635,48,24,4176957.87,356.25,2.6118
636,49,24,4176957.87,356.25,2.6118
637,50,24,4176957.87,356.25,2.6118
638,12,4,4171454.32,340.07,2.4067
639,5,8,4161712.31,339.27,2.3710
640,15,12,4161120.64,339.22,2.5455
641,38,4,4148903.67,340.97,2.3735
642,48,21,4132537.51,339.62,2.4847
643,49,21,4132537.51,339.62,2.4847
644,50,21,4132537.51,339.62,2.4847
645,38,5,4132490.03,339.62,2.3646
646,19,14,4120378.84,335.90,2.5856
647,3,2,4114178.76,374.84,2.1817
648,12,7,4106878.66,334.80,2.3851
649,44,4,4081071.12,335.39,2.3830
650,44,5,4081071.12,335.39,2.3830
651,45,3,4081071.12,335.39,2.3830
652,45,4,4081071.12,335.39,2.3830
653,46,2,4081071.12,335.39,2.3830
654,46,3,4081071.12,335.39,2.3830
655,47,2,4081071.12,335.39,2.3830
656,25,3,4062448.31,352.78,2.5355
657,25,4,4062448.31,352.78,2.5355
658,25,5,4062448.31,352.78,2.5355
659,26,3,4062448.31,352.78,2.5355
660,26,4,4062448.31,352.78,2.5355
661,26,5,4062448.31,352.78,2.5355
662,26,6,4062448.31,352.78,2.5355
663,26,7,4062448.31,352.78,2.5355
